CODE,Product,Year,NFIRMS,NPLTS,HERF,ENTROPY,C1,C2,C3,C4,TCAP,Q,CU,FRB,GNP,NENTR,ENTRCAP,NEXIT,EXITCAP,NEWPLT,INCCAP,CLOSED,NNEW,NINC,EXCESS,EXCES100,SDGROW,BOTCAP,CUMCAP,CUMQ,MAXQ,DELUSV,USV,DEFLATOR,ABSCOST,NPATENTS,CUMPAT27,CUMPAT37,CUMSMP,CUMUSO,CUMFOR,VIPCT,DISP
36,Polyethylene-HD ,77,12,14,0.094,2.415,0.138,0.248,0.357,0.463,4170,3652,0.816,82.2,1369.7,0,0,0,0,0,625,25,0,5,0.014,0.12,0.169,145,4853,25574.3,3652,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
36,Polyethylene-HD ,78,13,15,0.098,2.398,0.125,0.25,0.37,0.49,4785,4201,0.82,84.7,1438.6,0,0,0,0,0,675,0,0,3,0.005,0.112,0.17,15,5478,29226.3,4201,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
36,Polyethylene-HD ,79,13,15,0.096,2.416,0.157,0.266,0.375,0.481,5460,5010,0.91,86,1479.4,0,0,0,0,0,97,0,0,2,0,0.079,0.051,15,6153,33427.3,5010,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
36,Polyethylene-HD ,80,13,15,0.098,2.407,0.167,0.275,0.383,0.49,5557,4405,0.757,79.6,1475,1,220,0,0,220,448,150,1,4,0,0.098,0.147,15,6250,38437.3,5010,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
36,Polyethylene-HD ,81,14,16,0.094,2.471,0.168,0.291,0.39,0.489,6075,4695,0.749,79.4,1513.8,0,0,0,0,0,620,230,0,6,0.08,0.188,0.139,15,6918,42842.3,5010,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
36,Polyethylene-HD ,82,14,16,0.11,2.395,0.227,0.343,0.445,0.542,6465,4928,0.764,71.1,1485.4,0,0,1,180,0,155,180,0,1,0.146,0.276,0.129,15,7538,47537.3,5010,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
36,Polyethylene-HD ,83,13,15,0.114,2.339,0.228,0.345,0.447,0.544,6440,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.156,0.244,0,15,7693,52465.3,5010,-99.9,-99.9,-99.9,22,0,0,0,0,0,0,-99.9,0.05
39,Neoprene Rubber ,56,-99.9,0,-99.9,0,0,0,0,0,0,222.7,0,86.4,671.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331.3,222.7,-99.9,-99.9,-99.9,50,0,1,1,0,0,0,-99.9,0.16
39,Neoprene Rubber ,57,-99.9,0,-99.9,0,0,0,0,0,0,248,0,83.7,683.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,248,-99.9,-99.9,-99.9,50,0,1,1,0,0,0,-99.9,0.16
39,Neoprene Rubber ,58,-99.9,0,-99.9,0,0,0,0,0,0,219.1,0,75.2,680.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,248,-99.9,-99.9,-99.9,50,0,1,1,0,0,0,-99.9,0.16
39,Neoprene Rubber ,59,-99.9,0,-99.9,0,0,0,0,0,0,279.6,0,81.9,721.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.1,279.6,-99.9,-99.9,-99.9,50,0,1,1,0,0,0,-99.9,0.16
39,Neoprene Rubber ,60,1,2,1,0.001,1,1,1,1,320,301.1,0.941,80.2,737.2,0,0,0,0,0,0,0,0,0,0,0,0.161,60,320,2300.7,301.1,1,42.991,97.8,50,0,1,1,0,0,1,-99.9,0.16
39,Neoprene Rubber ,61,1,2,1,0.001,1,1,1,1,320,265.4,0.829,77.4,756.6,0,0,0,0,0,0,0,0,0,0,0,0.188,60,320,2601.8,301.1,1,42.991,98,50,1,1,1,1,0,1,-99.9,0.16
39,Neoprene Rubber ,62,1,2,1,0.001,1,1,1,1,320,288.7,0.902,81.6,800.3,0,0,0,0,0,0,0,0,0,0,0,0.161,60,320,2867.2,301.1,1,42.991,97.7,50,1,2,2,2,0,2,-99.9,0.16
39,Neoprene Rubber ,63,1,2,1,0.001,1,1,1,1,320,288.7,0.902,83.5,832.5,0,0,0,0,0,0,0,0,0,0,0,0.095,60,320,3155.9,301.1,1,42.991,97.7,50,1,3,3,2,0,2,-99.9,0.16
39,Neoprene Rubber ,64,1,2,1,0.001,1,1,1,1,320,316.7,0.974,85.6,876.4,0,0,0,0,0,10,0,0,1,0,0,0.1,60,320,3444.6,316.7,1,42.991,97.4,50,1,4,4,2,0,4,-99.9,0.16
39,Neoprene Rubber ,65,1,2,1,0.001,1,1,1,1,330,313.6,0.95,89.6,929.3,0,0,0,0,0,0,0,0,0,0,0.032,0.056,70,330,3761.3,316.7,1,42.991,98.6,50,1,5,5,2,0,4,-99.9,0.16
39,Neoprene Rubber ,66,1,2,1,0.001,1,1,1,1,330,320.3,0.971,91.1,984.8,0,0,0,0,0,0,0,0,0,0,0,0.048,70,330,4074.9,320.3,0.977,42.014,100.8,50,1,6,6,2,0,4,-99.9,0.16
39,Neoprene Rubber ,67,1,2,1,0.001,1,1,1,1,330,329.3,0.976,86.9,1011.4,0,0,0,0,0,15,0,0,1,0,0,0.045,70,330,4395.2,329.3,0.976,41.018,102.9,50,6,7,7,2,0,4,-99.9,0.16
39,Neoprene Rubber ,68,1,2,1,0.001,1,1,1,1,345,340.5,0.987,87.2,1058.1,0,0,0,0,0,0,0,0,0,0,0,0.02,70,345,4724.5,340.5,1,41.018,104,50,1,13,13,2,0,4,-99.9,0.16
39,Neoprene Rubber ,69,1,2,1,0.001,1,1,1,1,345,349.4,0.863,86.3,1087.6,1,45,0,0,120,0,0,2,0,0,0,0.005,70,345,5065,349.4,1,41.018,106.1,50,0,14,14,2,0,4,-99.9,0.16
39,Neoprene Rubber ,70,2,4,0.825,0.318,0.903,1,1,1,465,360,0.774,79.5,1085.6,0,0,0,0,0,0,0,0,0,0.113,0.125,0.003,45,465,5414.4,360,1,41.018,110.6,50,3,14,14,2,0,4,-99.9,0.16
39,Neoprene Rubber ,71,2,4,0.825,0.318,0.903,1,1,1,465,360,0.774,78.5,1122.4,0,0,0,0,0,0,0,0,0,0.113,0.125,0.015,45,465,5774.4,360,1,41.018,116.3,50,2,17,17,2,0,4,-99.9,0.16
39,Neoprene Rubber ,72,2,4,0.825,0.318,0.903,1,1,1,465,360,0.837,83.5,1185.9,0,0,0,0,0,0,70,0,0,0.113,0.125,0.016,45,465,6134.4,360,1,41.018,119.4,50,6,19,19,2,0,4,-99.9,0.16
39,Neoprene Rubber ,73,2,3,0.798,0.355,0.886,1,1,1,395,390,0.994,87.6,1254.3,0,0,0,0,0,0,5,0,0,0,0,0.039,45,465,6494.4,390,-99.9,-99.9,128,50,6,25,25,2,0,4,-99.9,0.16
39,Neoprene Rubber ,74,2,3,0.796,0.358,0.885,1,1,1,390,366,0.915,83.7,1246.3,0,0,0,0,0,25,5,0,2,0,0,0.059,45,465,6884.4,390,-99.9,-99.9,164,50,5,31,31,2,0,4,-99.9,0.16
39,Neoprene Rubber ,75,2,3,0.75,0.416,0.854,1,1,1,410,318,0.748,72.9,1231.6,0,0,0,0,0,30,0,0,1,0,0.026,0.091,60,490,7250.4,390,-99.9,-99.9,-99.9,50,9,36,36,2,0,4,-99.9,0.16
39,Neoprene Rubber ,76,2,3,0.764,0.398,0.864,1,1,1,440,364,0.827,79.6,1298.2,0,0,0,0,0,0,0,0,0,0,0.103,0.127,60,520,7568.4,390,-99.9,-99.9,-99.9,50,4,45,45,0,0,0,-99.9,0.16
39,Neoprene Rubber ,77,2,3,0.764,0.398,0.864,1,1,1,440,364,0.827,82.2,1369.7,0,0,0,0,0,0,0,0,0,0,0.103,0.117,60,520,7932.4,390,-99.9,-99.9,-99.9,50,14,49,49,0,0,0,-99.9,0.16
39,Neoprene Rubber ,78,2,3,0.764,0.398,0.864,1,1,1,440,355,0.807,84.7,1438.6,0,0,0,0,0,0,0,0,0,0,0.103,0.114,60,520,8296.4,390,-99.9,-99.9,-99.9,50,11,63,63,0,0,0,-99.9,0.16
39,Neoprene Rubber ,79,2,3,0.764,0.398,0.864,1,1,1,440,404,0.918,86,1479.4,0,0,0,0,0,0,0,0,0,0,0.074,0.089,60,520,8651.4,404,-99.9,-99.9,-99.9,50,20,74,74,0,0,0,-99.9,0.16
39,Neoprene Rubber ,80,2,3,0.764,0.398,0.864,1,1,1,440,333,0.744,79.6,1475,0,0,0,0,0,15,0,0,1,0,0.074,0.129,60,520,9055.4,404,-99.9,-99.9,-99.9,50,25,94,94,0,0,0,-99.9,0.16
39,Neoprene Rubber ,81,2,3,0.725,0.448,0.835,1,1,1,455,315,0.689,79.4,1513.8,0,0,0,0,0,5,0,0,1,0,0.111,0.129,75,535,9388.4,404,-99.9,-99.9,-99.9,50,15,119,119,0,0,0,-99.9,0.16
39,Neoprene Rubber ,82,2,3,0.727,0.445,0.837,1,1,1,460,262,0.57,71.1,1485.4,0,0,0,0,0,0,0,0,0,0.011,0.124,0.146,75,540,9703.4,404,-99.9,-99.9,-99.9,50,8,134,134,0,0,0,-99.9,0.16
39,Neoprene Rubber ,83,2,3,0.727,0.445,0.837,1,1,1,460,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.011,0.124,0,75,540,9965.4,404,-99.9,-99.9,-99.9,50,11,142,142,0,0,0,-99.9,0.16
42,Sodium ,53,-99.9,0,-99.9,0,0,0,0,0,0,241,0,89.2,623.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5484.2,246.4,-99.9,-99.9,-99.9,7,2,39,28,0,0,0,-99.9,0.21
42,Sodium ,54,-99.9,0,-99.9,0,0,0,0,0,0,254.6,0,80.3,616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5725.2,254.6,-99.9,-99.9,-99.9,7,2,41,30,0,0,1,-99.9,0.21
42,Sodium ,55,-99.9,0,-99.9,0,0,0,0,0,0,229.4,0,87.1,657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5979.8,254.6,-99.9,-99.9,-99.9,7,2,43,32,0,0,2,-99.9,0.21
42,Sodium ,56,-99.9,0,-99.9,0,0,0,0,0,0,272,0,86.4,671.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6209.2,272,-99.9,-99.9,-99.9,7,1,45,34,2,2,2,-99.9,0.21
42,Sodium ,57,3,4,0.449,0.932,0.606,0.849,1,1,371,266,0.717,83.7,683.8,0,0,0,0,0,0,0,0,0,0.185,0.206,0.122,56,371,6481.2,272,-99.9,16.743,96.3,7,1,46,35,5,2,3,0.506,0.21
42,Sodium ,58,3,4,0.449,0.932,0.606,0.849,1,1,371,220.6,0.561,75.2,680.9,0,0,0,0,45,0,0,1,0,0.185,0.206,0.154,56,371,6747.2,272,0.991,16.577,95.9,7,3,47,36,10,2,4,0.474,0.21
42,Sodium ,59,3,5,0.416,0.968,0.541,0.865,1,1,416,224,0.538,81.9,721.7,0,0,0,0,0,0,0,0,0,0.334,0.371,0.146,45,416,6967.8,272,1.002,16.627,96.9,7,6,50,39,16,5,4,0.55,0.21
42,Sodium ,60,3,5,0.416,0.968,0.541,0.865,1,1,416,227.6,0.547,80.2,737.2,0,0,0,0,0,0,0,0,0,0.334,0.371,0.089,45,416,7191.8,272,0.98,16.297,97.8,7,10,56,45,20,6,6,0.547,0.21
42,Sodium ,61,3,5,0.416,0.968,0.541,0.865,1,1,416,218.2,0.525,77.4,756.6,0,0,0,0,0,0,0,0,0,0.334,0.371,0.088,45,416,7419.4,272,0.997,16.232,98,7,2,66,55,20,7,7,0.645,0.21
42,Sodium ,62,3,5,0.416,0.968,0.541,0.865,1,1,416,238.2,0.625,81.6,800.3,0,0,0,0,0,25,95,0,1,0.334,0.371,0.055,45,416,7637.6,272,1.018,16.527,97.7,7,6,68,57,20,7,10,0.563,0.21
42,Sodium ,63,3,5,0.378,1.023,0.434,0.838,1,1,346,251.2,0.726,83.5,832.5,0,0,0,0,0,0,0,0,0,0.083,0.257,0.057,56,441,7875.8,272,0.997,16.478,97.7,7,5,74,63,22,7,13,0.575,0.21
42,Sodium ,64,3,5,0.378,1.023,0.434,0.838,1,1,346,278.6,0.805,85.6,876.4,0,0,0,0,0,0,0,0,0,0.081,0.09,0.067,56,441,8127,278.6,1.001,16.494,97.4,7,4,79,68,22,7,15,0.568,0.21
42,Sodium ,65,3,5,0.378,1.023,0.434,0.838,1,1,346,303.2,0.876,89.6,929.3,0,0,0,0,0,0,0,0,0,0,0.082,0.023,56,441,8405.6,303.2,0.956,15.768,98.6,7,2,83,72,22,10,18,0.55,0.21
42,Sodium ,66,3,5,0.378,1.023,0.434,0.838,1,1,346,329.8,0.934,91.1,984.8,0,0,0,0,0,14,0,0,1,0,0,0.023,56,441,8708.8,329.8,0.973,15.348,100.8,7,3,85,74,22,11,18,0.571,0.21
42,Sodium ,67,3,5,0.381,1.017,0.428,0.844,1,1,360,329,0.914,86.9,1011.4,0,0,0,0,0,0,0,0,0,0,0.042,0.05,56,455,9038.6,329.8,1,15.348,102.9,7,4,88,77,22,13,20,0.609,0.21
42,Sodium ,68,3,5,0.381,1.017,0.428,0.844,1,1,360,312.8,0.848,87.2,1058.1,0,0,0,0,0,18,0,0,1,0,0.042,0.068,56,455,9367.6,329.8,1.007,15.456,104,7,2,92,81,22,14,23,0.648,0.21
42,Sodium ,69,3,5,0.362,1.052,0.407,0.804,1,1,378,329.4,0.871,86.3,1087.6,0,0,0,0,0,0,0,0,0,0,0.097,0.06,60,473,9680.4,329.8,1.027,15.863,106.1,7,3,94,83,23,16,30,0.669,0.21
42,Sodium ,70,3,5,0.362,1.052,0.407,0.804,1,1,378,342.4,0.906,79.5,1085.6,0,0,0,0,0,0,0,0,0,0,0.093,0.046,60,473,10009.8,342.4,1.004,15.943,110.6,7,10,97,86,23,17,34,0.678,0.21
42,Sodium ,71,3,5,0.362,1.052,0.407,0.804,1,1,378,306.2,0.81,78.5,1122.4,0,0,0,0,0,0,0,0,0,0,0.093,0.075,60,473,10352.2,342.4,1.019,16.248,116.3,7,2,107,96,23,19,36,0.669,0.21
42,Sodium ,72,3,5,0.362,1.052,0.407,0.804,1,1,378,321,0.849,83.5,1185.9,0,0,0,0,0,0,0,0,0,0,0.093,0.077,60,473,10658.4,342.4,1.045,16.979,119.4,7,9,109,98,24,22,41,0.683,0.21
42,Sodium ,73,3,5,0.362,1.052,0.407,0.804,1,1,378,353.8,0.936,87.6,1254.3,0,0,0,0,0,0,0,0,0,0,0.051,0.089,60,473,10979.4,353.8,1.027,-99.9,128,7,9,118,107,24,23,44,-99.9,0.21
42,Sodium ,74,3,5,0.362,1.052,0.407,0.804,1,1,378,346.4,0.916,83.7,1246.3,0,0,0,0,0,0,0,0,0,0,0.051,0.09,60,473,11333.2,353.8,-99.9,-99.9,164,7,6,127,116,24,26,46,-99.9,0.21
42,Sodium ,75,3,5,0.362,1.052,0.407,0.804,1,1,378,288,0.762,72.9,1231.6,0,0,0,0,0,0,0,0,0,0,0.051,0.117,60,473,11679.6,353.8,-99.9,-99.9,-99.9,7,5,133,122,24,26,51,-99.9,0.21
42,Sodium ,76,3,5,0.362,1.052,0.407,0.804,1,1,378,291.7,0.769,79.6,1298.2,0,0,0,0,0,29,26,0,1,0,0.051,0.113,60,473,11967.6,353.8,-99.9,-99.9,-99.9,7,7,138,127,0,0,0,-99.9,0.21
42,Sodium ,77,3,5,0.363,1.051,0.412,0.806,1,1,381,317.5,0.833,82.2,1369.7,0,0,0,0,0,0,0,0,0,0,0,0.108,44,502,12259.3,353.8,-99.9,-99.9,-99.9,7,4,145,134,0,0,0,-99.9,0.21
42,Sodium ,78,3,5,0.363,1.051,0.412,0.806,1,1,381,276.8,0.727,84.7,1438.6,0,0,0,0,0,0,0,0,0,0,0,0.12,44,502,12576.8,353.8,-99.9,-99.9,-99.9,7,13,149,138,0,0,0,-99.9,0.21
42,Sodium ,79,3,5,0.363,1.051,0.412,0.806,1,1,381,302.2,0.787,86,1479.4,0,0,0,0,0,6,0,0,1,0,0,0.103,44,502,12853.6,353.8,-99.9,-99.9,-99.9,7,12,162,151,0,0,0,-99.9,0.21
42,Sodium ,80,3,5,0.364,1.048,0.421,0.809,1,1,387,224.3,0.676,79.6,1475,0,0,0,0,0,0,110,0,0,0,0.017,0.172,50,508,13155.8,353.8,-99.9,-99.9,-99.9,7,8,174,163,0,0,0,-99.9,0.21
42,Sodium ,81,3,3,0.343,1.084,0.408,0.733,1,1,277,205.4,0.768,79.4,1513.8,0,0,0,0,0,0,19,0,0,0,0,0.144,74,508,13380.1,353.8,-99.9,-99.9,-99.9,7,7,182,171,0,0,0,-99.9,0.21
42,Sodium ,82,3,3,0.359,1.058,0.438,0.787,1,1,258,207.2,0.803,71.1,1485.4,0,0,0,0,0,0,0,0,0,0,0,0.15,55,508,13585.5,353.8,-99.9,-99.9,-99.9,7,12,189,178,0,0,0,-99.9,0.21
42,Sodium ,83,3,3,0.359,1.058,0.438,0.787,1,1,258,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,55,508,13792.7,353.8,-99.9,-99.9,-99.9,7,5,201,190,0,0,0,-99.9,0.21
44,Sodium Chlorate,52,-99.9,0,-99.9,0,0,0,0,0,0,40.4,0,85.4,600.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.3,40.4,-99.9,-99.9,-99.9,5,0,6,5,0,0,0,-99.9,0.7
44,Sodium Chlorate,53,-99.9,0,-99.9,0,0,0,0,0,0,43.2,0,89.2,623.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.7,43.2,-99.9,-99.9,-99.9,5,2,6,5,0,0,0,-99.9,0.7
44,Sodium Chlorate,54,-99.9,0,-99.9,0,0,0,0,0,0,40,0,80.3,616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.9,43.2,-99.9,-99.9,-99.9,5,0,8,7,0,0,1,-99.9,0.7
44,Sodium Chlorate,55,-99.9,0,-99.9,0,0,0,0,0,0,47,0,87.1,657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.9,47,-99.9,-99.9,-99.9,5,1,8,7,0,0,2,-99.9,0.7
44,Sodium Chlorate,56,3,4,0.393,0.995,0.458,0.864,1,1,59,55.1,0.896,86.4,671.6,0,0,0,0,0,5,0,0,1,0,0,0.117,8,59,503.9,55.1,-99.9,-99.9,92.4,5,0,9,8,0,0,2,-99.9,0.7
44,Sodium Chlorate,57,3,4,0.399,0.983,0.453,0.875,1,1,64,59.1,0.869,83.7,683.8,0,0,0,0,0,8,0,0,2,0,0,0.117,8,64,559,59.1,-99.9,-99.9,96.3,5,0,9,8,0,0,2,-99.9,0.7
44,Sodium Chlorate,58,3,4,0.417,0.954,0.514,0.889,1,1,72,67.2,0.884,75.2,680.9,0,0,0,0,0,8,0,0,3,0,0.045,0.048,8,72,618.1,67.2,-99.9,8.191,95.9,5,1,9,8,0,0,2,0.793,0.7
44,Sodium Chlorate,59,3,4,0.418,0.96,0.538,0.875,1,1,80,88.3,0.97,81.9,721.7,0,0,0,0,15,7,0,1,2,0,0,0.102,10,80,685.3,88.3,0.994,8.142,96.9,5,0,10,9,0,0,4,0.799,0.7
44,Sodium Chlorate,60,3,5,0.386,1.008,0.441,0.853,1,1,102,91.6,0.852,80.2,737.2,1,3,0,0,3,8,0,1,1,0,0.076,0.123,15,102,773.6,91.6,0.992,8.077,97.8,5,3,10,9,1,0,4,0.9,0.7
44,Sodium Chlorate,61,4,6,0.373,1.092,0.442,0.841,0.973,1,113,103.2,0.8,77.4,756.6,1,25,0,0,25,11,4,1,2,0,0.029,0.116,3,113,865.2,103.2,1.008,8.142,98,5,0,13,12,1,0,5,0.814,0.7
44,Sodium Chlorate,62,5,7,0.289,1.353,0.366,0.703,0.876,0.979,145,111.8,0.719,81.6,800.3,2,21,0,0,21,0,0,2,0,0.089,0.098,0.121,3,149,968.4,111.8,0.986,8.029,97.7,5,1,13,12,1,0,5,0.841,0.7
44,Sodium Chlorate,63,7,9,0.23,1.637,0.319,0.614,0.765,0.855,166,124.3,0.738,83.5,832.5,0,0,0,0,0,5,0,0,1,0.174,0.257,0.039,3,170,1080.2,124.3,0.987,7.917,97.7,5,0,14,13,3,0,7,0.848,0.7
44,Sodium Chlorate,64,7,9,0.234,1.624,0.316,0.626,0.772,0.86,171,136.3,0.797,85.6,876.4,0,0,0,0,0,0,0,0,0,0.073,0.213,0.019,3,175,1204.5,136.3,0.996,7.877,97.4,5,3,14,13,3,0,9,0.831,0.7
44,Sodium Chlorate,65,7,9,0.234,1.624,0.316,0.626,0.772,0.86,171,134.3,0.757,89.6,929.3,1,5,0,0,5,8,0,1,1,0.073,0.213,0.057,3,175,1340.8,136.3,0.927,7.308,98.6,5,1,17,16,5,0,12,0.922,0.7
44,Sodium Chlorate,66,8,10,0.23,1.682,0.337,0.625,0.761,0.842,184,154.2,0.822,91.1,984.8,1,7,0,0,7,0,0,1,0,0.029,0.156,0.07,3,188,1475.1,154.2,0.915,6.693,100.8,5,0,18,17,7,1,16,0.897,0.7
44,Sodium Chlorate,67,9,11,0.215,1.777,0.325,0.602,0.733,0.812,191,155.5,0.799,86.9,1011.4,1,7,0,0,7,0,0,1,0,0.069,0.199,0.076,3,195,1629.3,155.5,0.925,6.178,102.9,5,7,18,17,7,1,19,0.909,0.7
44,Sodium Chlorate,68,10,12,0.201,1.867,0.313,0.581,0.707,0.783,198,167.4,0.825,87.2,1058.1,0,0,0,0,4,6,0,1,1,0.038,0.161,0.073,3,202,1784.8,167.4,0.964,5.96,104,5,3,25,24,7,2,24,1.029,0.7
44,Sodium Chlorate,69,10,13,0.192,1.895,0.298,0.553,0.702,0.774,208,187.2,0.881,86.3,1087.6,0,0,0,0,0,9,0,0,1,0,0.091,0.061,3,212,1952.2,187.2,1.027,6.123,106.1,5,5,28,27,10,3,28,0.915,0.7
44,Sodium Chlorate,70,10,13,0.202,1.864,0.327,0.571,0.714,0.783,217,197.7,0.881,79.5,1085.6,0,0,0,0,0,15,0,0,2,0,0.096,0.046,3,221,2139.4,197.7,1.014,6.203,110.6,5,5,33,32,11,3,30,0.725,0.7
44,Sodium Chlorate,71,10,13,0.213,1.824,0.336,0.599,0.733,0.797,232,195.8,0.846,78.5,1122.4,0,0,0,0,0,0,1,0,0,0.032,0.172,0.053,3,236,2337.1,197.7,1.012,6.278,116.3,5,6,38,37,11,4,35,0.67,0.7
44,Sodium Chlorate,72,10,13,0.215,1.815,0.338,0.602,0.736,0.801,231,193.8,0.841,83.5,1185.9,0,0,1,3,0,2,3,0,2,0.032,0.142,0.062,3,236,2532.9,197.7,1.02,6.398,119.4,5,6,44,43,14,4,42,0.673,0.7
44,Sodium Chlorate,73,9,12,0.219,1.771,0.339,0.609,0.743,0.813,230,173.7,0.685,87.6,1254.3,0,0,0,0,45,2,0,1,1,0.041,0.152,0.066,4,238,2726.7,197.7,0.969,-99.9,128,5,12,50,49,16,7,46,-99.9,0.7
44,Sodium Chlorate,74,9,13,0.272,1.632,0.444,0.675,0.787,0.845,277,201.7,0.728,83.7,1246.3,0,0,0,0,0,0,0,0,0,0.219,0.362,0.11,4,285,2900.4,201.7,-99.9,-99.9,164,5,7,62,61,19,8,49,-99.9,0.7
44,Sodium Chlorate,75,9,13,0.272,1.632,0.444,0.675,0.787,0.845,277,173,0.64,72.9,1231.6,0,0,1,15,0,5,18,0,2,0.219,0.362,0.135,4,285,3102.1,201.7,-99.9,-99.9,-99.9,5,11,69,68,19,8,54,-99.9,0.7
44,Sodium Chlorate,76,8,12,0.3,1.508,0.47,0.712,0.83,0.89,264,199,0.737,79.6,1298.2,0,0,0,0,0,12,0,0,3,0.031,0.302,0.162,4,290,3275.1,201.7,-99.9,-99.9,-99.9,5,4,80,79,0,0,0,-99.9,0.7
44,Sodium Chlorate,77,8,12,0.297,1.514,0.467,0.699,0.83,0.895,276,251,0.818,82.2,1369.7,1,40,0,0,50,12,0,2,3,0,0.076,0.174,4,302,3474.1,251,-99.9,-99.9,-99.9,5,13,84,83,0,0,0,-99.9,0.7
44,Sodium Chlorate,78,9,14,0.23,1.733,0.393,0.583,0.707,0.825,338,265,0.722,84.7,1438.6,1,20,0,0,47,12,1,2,3,0.075,0.26,0.171,4,364,3725.1,265,-99.9,-99.9,-99.9,5,5,97,96,0,0,0,-99.9,0.7
44,Sodium Chlorate,79,10,16,0.189,1.94,0.351,0.52,0.626,0.727,396,269,0.657,86,1479.4,1,25,0,0,25,15,13,1,2,0.271,0.457,0.11,3,423,3990.1,269,-99.9,-99.9,-99.9,5,9,102,101,0,0,0,-99.9,0.7
44,Sodium Chlorate,80,11,16,0.162,2.071,0.31,0.468,0.591,0.686,423,312,0.758,79.6,1475,0,0,1,40,0,17,40,0,1,0.208,0.337,0.111,3,463,4259.1,312,-99.9,-99.9,-99.9,5,12,111,110,0,0,0,-99.9,0.7
44,Sodium Chlorate,81,10,15,0.175,1.995,0.328,0.495,0.625,0.7,400,302,0.755,79.4,1513.8,0,0,0,0,0,3,3,0,1,0.092,0.221,0.082,3,480,4571.1,312,-99.9,-99.9,-99.9,5,7,123,122,0,0,0,-99.9,0.7
44,Sodium Chlorate,82,10,14,0.175,2,0.328,0.495,0.625,0.7,400,247,0.683,71.1,1485.4,0,0,0,0,0,3,80,0,1,0.101,0.231,0.141,4,483,4873.1,312,-99.9,-99.9,-99.9,5,9,130,129,0,0,0,-99.9,0.7
44,Sodium Chlorate,83,10,11,0.139,2.114,0.207,0.409,0.57,0.653,323,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0,0.019,0,6,486,5120.1,312,-99.9,-99.9,-99.9,5,5,139,138,0,0,0,-99.9,0.7
45,Sodium Hydrosulfite,60,-99.9,0,-99.9,0,0,0,0,0,0,26,0,80.2,737.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,29,-99.9,-99.9,-99.9,5,2,16,16,0,0,0,-99.9,0.46
45,Sodium Hydrosulfite,61,-99.9,0,-99.9,0,0,0,0,0,0,29,0,77.4,756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,29,-99.9,-99.9,-99.9,5,0,18,18,0,0,0,-99.9,0.46
45,Sodium Hydrosulfite,62,-99.9,0,-99.9,0,0,0,0,0,0,30,0,81.6,800.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,30,-99.9,-99.9,-99.9,5,1,18,18,0,0,0,-99.9,0.46
45,Sodium Hydrosulfite,63,-99.9,0,-99.9,0,0,0,0,0,0,30,0,83.5,832.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,30,-99.9,-99.9,-99.9,5,0,19,19,0,1,2,-99.9,0.46
45,Sodium Hydrosulfite,64,6,6,0.198,1.683,0.244,0.488,0.683,0.854,41,31,0.827,85.6,876.4,0,0,1,7,0,0,7,0,0,0.174,0.194,0.049,2,41,944,31,1.003,22.466,97.4,5,1,19,19,0,1,3,1.01,0.46
45,Sodium Hydrosulfite,65,5,5,0.246,1.479,0.294,0.588,0.824,0.941,34,35,0.986,89.6,929.3,0,0,0,0,0,3,0,0,2,0,0,0.056,2,41,975,35,1.042,23.406,98.6,5,1,20,20,0,1,5,0.998,0.46
45,Sodium Hydrosulfite,66,5,5,0.24,1.489,0.27,0.541,0.811,0.946,37,40,1.067,91.1,984.8,0,0,0,0,0,1,0,0,1,0,0,0.07,2,44,1010,40,1.026,24.023,100.8,5,2,21,21,0,2,5,0.998,0.46
45,Sodium Hydrosulfite,67,5,5,0.231,1.521,0.263,0.526,0.789,0.921,38,36,0.923,86.9,1011.4,0,0,0,0,0,2,0,0,1,0,0,0.112,3,45,1050,40,0.964,23.15,102.9,5,1,23,23,0,2,5,1,0.46
