CODE,Product,Year,NFIRMS,NPLTS,HERF,ENTROPY,C1,C2,C3,C4,TCAP,Q,CU,FRB,GNP,NENTR,ENTRCAP,NEXIT,EXITCAP,NEWPLT,INCCAP,CLOSED,NNEW,NINC,EXCESS,EXCES100,SDGROW,BOTCAP,CUMCAP,CUMQ,MAXQ,DELUSV,USV,DEFLATOR,ABSCOST,NPATENTS,CUMPAT27,CUMPAT37,CUMSMP,CUMUSO,CUMFOR,VIPCT,DISP
21,Ethanolamines ,67,5,7,0.312,1.318,0.453,0.679,0.906,0.962,265,226.8,0.856,86.9,1011.4,0,0,0,0,0,0,0,0,0,0.04,0.154,0.07,10,305,2038.8,226.8,0.937,15.611,102.9,2,0,0,0,0,0,0,0.778,0.06
21,Ethanolamines ,68,5,7,0.312,1.318,0.453,0.679,0.906,0.962,265,223.9,0.825,87.2,1058.1,0,0,0,0,0,33,20,0,3,0.04,0.154,0.072,10,305,2265.6,226.8,0.871,13.585,104,2,0,0,0,0,0,0,0.829,0.06
21,Ethanolamines ,69,5,6,0.266,1.429,0.36,0.64,0.856,0.946,278,255.1,0.918,86.3,1087.6,0,0,0,0,0,0,0,0,0,0,0.071,0.066,15,338,2489.5,255.1,0.91,12.354,106.1,2,0,0,0,0,0,0,0.828,0.06
21,Ethanolamines ,70,5,6,0.266,1.429,0.36,0.64,0.856,0.946,278,264.3,0.918,79.5,1085.6,0,0,0,0,0,20,0,0,1,0,0.023,0.066,15,338,2744.6,264.3,0.918,11.336,110.6,2,0,0,0,0,0,0,0.786,0.06
21,Ethanolamines ,71,5,6,0.281,1.398,0.403,0.664,0.866,0.95,298,259.2,0.825,78.5,1122.4,0,0,0,0,0,49,17,0,4,0,0.098,0.073,15,358,3008.9,264.3,1.01,11.45,116.3,2,0,0,0,0,0,0,0.877,0.06
21,Ethanolamines ,72,5,6,0.3,1.373,0.455,0.667,0.864,0.939,330,283.9,0.86,83.5,1185.9,0,0,0,0,0,0,0,0,0,0.029,0.067,0.069,20,407,3268.1,283.9,1.021,11.693,119.4,2,0,0,0,0,0,0,0.826,0.06
21,Ethanolamines ,73,5,6,0.3,1.373,0.455,0.667,0.864,0.939,330,294.5,0.886,87.6,1254.3,0,0,0,0,0,5,0,0,1,0,0.065,0.047,20,407,3552,294.5,1.016,-99.9,128,2,0,0,0,0,0,0,0.908,0.06
21,Ethanolamines ,74,5,6,0.297,1.375,0.448,0.672,0.866,0.94,335,309,0.858,83.7,1246.3,0,0,0,0,0,50,0,0,1,0,0.078,0.047,20,412,3846.5,309,-99.9,-99.9,164,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,75,5,6,0.343,1.29,0.519,0.714,0.883,0.948,385,258,0.688,72.9,1231.6,0,0,1,20,0,0,20,0,0,0,0.239,0.116,20,462,4155.5,309,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,76,4,5,0.379,1.146,0.548,0.753,0.932,1,365,286,0.733,79.6,1298.2,0,0,0,0,0,50,0,0,4,0,0.178,0.119,25,462,4413.5,309,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,77,4,5,0.385,1.131,0.554,0.747,0.94,1,415,308,0.725,82.2,1369.7,0,0,0,0,0,20,0,0,2,0.146,0.34,0.124,25,512,4699.5,309,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,78,4,5,0.37,1.15,0.529,0.759,0.943,1,435,362,0.809,84.7,1438.6,0,0,0,0,125,0,100,1,0,0.075,0.193,0.148,25,532,5007.5,362,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,79,4,4,0.357,1.163,0.5,0.772,0.946,1,460,420,0.908,86,1479.4,0,0,0,0,0,5,0,0,1,0,0,0.046,25,657,5369.5,420,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,80,4,4,0.351,1.181,0.495,0.763,0.935,1,465,376,0.752,79.6,1475,0,0,0,0,0,70,0,0,1,0,0.012,0.129,30,662,5789.5,420,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,81,4,4,0.321,1.221,0.43,0.71,0.944,1,535,429,0.732,79.4,1513.8,0,0,0,0,0,102,0,0,2,0,0.175,0.133,30,732,6165.5,429,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,82,4,4,0.315,1.234,0.377,0.738,0.934,1,637,403,0.633,71.1,1485.4,0,0,0,0,0,0,0,0,0,0.214,0.413,0.136,42,834,6594.5,429,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
21,Ethanolamines ,83,4,4,0.315,1.234,0.377,0.738,0.934,1,637,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.214,0.413,0,42,834,6997.5,429,-99.9,-99.9,-99.9,2,0,0,0,0,0,0,-99.9,0.06
22,Ethylene Glycol,56,-99.9,0,-99.9,0,0,0,0,0,0,1020.7,0,86.4,671.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6388.2,1020.7,-99.9,-99.9,-99.9,12,0,61,30,0,1,0,-99.9,0.14
22,Ethylene Glycol,57,-99.9,0,-99.9,0,0,0,0,0,0,1199.9,0,83.7,683.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7408.9,1199.9,-99.9,-99.9,-99.9,12,6,61,30,0,2,1,-99.9,0.14
22,Ethylene Glycol,58,-99.9,0,-99.9,0,0,0,0,0,0,1145.5,0,75.2,680.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8608.8,1199.9,-99.9,-99.9,-99.9,12,1,67,36,0,3,4,-99.9,0.14
22,Ethylene Glycol,59,-99.9,0,-99.9,0,0,0,0,0,0,1214.6,0,81.9,721.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9754.3,1214.6,-99.9,-99.9,-99.9,12,2,68,37,0,3,6,-99.9,0.14
22,Ethylene Glycol,60,9,11,0.247,1.727,0.426,0.625,0.727,0.813,1760,1297.3,0.737,80.2,737.2,0,0,0,0,0,0,0,0,0,0.16,0.254,0.09,25,1760,10968.9,1297.3,1.025,10.247,97.8,12,1,70,39,1,5,6,0.532,0.14
22,Ethylene Glycol,61,9,11,0.247,1.727,0.426,0.625,0.727,0.813,1760,1183.3,0.654,77.4,756.6,1,100,0,0,100,0,0,1,0,0.16,0.254,0.078,25,1760,12266.2,1297.3,1.059,10.848,98,12,4,71,40,1,6,6,0.691,0.14
22,Ethylene Glycol,62,10,12,0.224,1.844,0.403,0.591,0.688,0.769,1860,1433.9,0.741,81.6,800.3,1,10,0,0,125,25,0,2,2,0.16,0.23,0.122,25,1860,13449.5,1433.9,0.861,9.337,97.7,12,2,75,44,1,6,6,0.672,0.14
22,Ethylene Glycol,63,11,14,0.239,1.826,0.43,0.604,0.694,0.769,2010,1659.6,0.808,83.5,832.5,0,0,0,0,75,15,0,1,1,0.081,0.208,0.131,10,2010,14883.4,1659.6,0.967,9.043,97.7,12,2,77,46,2,8,7,0.644,0.14
22,Ethylene Glycol,64,11,15,0.238,1.813,0.419,0.621,0.707,0.779,2100,1814.6,0.864,85.6,876.4,0,0,0,0,0,0,0,0,0,0.007,0.132,0.13,10,2100,16543,1814.6,1.013,9.152,97.4,12,1,79,48,2,8,7,0.663,0.14
22,Ethylene Glycol,65,11,15,0.238,1.813,0.419,0.621,0.707,0.779,2100,1797.9,0.817,89.6,929.3,0,0,0,0,0,200,0,0,2,0.007,0.132,0.095,10,2100,18357.6,1814.6,0.951,8.697,98.6,12,1,80,49,2,9,8,0.666,0.14
22,Ethylene Glycol,66,11,15,0.218,1.848,0.383,0.567,0.724,0.789,2300,2081.2,0.894,91.1,984.8,1,50,0,0,50,30,25,1,1,0,0.103,0.079,10,2300,20155.5,2081.2,0.936,8.15,100.8,12,2,81,50,3,10,13,0.601,0.14
22,Ethylene Glycol,67,12,15,0.208,1.915,0.374,0.554,0.707,0.771,2355,1988.8,0.817,86.9,1011.4,0,0,0,0,0,160,0,0,2,0.013,0.048,0.093,10,2380,22236.7,2081.2,0.925,7.538,102.9,12,3,83,52,4,12,17,0.656,0.14
22,Ethylene Glycol,68,12,15,0.212,1.906,0.386,0.555,0.698,0.769,2515,2042.8,0.786,87.2,1058.1,1,100,1,150,100,235,165,1,3,0.082,0.125,0.088,10,2540,24225.5,2081.2,0.889,6.699,104,12,5,86,55,5,16,18,0.797,0.14
22,Ethylene Glycol,69,12,15,0.207,1.906,0.361,0.575,0.709,0.777,2685,2570.9,0.858,86.3,1087.6,2,520,0,0,520,100,0,2,1,0,0.033,0.135,10,2875,26268.3,2570.9,0.956,6.398,106.1,12,8,91,60,5,21,26,0.753,0.14
22,Ethylene Glycol,70,14,17,0.161,2.137,0.293,0.498,0.607,0.691,3305,3037.5,0.931,79.5,1085.6,0,0,0,0,5,0,90,1,0,0,0.033,0.139,10,3495,28839.2,3037.5,1.033,6.619,110.6,12,12,99,68,6,22,34,0.727,0.14
22,Ethylene Glycol,71,14,18,0.153,2.162,0.273,0.483,0.595,0.682,3220,3070,0.898,78.5,1122.4,0,0,0,0,400,0,0,1,0,0,0.034,0.12,5,3500,31876.7,3070,0.966,6.392,116.3,12,7,111,80,7,25,42,0.857,0.14
22,Ethylene Glycol,72,14,19,0.139,2.209,0.243,0.43,0.564,0.663,3620,3761.1,0.916,83.5,1185.9,0,0,1,35,0,1330,355,0,6,0,0,0.11,5,3900,34946.7,3761.1,0.935,5.977,119.4,12,7,118,87,10,28,52,0.828,0.14
22,Ethylene Glycol,73,13,18,0.214,1.937,0.403,0.551,0.659,0.738,4595,3278,0.73,87.6,1254.3,0,0,1,35,0,0,210,0,0,0.086,0.221,0.163,5,5230,38707.8,3761.1,1.143,-99.9,128,12,14,125,94,10,30,65,0.863,0.14
22,Ethylene Glycol,74,12,16,0.219,1.903,0.41,0.544,0.658,0.74,4385,3341,0.762,83.7,1246.3,0,0,0,0,0,0,0,0,0,0.023,0.096,0.146,10,5230,41985.8,3761.1,-99.9,-99.9,164,12,24,139,108,10,31,79,-99.9,0.14
22,Ethylene Glycol,75,12,16,0.219,1.903,0.41,0.544,0.658,0.74,4385,3809,0.864,72.9,1231.6,0,0,0,0,0,120,70,0,2,0.022,0.095,0.154,10,5230,45326.8,3809,-99.9,-99.9,-99.9,12,13,163,132,12,33,94,-99.9,0.14
22,Ethylene Glycol,76,12,16,0.214,1.923,0.406,0.538,0.651,0.725,4435,3335,0.696,79.6,1298.2,0,0,0,0,0,875,155,0,6,0.037,0.126,0.129,10,5350,49135.8,3809,-99.9,-99.9,-99.9,12,24,176,145,0,0,0,-99.9,0.14
22,Ethylene Glycol,77,11,15,0.206,1.947,0.393,0.536,0.633,0.73,5155,3675,0.661,82.2,1369.7,0,0,0,0,0,810,0,0,2,0.211,0.286,0.117,50,6225,52470.8,3809,-99.9,-99.9,-99.9,12,31,200,169,0,0,0,-99.9,0.14
22,Ethylene Glycol,78,11,15,0.252,1.819,0.457,0.599,0.683,0.767,5965,3904,0.691,84.7,1438.6,0,0,0,0,0,140,770,0,4,0.319,0.487,0.117,50,7035,56145.8,3904,-99.9,-99.9,-99.9,12,27,231,200,0,0,0,-99.9,0.14
22,Ethylene Glycol,79,11,14,0.274,1.779,0.487,0.609,0.703,0.765,5335,4729,0.88,86,1479.4,0,0,0,0,0,200,120,0,1,0.011,0.053,0.14,50,7175,60049.8,4729,-99.9,-99.9,-99.9,12,36,258,227,0,0,0,-99.9,0.14
22,Ethylene Glycol,80,11,14,0.266,1.808,0.48,0.592,0.684,0.747,5415,4386,0.813,79.6,1475,0,0,0,0,0,0,35,0,0,0,0.095,0.117,50,7375,64778.8,4729,-99.9,-99.9,-99.9,12,35,294,263,0,0,0,-99.9,0.14
22,Ethylene Glycol,81,11,14,0.265,1.807,0.479,0.591,0.684,0.747,5380,4143,0.753,79.4,1513.8,0,0,1,180,0,425,180,0,4,0,0.095,0.131,40,7375,69164.8,4729,-99.9,-99.9,-99.9,12,36,329,298,0,0,0,-99.9,0.14
22,Ethylene Glycol,82,10,13,0.3,1.679,0.516,0.623,0.712,0.774,5625,4295,0.726,71.1,1485.4,0,0,0,0,400,175,0,1,3,0.052,0.185,0.13,40,7800,73307.8,4729,-99.9,-99.9,-99.9,12,39,365,334,0,0,0,-99.9,0.14
22,Ethylene Glycol,83,11,14,0.256,1.83,0.468,0.582,0.671,0.735,6200,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.162,0.307,0,40,8375,77602.8,4729,-99.9,-99.9,-99.9,12,54,404,373,0,0,0,-99.9,0.14
24,Formaldehyde,58,-99.9,0,-99.9,0,0,0,0,0,0,1358.4,0,75.2,680.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15948.8,1398.2,-99.9,-99.9,-99.9,2,10,161,98,1,0,5,-99.9,0.59
24,Formaldehyde,59,-99.9,0,-99.9,0,0,0,0,0,0,1750.2,0,81.9,721.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17307.2,1750.2,-99.9,-99.9,-99.9,2,10,171,108,1,3,13,-99.9,0.59
24,Formaldehyde,60,-99.9,0,-99.9,0,0,0,0,0,0,1993.8,0,80.2,737.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19057.4,1993.8,-99.9,-99.9,-99.9,2,7,181,118,2,7,14,0.34,0.59
24,Formaldehyde,61,-99.9,0,-99.9,0,0,0,0,0,0,2052.4,0,77.4,756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21051.2,2052.4,-99.9,-99.9,-99.9,2,6,188,125,4,9,29,0.352,0.59
24,Formaldehyde,62,15,29,0.114,2.405,0.233,0.364,0.48,0.568,2665,2398.1,0.892,81.6,800.3,0,0,1,36,45,0,40,1,0,0,0.101,0.106,10,2665,23103.6,2398.1,0.969,3.171,97.7,2,10,194,131,5,9,43,0.348,0.59
24,Formaldehyde,63,14,30,0.114,2.373,0.229,0.358,0.472,0.559,2710,2537.2,0.935,83.5,832.5,1,20,1,15,20,4,19,1,1,0,0.047,0.066,10,2710,25501.7,2537.2,0.954,3.019,97.7,2,17,204,141,5,10,54,0.363,0.59
24,Formaldehyde,64,14,30,0.114,2.378,0.228,0.357,0.471,0.558,2715,2839.9,0.977,85.6,876.4,0,0,0,0,45,336,0,1,5,0,0,0.062,10,2730,28038.9,2839.9,0.867,2.62,97.4,2,17,221,158,5,10,76,0.376,0.59
24,Formaldehyde,65,14,31,0.118,2.338,0.2,0.368,0.512,0.612,3096,3106.6,0.948,89.6,929.3,0,0,0,0,250,162,87,4,3,0,0,0.046,10,3020,30878.8,3106.6,0.969,2.54,98.6,2,16,238,175,6,10,85,0.383,0.59
24,Formaldehyde,66,14,35,0.113,2.359,0.179,0.358,0.498,0.588,3461,3712.6,0.981,91.1,984.8,1,100,0,0,320,375,47,4,8,0,0,0.058,10,3385,33985.4,3712.6,1.064,2.699,100.8,2,9,254,191,8,11,97,0.366,0.59
24,Formaldehyde,67,15,39,0.116,2.369,0.187,0.366,0.516,0.594,4109,3707.1,0.853,86.9,1011.4,0,0,0,0,50,495,66,1,7,0,0.067,0.081,10,4014,37698,3712.6,0.965,2.609,102.9,2,17,263,200,10,11,105,0.348,0.59
24,Formaldehyde,68,15,40,0.12,2.362,0.219,0.378,0.529,0.616,4588,4304.6,0.891,87.2,1058.1,0,0,0,0,200,350,66,1,5,0,0.03,0.087,10,4493,41405.1,4304.6,0.944,2.46,104,2,22,280,217,11,12,113,0.352,0.59
24,Formaldehyde,69,15,41,0.122,2.346,0.198,0.373,0.546,0.625,5072,4397.8,0.84,86.3,1087.6,1,150,0,0,150,426,245,1,7,0,0.094,0.098,10,4873,45709.7,4397.8,0.939,2.309,106.1,2,8,302,239,11,13,119,0.365,0.59
24,Formaldehyde,70,16,41,0.117,2.399,0.204,0.369,0.532,0.606,5403,4426.9,0.743,79.5,1085.6,1,70,0,0,550,720,230,6,9,0.032,0.132,0.077,10,5279,50107.5,4426.9,1.035,2.38,110.6,2,5,310,247,11,13,135,0.312,0.59
24,Formaldehyde,71,17,47,0.12,2.392,0.216,0.377,0.529,0.614,6513,4521.6,0.673,78.5,1122.4,0,0,0,0,720,40,195,6,2,0.244,0.366,0.073,10,6409,54534.4,4521.6,0.932,2.221,116.3,2,6,315,252,11,14,155,0.302,0.59
24,Formaldehyde,72,17,50,0.116,2.395,0.203,0.366,0.509,0.6,6928,5651.8,0.777,83.5,1185.9,1,95,0,0,465,345,125,4,3,0.076,0.221,0.117,10,7139,59056,5651.8,0.865,1.931,119.4,2,15,321,258,11,16,169,0.322,0.59
24,Formaldehyde,73,18,53,0.117,2.406,0.184,0.355,0.521,0.607,7613,6424,0.83,87.6,1254.3,0,0,0,0,110,150,10,1,2,0.067,0.177,0.114,10,7949,64707.8,6424,0.965,-99.9,128,2,23,336,273,11,18,183,0.431,0.59
24,Formaldehyde,74,18,53,0.117,2.399,0.191,0.357,0.517,0.606,7863,5764,0.706,83.7,1246.3,0,0,0,0,0,726,125,0,24,0.088,0.218,0.152,25,8209,71131.8,6424,1.469,-99.9,164,2,14,359,296,12,20,204,0.462,0.59
24,Formaldehyde,75,18,52,0.123,2.355,0.205,0.37,0.527,0.624,8464,4558,0.534,72.9,1231.6,0,0,0,0,140,70,75,1,1,0.175,0.315,0.211,25,8935,76895.8,6424,-99.9,-99.9,-99.9,2,26,373,310,13,25,216,-99.9,0.59
24,Formaldehyde,76,18,53,0.121,2.36,0.202,0.364,0.519,0.619,8599,5449,0.622,79.6,1298.2,0,0,0,0,250,60,0,1,1,0.205,0.333,0.192,25,9145,81453.8,6424,-99.9,-99.9,-99.9,2,25,399,336,0,0,0,-99.9,0.59
24,Formaldehyde,77,18,54,0.124,2.343,0.195,0.371,0.529,0.632,8909,6046,0.679,82.2,1369.7,0,0,2,145,100,50,155,1,4,0.248,0.381,0.187,25,9455,86902.8,6424,-99.9,-99.9,-99.9,2,31,424,361,0,0,0,-99.9,0.59
24,Formaldehyde,78,16,53,0.127,2.287,0.195,0.372,0.534,0.648,8904,6381,0.711,84.7,1438.6,0,0,0,0,70,70,0,1,2,0.242,0.385,0.174,30,9605,92948.8,6424,-99.9,-99.9,-99.9,2,31,455,392,0,0,0,-99.9,0.59
24,Formaldehyde,79,16,54,0.126,2.295,0.192,0.366,0.528,0.646,9044,5971,0.676,86,1479.4,0,0,1,310,0,55,475,0,1,0.261,0.407,0.109,30,9745,99329.8,6424,-99.9,-99.9,-99.9,2,31,486,423,0,0,0,-99.9,0.59
24,Formaldehyde,80,15,51,0.136,2.209,0.201,0.384,0.554,0.675,8624,5555,0.644,79.6,1475,0,0,1,95,100,0,95,1,0,0.191,0.329,0.089,45,9800,105300.8,6424,-99.9,-99.9,-99.9,2,42,517,454,0,0,0,-99.9,0.59
24,Formaldehyde,81,14,51,0.136,2.194,0.201,0.383,0.554,0.675,8629,5721,0.653,79.4,1513.8,0,0,0,0,100,316,150,1,3,0.205,0.329,0.064,45,9900,110855.8,6424,-99.9,-99.9,-99.9,2,59,559,496,0,0,0,-99.9,0.59
24,Formaldehyde,82,14,51,0.143,2.167,0.229,0.406,0.571,0.698,8895,4691,0.541,71.1,1485.4,0,0,2,305,0,0,456,0,0,0.242,0.379,0.086,45,10316,116576.8,6424,-99.9,-99.9,-99.9,2,44,618,555,0,0,0,-99.9,0.59
24,Formaldehyde,83,12,48,0.154,2.061,0.241,0.427,0.601,0.728,8439,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.174,0.292,0,32,10316,121267.8,6424,-99.9,-99.9,-99.9,2,41,662,599,0,0,0,-99.9,0.59
25,Hydrofluoric Acid,58,-99.9,0,-99.9,0,0,0,0,0,0,117.7,0,75.2,680.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.6,149.4,-99.9,-99.9,-99.9,3,3,70,38,0,0,6,-99.9,0.18
25,Hydrofluoric Acid,59,-99.9,0,-99.9,0,0,0,0,0,0,147.5,0,81.9,721.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.3,149.4,-99.9,-99.9,-99.9,3,3,73,41,0,1,9,-99.9,0.18
25,Hydrofluoric Acid,60,-99.9,0,-99.9,0,0,0,0,0,0,169.4,0,80.2,737.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.8,169.4,-99.9,-99.9,-99.9,3,10,76,44,0,5,11,-99.9,0.18
25,Hydrofluoric Acid,61,-99.9,0,-99.9,0,0,0,0,0,0,190.3,0,77.4,756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902.2,190.3,-99.9,-99.9,-99.9,3,7,86,54,0,7,13,-99.9,0.18
25,Hydrofluoric Acid,62,10,12,0.137,2.132,0.241,0.403,0.532,0.648,216,166.5,0.759,81.6,800.3,0,0,0,0,7,0,0,1,0,0,0.084,0.16,6,216,2092.5,190.3,0.923,14.225,97.7,3,9,93,61,2,10,15,0.541,0.18
25,Hydrofluoric Acid,63,10,13,0.144,2.108,0.265,0.422,0.547,0.659,223,188.4,0.775,83.5,832.5,0,0,0,0,35,5,0,1,1,0.033,0.121,0.13,6,223,2259,190.3,0.978,13.915,97.7,3,2,102,70,2,12,20,0.459,0.18
25,Hydrofluoric Acid,64,10,14,0.159,2.04,0.243,0.483,0.616,0.711,263,197.3,0.736,85.6,876.4,0,0,0,0,0,23,13,0,3,0.182,0.319,0.119,6,263,2447.4,197.3,0.96,13.356,97.4,3,8,104,72,3,13,23,0.472,0.18
25,Hydrofluoric Acid,65,10,14,0.161,2.027,0.245,0.484,0.63,0.722,273,226.2,0.805,89.6,929.3,0,0,0,0,0,16,0,0,3,0.032,0.124,0.125,6,286,2644.7,226.2,1.021,13.64,98.6,3,11,112,80,3,14,31,0.492,0.18
25,Hydrofluoric Acid,66,10,14,0.157,2.043,0.249,0.474,0.612,0.699,289,267.2,0.925,91.1,984.8,0,0,0,0,0,0,0,0,0,0,0.071,0.057,6,302,2870.9,267.2,0.978,13.343,100.8,3,4,123,91,6,15,35,0.471,0.18
25,Hydrofluoric Acid,67,10,14,0.157,2.043,0.249,0.474,0.612,0.699,289,272.8,0.933,86.9,1011.4,0,0,0,0,0,7,0,0,1,0,0.059,0.077,6,302,3138.1,272.8,1.021,13.626,102.9,3,14,127,95,6,16,36,0.516,0.18
25,Hydrofluoric Acid,68,10,14,0.153,2.057,0.243,0.463,0.598,0.682,296,301.8,0.926,87.2,1058.1,0,0,1,40,40,60,40,1,6,0,0,0.069,6,309,3410.9,301.8,1.047,14.253,104,3,2,141,109,6,19,38,0.487,0.18
25,Hydrofluoric Acid,69,9,14,0.197,1.861,0.315,0.567,0.694,0.778,356,327.3,0.919,86.3,1087.6,0,0,0,0,0,0,0,0,0,0,0.046,0.066,11,409,3712.7,327.3,1.023,14.585,106.1,3,1,143,111,7,22,42,0.499,0.18
25,Hydrofluoric Acid,70,9,14,0.197,1.861,0.315,0.567,0.694,0.778,356,324.9,0.913,79.5,1085.6,0,0,0,0,0,0,0,0,0,0,0.046,0.053,11,409,4040,327.3,1.103,16.087,110.6,3,5,144,112,7,24,48,0.496,0.18
25,Hydrofluoric Acid,71,9,14,0.197,1.861,0.315,0.567,0.694,0.778,356,334.1,0.905,78.5,1122.4,0,0,0,0,18,20,12,1,1,0,0.045,0.052,11,409,4364.9,334.1,1.052,16.912,116.3,3,9,149,117,7,27,55,0.453,0.18
25,Hydrofluoric Acid,72,9,14,0.183,1.902,0.293,0.529,0.66,0.777,382,352.1,0.91,83.5,1185.9,0,0,0,0,0,25,15,0,1,0,0.051,0.039,11,447,4699,352.1,0.939,15.895,119.4,3,7,158,126,7,29,67,0.52,0.18
25,Hydrofluoric Acid,73,9,13,0.186,1.889,0.286,0.541,0.668,0.783,392,365.5,0.921,87.6,1254.3,0,0,0,0,0,10,0,0,1,0,0.068,0.026,11,472,5051.1,365.5,1.167,-99.9,128,3,16,165,133,7,31,75,-99.9,0.18
25,Hydrofluoric Acid,74,9,13,0.183,1.894,0.279,0.527,0.664,0.789,402,356.4,0.901,83.7,1246.3,0,0,1,13,0,0,13,0,0,0,0.096,0.034,11,482,5416.6,365.5,-99.9,-99.9,164,3,11,181,149,8,34,80,-99.9,0.18
25,Hydrofluoric Acid,75,8,12,0.195,1.81,0.288,0.545,0.686,0.815,389,313.4,0.806,72.9,1231.6,0,0,0,0,0,0,0,0,0,0,0.027,0.079,11,482,5773,365.5,-99.9,-99.9,-99.9,3,7,192,160,8,39,83,-99.9,0.18
25,Hydrofluoric Acid,76,8,12,0.195,1.81,0.288,0.545,0.686,0.815,389,287.5,0.734,79.6,1298.2,0,0,0,0,0,10,5,0,2,0,0.027,0.069,11,482,6086.4,365.5,-99.9,-99.9,-99.9,3,8,199,167,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,77,8,12,0.197,1.802,0.297,0.551,0.69,0.817,394,264,0.717,82.2,1369.7,0,0,0,0,0,0,52,0,0,0,0.055,0.039,11,492,6373.9,365.5,-99.9,-99.9,-99.9,3,15,207,175,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,78,8,11,0.176,1.871,0.263,0.482,0.643,0.789,342,279.9,0.915,84.7,1438.6,0,0,2,68,0,0,72,0,0,0,0,0.08,10,492,6637.9,365.5,-99.9,-99.9,-99.9,3,11,222,190,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,79,6,9,0.235,1.576,0.319,0.596,0.8,0.893,270,268,1.017,86,1479.4,0,0,0,0,0,0,13,0,0,0,0,0.067,8,492,6917.8,365.5,-99.9,-99.9,-99.9,3,12,233,201,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,80,6,9,0.243,1.558,0.335,0.626,0.802,0.899,257,256,0.996,79.6,1475,0,0,0,0,0,0,0,0,0,0,0,0.061,8,492,7185.8,365.5,-99.9,-99.9,-99.9,3,10,245,213,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,81,6,9,0.243,1.558,0.335,0.626,0.802,0.899,257,256,0.996,79.4,1513.8,0,0,0,0,0,0,0,0,0,0,0,0.049,8,492,7441.8,365.5,-99.9,-99.9,-99.9,3,22,255,223,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,82,6,9,0.243,1.558,0.335,0.626,0.802,0.899,257,200,0.781,71.1,1485.4,0,0,0,0,0,0,2,0,0,0,0,0.097,8,492,7697.8,365.5,-99.9,-99.9,-99.9,3,13,277,245,0,0,0,-99.9,0.18
25,Hydrofluoric Acid,83,6,9,0.243,1.555,0.333,0.627,0.804,0.902,255,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,492,7897.8,365.5,-99.9,-99.9,-99.9,3,18,290,258,0,0,0,-99.9,0.18
26,Isopropyl Alcohol,60,-99.9,0,-99.9,0,0,0,0,0,0,1179.9,0,80.2,737.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17126.4,1179.9,-99.9,-99.9,-99.9,8,4,102,74,0,3,1,-99.9,-99.9
26,Isopropyl Alcohol,61,-99.9,0,-99.9,0,0,0,0,0,0,1188.7,0,77.4,756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18306.3,1188.7,-99.9,-99.9,-99.9,8,0,106,78,1,5,4,-99.9,-99.9
26,Isopropyl Alcohol,62,-99.9,0,-99.9,0,0,0,0,0,0,1325.6,0,81.6,800.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19495,1325.6,-99.9,-99.9,-99.9,8,7,106,78,1,6,5,-99.9,-99.9
26,Isopropyl Alcohol,63,-99.9,0,-99.9,0,0,0,0,0,0,1465.5,0,83.5,832.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20820.6,1465.5,-99.9,-99.9,-99.9,8,3,113,85,1,8,5,0.37,-99.9
