series,pubCohort,wgDum,rfcDum,filesize,n_author,n_affil,usAuth,forAuth,n_com,n_edu,n_gov,n_net,n_org,priorwgc,rfcKeyCnt,patCites,rfcCites,rfcPages,pubCites,backCites,stBackCites,nsBackCites,cumWgOrg2,techarea,cummsgs,ttlmsg1yr,ttlusr1yr,ttlafl1yr,areaCumUsrs,areaCumAfls,areaUsrGrowth,areaAflGrowth,cummsgs_all,age,exiType,exprfc,inforfc,strfc,nsrfc
2293,2001,0,0,14043,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",2078,721,202,179,17082,14022,3429,2504,2337,1,2,0,0,0,0
2294,2002,0,0,43209,1,1,1,0,1,0,0,0,0,0,66,0,0,,0,,,,128,"none",210,210,15,13,19453,15889,4043,3001,229,2,2,0,0,0,0
2295,2002,0,0,36132,1,1,1,0,1,0,0,0,0,0,34,0,0,,0,,,,128,"none",541,541,31,25,19836,16169,3981,2967,570,1,2,0,0,0,0
2296,2002,0,0,23618,1,1,1,0,1,0,0,0,0,0,22,0,0,,0,,,,128,"none",210,210,15,13,19453,15889,4043,3001,229,1,2,0,0,0,0
2297,2003,0,0,69117,4,2,1,0,0,0,1,0,0,1,9,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2298,2003,0,0,128633,1,1,1,0,0,0,0,1,0,0,22,0,0,,0,,,,120,"none",301,301,86,73,995,905,282,259,334,2,2,0,0,0,0
2300,2005,0,0,5690,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
2301,2001,0,0,17467,2,2,1,0,2,0,0,0,0,1,0,0,0,,0,,,,141,"none",211,211,70,57,18637,16594,2188,1981,253,1,2,0,0,0,0
2302,2002,0,0,14577,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,128,"none",3488,751,187,106,19091,15192,5225,3955,4006,3,2,0,0,0,0
2303,2000,0,0,3838,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2304,2004,0,0,15305,3,3,1,1,3,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,5,2,0,0,0,0
2305,2002,0,0,102632,3,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2306,2001,0,0,41384,3,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,141,"none",7079,2918,498,324,15585,12995,3022,2284,8429,1,2,0,0,0,0
2307,2000,0,0,35032,4,4,1,1,3,1,0,0,0,0,2,0,0,,0,,,,129,"none",4012,1596,480,318,12263,10484,2208,1804,4951,4,2,0,0,0,0
2308,2002,0,0,26905,2,2,1,1,1,0,0,1,0,0,39,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2309,1998,0,0,54630,3,3,1,0,1,0,0,0,1,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
2310,2002,0,0,35570,1,1,0,1,0,0,0,1,0,0,41,0,0,,0,,,,128,"none",183,183,29,28,23243,18785,4155,3179,204,1,2,0,0,0,0
2311,2005,0,0,24299,1,1,0,1,1,0,0,0,0,0,11,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
2312,2005,0,1,43167,1,1,0,1,1,0,0,0,0,0,7,0,2,58,0,23,18,5,116,"none",,,,,,,,,,10,3,0,1,0,1
2313,2004,0,0,28198,1,1,0,1,1,0,0,0,0,0,5,0,0,,0,,,,116,"none",16051,5,2,2,13173,11713,1086,982,17906,6,2,0,0,0,0
2314,2004,0,0,34567,1,1,0,1,1,0,0,0,0,0,21,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
2315,2004,0,0,22062,1,1,0,1,1,0,0,0,0,0,3,0,0,,0,,,,116,"none",4475,5,3,3,16580,14364,1085,981,4987,1,2,0,0,0,0
2316,2005,0,0,33202,1,1,1,0,1,0,0,0,0,0,14,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
2317,1994,0,0,44291,3,2,0,1,1,1,0,0,0,0,0,0,0,,0,,,,35,"none",,,,,,,,,,1,2,0,0,0,0
2319,2001,0,0,7805,2,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,141,"none",673,561,206,184,15171,12675,2935,2200,728,1,2,0,0,0,0
2320,2001,0,0,7979,2,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",527,299,117,109,11984,10487,1185,1047,609,1,2,0,0,0,0
2321,2001,0,0,56575,2,1,1,0,1,0,0,0,0,1,64,0,0,,0,,,,141,"none",7825,999,379,307,10293,8163,3895,2947,11789,2,2,0,0,0,0
2322,2002,0,0,27495,3,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2323,1994,0,1,1795,3,3,1,0,2,1,0,0,0,1,0,0,1,3,0,0,0,0,35,"none",,,,,,,,,,1,3,0,1,0,1
2325,2001,0,0,30353,6,2,1,0,0,0,0,1,1,1,0,0,0,,0,,,,141,"none",72,72,16,16,19478,17334,2550,2283,93,2,2,0,0,0,0
2326,2001,0,1,12793,2,2,1,0,1,0,0,1,0,1,0,2,2,20,1,8,8,0,141,"none",405,272,68,62,19691,17516,2510,2236,464,7,4,0,0,1,0
2327,2002,0,0,40189,2,2,1,0,1,0,1,0,0,1,9,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
2328,2002,0,0,18252,1,1,1,0,0,0,0,1,0,0,9,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2329,2001,0,0,26908,1,1,1,0,0,0,0,1,0,0,12,0,0,,0,,,,141,"none",11638,1409,502,395,9007,7938,1801,1610,12999,1,2,0,0,0,0
2330,2001,0,0,23514,1,1,1,0,0,0,0,1,0,0,15,0,0,,0,,,,141,"none",11638,1409,502,395,9007,7938,1801,1610,12999,1,2,0,0,0,0
2331,2001,0,0,22014,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
2332,2001,0,0,12319,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
2333,2001,0,0,22474,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,141,"none",174,0,0,0,8268,6296,2617,1946,214,1,2,0,0,0,0
2334,2002,0,0,11738,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,128,"none",16770,3983,633,474,18477,14931,3550,2682,18438,1,2,0,0,0,0
2335,2002,0,0,22078,1,1,0,1,1,0,0,0,0,0,14,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2336,2000,0,0,43717,6,6,1,1,5,0,0,0,1,0,7,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2337,2000,0,0,29319,6,6,1,1,5,0,0,0,1,0,7,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2339,1997,0,1,25436,3,2,1,0,2,0,0,0,0,0,0,1,1,24,1,1,1,0,81,"none",,,,,,,,,,4,3,0,1,0,1
2340,1997,0,0,11298,4,3,1,0,2,1,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2341,2004,0,0,12800,1,1,0,1,1,0,0,0,0,0,6,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
2342,2003,0,0,16786,2,2,0,1,2,0,0,0,0,0,0,0,0,,0,,,,120,"none",9864,895,309,268,19929,15490,3221,2558,14214,1,2,0,0,0,0
2343,2005,0,0,20898,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
2344,2002,0,0,15407,3,3,1,1,2,1,0,0,0,0,5,0,0,,0,,,,128,"none",3377,748,224,162,17422,13740,5328,3948,4402,1,2,0,0,0,0
2345,2002,0,0,15507,3,3,1,1,3,0,0,0,0,0,2,0,0,,0,,,,128,"none",2415,2050,512,348,18793,14904,4960,3733,2665,1,2,0,0,0,0
2346,2003,0,0,33353,3,3,1,1,3,0,0,0,0,0,8,0,0,,0,,,,120,"none",3687,2417,529,355,20986,16645,4409,3448,4035,1,2,0,0,0,0
2347,2003,0,0,26996,2,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2348,2003,0,0,19042,3,3,1,1,3,0,0,0,0,0,9,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2349,2002,0,0,119226,2,2,1,0,2,0,0,0,0,0,109,0,0,,0,,,,128,"none",2448,1623,428,265,11162,8513,2434,1857,2680,1,2,0,0,0,0
2350,2005,0,0,18706,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
2351,2005,0,0,18744,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
2352,2000,0,0,33760,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
2353,2002,0,0,48087,2,1,0,1,1,0,0,0,0,0,7,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2354,1997,0,0,34781,3,2,1,0,0,1,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2355,1998,0,0,13807,1,1,0,1,0,0,0,0,0,0,16,0,0,,0,,,,101,"none",6839,523,153,126,11656,10379,2530,2235,7385,1,2,0,0,0,0
2356,2002,0,0,13358,1,1,0,1,0,0,0,0,0,0,2,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2357,2003,0,0,36597,2,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,120,"none",280,59,28,24,25643,20738,3841,3096,342,5,2,0,0,0,0
2358,2002,0,0,43856,4,3,0,1,0,2,0,0,0,0,0,0,0,,0,,,,128,"none",78,78,27,24,19441,15878,4031,2990,93,6,2,0,0,0,0
2359,2003,0,0,40940,2,2,0,1,0,2,0,0,0,0,24,0,0,,0,,,,120,"none",260,43,22,19,25351,20498,3979,3187,316,3,2,0,0,0,0
2360,2001,0,0,45551,1,1,1,0,1,0,0,0,0,0,50,0,0,,0,,,,141,"none",2498,250,135,117,11301,9196,3368,2625,3254,1,2,0,0,0,0
2361,2002,0,0,33357,1,1,1,0,1,0,0,0,0,0,20,0,0,,0,,,,128,"none",1973,1853,486,326,18008,14286,5066,3784,2197,1,2,0,0,0,0
2362,2003,0,0,26471,1,1,0,1,1,0,0,0,0,0,3,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2363,2003,0,0,101920,1,1,1,0,1,0,0,0,0,0,7,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2364,2004,0,0,71663,2,2,1,0,0,2,0,0,0,1,9,0,0,,0,,,,116,"none",,,,,,,,,,4,1,0,0,0,0
2366,1998,0,0,13320,2,2,1,1,1,0,0,1,0,1,2,0,0,,0,,,,101,"none",,,,,,,,,,6,2,0,0,0,0
2367,2001,0,0,13961,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
2369,1993,0,1,2127,3,3,1,1,2,0,0,0,0,1,1.54806,1,4,16,0,1,1,0,20,"none",,,,,,,,,,2,4,0,0,1,0
2370,1995,0,0,31714,3,3,1,0,2,1,0,0,0,1,0,0,0,,0,,,,42,"none",,,,,,,,,,2,2,0,0,0,0
2371,1993,0,1,2000,3,3,1,1,2,0,0,0,0,1,0,0,0,6,0,2,2,0,20,"none",,,,,,,,,,1,3,0,1,0,1
2372,1995,0,0,10619,3,3,1,0,2,1,0,0,0,1,0,0,0,,0,,,,42,"none",,,,,,,,,,1,2,0,0,0,0
2373,2001,0,0,13596,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
2374,2003,0,0,16940,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2375,1999,0,0,12627,2,2,1,0,0,0,0,2,0,1,6,0,0,,0,,,,110,"none",,,,,,,,,,5,2,0,0,0,0
2376,2000,0,0,59825,6,6,1,1,7,0,0,0,0,0,3,0,0,,0,,,,129,"none",5973,2965,934,483,3450,2985,806,726,7373,1,2,0,0,0,0
2377,2005,0,0,22153,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
2378,1999,0,1,15004,3,2,1,1,1,1,0,0,0,0,6,2,4,9,8,3,2,1,110,"none",2942,237,62,54,6493,5375,1645,1332,3299,2,3,1,0,0,1
2379,2003,0,0,55941,6,6,1,1,6,0,0,0,0,0,2,0,0,,0,,,,120,"none",713,713,244,179,13693,10411,2741,2134,1200,2,2,0,0,0,0
2380,2002,0,0,16217,2,1,1,0,1,0,0,0,0,0,7,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2381,2004,0,0,66902,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,116,"none",,,,,,,,,,4,1,0,0,0,0
2382,2000,0,0,4633,1,1,0,1,0,0,0,0,0,0,17,0,0,,0,,,,129,"none",,,,,,,,,,3,2,0,0,0,0
2383,2000,0,0,12667,1,1,0,1,0,0,0,0,0,0,19,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
2384,1998,0,0,11561,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
2385,1999,0,0,28658,2,2,1,0,1,1,0,0,0,1,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
2386,1999,0,0,20576,3,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,110,"none",3436,2278,542,369,2750,2351,544,475,4119,4,2,0,0,0,0
2387,1998,0,0,17244,5,4,1,0,2,0,0,2,0,1,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
2388,1998,0,0,12713,2,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
2390,1996,0,0,13844,2,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,55,"none",,,,,,,,,,2,2,0,0,0,0
2391,2003,0,0,11537,2,2,1,0,2,0,0,0,0,0,7,0,0,,0,,,,120,"none",1843,244,115,102,13005,9823,2913,2227,2230,1,2,0,0,0,0
2392,2004,0,0,17514,2,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,116,"none",2204,206,107,97,16067,12213,1807,1445,2689,2,1,0,0,0,0
2393,2004,0,0,12569,1,1,0,1,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",4003,813,254,182,15390,11886,2003,1609,4386,1,2,0,0,0,0
2394,2004,0,0,35931,3,3,1,1,2,0,0,1,0,1,2,0,0,,0,,,,116,"none",4412,969,273,195,15631,12076,1767,1436,4823,2,2,0,0,0,0
2395,2000,0,0,69992,2,1,0,1,1,0,0,0,0,0,107,0,0,,0,,,,129,"none",5596,2783,905,459,3343,2895,752,685,6944,1,2,0,0,0,0
2396,2002,0,0,31100,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",16217,2274,696,468,8404,6998,2338,1839,19554,2,2,0,0,0,0
2397,2004,0,0,21542,1,1,0,1,1,0,0,0,0,1,38,0,0,,0,,,,116,"none",18289,850,275,204,11414,9398,1982,1587,21908,2,2,0,0,0,0
2398,2003,0,0,35753,1,1,0,1,1,0,0,0,0,1,4,0,0,,0,,,,120,"none",18285,1382,376,270,11151,9180,2154,1712,21904,1,2,0,0,0,0
2399,2003,0,0,27395,3,3,1,1,3,0,0,0,0,0,23,0,0,,0,,,,120,"none",18073,1674,420,296,10782,8898,2144,1711,21663,1,2,0,0,0,0
2400,2003,0,0,29624,1,1,1,0,1,0,0,0,0,0,11,0,0,,0,,,,120,"none",1120,1120,78,61,1743,1563,52,52,1152,1,2,0,0,0,0
2401,2004,0,0,11567,1,1,0,1,1,0,0,0,0,1,10,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
2402,2004,0,0,10939,1,1,0,1,1,0,0,0,0,1,6,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
2403,2000,0,0,18698,2,2,1,1,2,0,0,0,0,0,30,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2404,2003,0,0,27185,5,2,1,0,2,0,0,0,0,1,2,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2405,2000,0,0,18049,3,2,1,0,2,0,0,0,0,1,2,0,0,,0,,,,129,"none",110,110,42,35,8875,7353,2357,1944,143,3,2,0,0,0,0
2406,1999,0,0,18191,4,2,1,0,2,0,0,0,0,1,2,0,0,,0,,,,110,"none",11,11,5,5,6969,5770,1702,1381,11,1,2,0,0,0,0
2407,2001,0,0,31363,4,3,1,1,3,0,0,0,0,1,2,0,0,,0,,,,141,"none",161,111,50,40,10874,8932,2897,2324,204,1,2,0,0,0,0
2408,1997,0,0,23448,3,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2409,2001,0,0,11487,1,1,1,0,0,0,0,1,0,0,5,0,0,,0,,,,141,"none",,,,,,,,,,4,2,0,0,0,0
2410,2003,0,0,48209,1,1,0,0,0,0,0,0,0,0,24,0,0,,0,,,,120,"none",,,,,,,,,,3,2,0,0,0,0
2411,2003,0,0,38588,1,1,0,0,0,0,0,0,0,0,19,0,0,,0,,,,120,"none",,,,,,,,,,5,2,0,0,0,0
2412,2001,0,0,21789,5,4,1,1,2,0,0,1,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
2413,2000,0,0,15622,3,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,129,"none",545,267,113,93,4921,3806,1627,1116,707,2,2,0,0,0,0
2414,1999,0,0,22453,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",4330,2315,698,394,3016,2596,646,574,5259,1,2,0,0,0,0
2415,2000,0,0,65992,3,2,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2416,2000,0,0,39545,4,2,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",37,0,0,0,11713,10281,1138,1048,62,1,2,0,0,0,0
2417,2000,0,0,38148,4,2,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",37,0,0,0,11823,10379,1156,1060,62,1,2,0,0,0,0
2418,2003,0,0,20995,1,1,1,0,0,0,0,0,1,0,3,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
2420,2005,0,0,30453,1,1,1,0,1,0,0,0,0,0,32,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
2421,1997,0,0,92077,2,1,1,0,1,0,0,0,0,0,45,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2422,1997,0,0,58378,4,4,1,1,4,0,0,0,0,0,5,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2423,1999,0,0,23436,5,5,1,1,5,0,0,0,0,0,24,0,0,,0,,,,110,"none",2813,1830,434,311,2591,2210,448,393,3388,1,2,0,0,0,0
2424,2001,0,0,38680,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
2425,1998,0,0,15452,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
2426,2001,0,0,9579,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
2427,1999,0,0,6837,1,1,1,0,1,0,0,0,0,1,5,0,0,,0,,,,110,"none",,,,,,,,,,4,2,0,0,0,0
2428,2004,0,0,10013,2,2,1,0,1,0,0,0,1,1,0,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
2429,2003,0,0,54273,1,1,1,0,1,0,0,0,0,1,21,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
2430,2004,0,0,47459,2,1,1,0,1,0,0,0,0,0,44,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
2431,1997,0,0,22945,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,3,2,0,0,0,0
2432,1996,0,1,15979,2,2,1,0,2,0,0,0,0,0,0,19,31,10,14,4,3,1,55,"none",,,,,,,,,,3,3,0,0,0,0
2433,1997,0,0,54959,2,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2435,2005,0,0,56266,1,1,0,1,0,1,0,0,0,0,17,0,0,,0,,,,116,"none",,,,,,,,,,5,2,0,0,0,0
2436,2004,0,0,41202,4,3,0,1,2,1,0,0,0,0,4,0,0,,0,,,,116,"none",3729,929,182,159,25697,20340,2949,2408,3988,3,2,0,0,0,0
2437,2001,0,0,29531,1,1,1,0,0,1,0,0,0,0,10,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
2438,1998,0,0,54614,4,4,1,1,1,0,0,0,2,0,2,0,0,,0,,,,101,"none",2417,327,99,82,4565,3861,1326,1111,3022,1,2,0,0,0,0
2439,2000,0,0,21716,3,1,1,0,1,0,0,0,0,0,11,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2440,1997,0,0,18048,1,1,1,0,0,1,0,0,0,0,10,0,0,,0,,,,81,"none",5295,2265,430,357,7260,6519,1986,1750,5724,1,2,0,0,0,0
2441,1994,0,0,110543,3,2,1,0,0,1,0,0,1,0,0,0,0,,0,,,,35,"none",65,65,19,17,3163,2858,984,895,67,1,2,0,0,0,0
2442,2002,0,1,89430,4,4,1,0,1,0,0,0,2,1,0,0,73,61,1,24,14,10,128,"none",3395,0,0,0,23117,20548,2714,2437,3919,8,4,0,0,0,0
2443,1997,0,1,73907,3,3,1,0,1,1,0,0,1,1,0,24,121,40,10,14,10,4,81,"none",3233,445,109,106,9748,8598,3035,2603,3676,5,4,0,0,1,0
2444,1996,0,0,56453,3,3,1,0,1,1,0,0,1,1,0,0,0,,0,,,,55,"none",,,,,,,,,,10,2,0,0,0,0
2445,2000,0,0,39167,2,1,0,1,1,0,0,0,0,0,24,0,0,,0,,,,129,"none",6360,669,308,270,5776,4723,2091,1709,9695,1,2,0,0,0,0
2446,2003,0,1,11871,2,2,1,1,2,0,0,0,0,1,8,0,2,6,1,6,3,3,120,"none",,,,,,,,,,5,3,0,1,0,1
2448,1992,0,0,12012,1,1,1,0,0,0,1,0,0,0,0,0,0,,0,,,,19,"none",,,,,,,,,,2,2,0,0,0,0
2449,2004,0,0,9411,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",10285,943,300,269,20976,16339,2861,2307,14701,2,2,0,0,0,0
2450,1997,0,0,12713,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,3,2,0,0,0,0
2451,2001,0,0,13795,3,3,1,0,2,0,0,0,0,0,2,0,0,,0,,,,141,"none",6749,111,42,38,9356,8244,1260,1118,8911,1,2,0,0,0,0
2452,1998,0,0,19923,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
2453,1999,0,0,6606,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
2454,1997,0,0,6749,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2455,1997,0,0,13189,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,9,2,0,0,0,0
2456,2002,0,0,27619,4,3,1,0,1,0,0,0,2,1,0,0,0,,0,,,,128,"none",243,243,79,57,11705,8846,2783,2065,384,1,2,0,0,0,0
2457,1999,0,0,22119,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
2458,1998,0,0,6909,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
2459,1999,0,0,29852,2,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
2460,2000,0,0,8723,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2461,1999,0,0,7044,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
2462,1998,0,0,7935,2,2,1,0,2,0,0,0,0,0,3,0,0,,0,,,,101,"none",2705,2705,419,346,4848,4043,1006,847,3000,1,2,0,0,0,0
2464,2001,0,0,53378,5,3,1,1,3,0,0,0,0,0,75,0,0,,0,,,,141,"none",35,35,16,12,13935,11235,4258,3242,50,4,2,0,0,0,0
2465,2001,0,1,26254,2,2,1,0,1,1,0,0,0,1,0,0,3,12,0,4,0,4,141,"none",,,,,,,,,,3,3,0,1,0,1
2466,2000,0,0,21100,1,1,1,0,0,0,1,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2467,2000,0,0,5813,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
2468,2001,0,0,18666,1,1,1,0,1,0,0,0,0,0,5,0,0,,0,,,,141,"none",7924,890,359,295,11216,8843,4334,3238,11918,4,2,0,0,0,0
2469,1998,0,0,179987,1,1,1,0,1,0,0,0,0,0,1,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
2470,1997,0,0,43989,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
2471,1998,0,1,82780,1,1,1,0,1,0,0,0,0,0,0,0,1,71,1,4,4,0,101,"none",,,,,,,,,,3,3,0,1,0,1
2473,1994,0,1,1729,1,1,1,0,1,0,0,0,0,0,0,0,1,13,0,0,0,0,35,"none",,,,,,,,,,1,3,0,1,0,1
2474,2002,0,1,49800,4,3,1,0,3,0,0,0,0,1,46,0,0,33,0,27,15,12,128,"none",,,,,,,,,,3,3,0,1,0,1
2475,2002,0,0,31734,3,3,1,1,3,0,0,0,0,0,12,0,0,,0,,,,128,"none",3656,1223,237,140,19248,15273,5175,3921,4008,2,2,0,0,0,0
2476,2003,0,0,6609,1,1,1,0,0,0,0,1,0,0,7,0,0,,0,,,,120,"none",887,0,0,0,13399,10153,3028,2329,1085,1,2,0,0,0,0
2479,2002,0,0,9361,1,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2480,2002,0,0,28764,1,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2481,2002,0,0,17245,1,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
2482,2004,0,0,10582,1,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
2483,1999,0,1,35814,1,1,1,0,0,0,0,0,1,0,0,0,38,17,3,16,6,10,110,"none",,,,,,,,,,5,3,0,0,0,0
2484,2001,0,0,20359,2,1,1,0,0,0,0,0,1,0,4,0,0,,0,,,,141,"none",,,,,,,,,,4,2,0,0,0,0
2485,2002,0,0,42512,3,1,1,0,0,0,0,0,1,1,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
