"","acq_firmyr_patent_count","acq_firmyr_fcitations10_total","acq_firmyr_complexity_mean","acq_firmyr_originality_mean","success","fyear","after","acq_emp","acq_xrd","acq_at","acq_ch","acq_ni","acq_leverage1","acq_sic","tar_emp","tar_xrd","tar_at","tar_ch","tar_leverage1","tar_firmyr_patent_count","tar_firmyr_fcitations10_total","tar_firmyr_generality_mean","tar_firmyr_originality_mean"
"169",NA,NA,NA,NA,1,1985,0,2.032,18.914,186.781,NA,10.789,0.0166612,3661,0.05,3.099,1.298,NA,0.0223421,NA,NA,NA,NA
"170",NA,NA,NA,NA,1,1986,0,2.043,22.318,208.775,NA,12.216,0.0088085,3661,0.07,4.165,11.054,NA,0.0085942,NA,NA,NA,NA
"171",NA,NA,NA,NA,1,1983,0,0.409,NA,89.126,NA,3.695,0.0375872,2013,8.6,NA,260.372,NA,0.0520563,NA,NA,NA,NA
"172",NA,NA,NA,NA,1,1984,0,0.525,NA,91.877,NA,6.585,0.0099699,2013,5.4,NA,236.618,NA,0.0380275,NA,NA,NA,NA
"173",NA,NA,NA,NA,1,1985,0,1.1,NA,153.394,NA,6.084,0.0216501,2013,5.6,NA,242.978,NA,0.2005079,1,44,0.8281069,0.6944444
"174",NA,NA,NA,NA,1,1986,0,0.9,NA,149.302,0,4.656,0.0039852,2013,4.7,NA,220.165,6.775,0.2025753,1,10,0.4642857,0.8333333
"175",NA,NA,NA,NA,1,1987,0,0.9,NA,170.52,5.76,1.515,0.0058937,2013,4.9,NA,203.362,1.948,0.0383897,1,29,0.8466666,0.6944444
"176",NA,NA,NA,NA,1,1988,0,4.9,NA,473.767,13.587,4.596,0.2499098,2013,5.1,NA,218.916,NA,0.0178196,NA,NA,NA,NA
"177",NA,NA,NA,NA,1,1983,0,42.5,NA,4728.164,16.31,227.867,0.0237887,4512,0.278,NA,5.257,0.738,0.3737873,NA,NA,NA,NA
"178",NA,NA,NA,NA,1,1984,0,46.9,NA,5260.895,28.856,233.88,0.0206499,4512,0.357,NA,8.816,1.351,0.0512704,NA,NA,NA,NA
"179",NA,NA,NA,NA,1,1985,0,52.1,NA,6421.098,24.385,345.84,0.0223063,4512,0.485,NA,12.55,NA,0.0192829,NA,NA,NA,NA
"180",NA,NA,NA,NA,1,1986,0,54.3,NA,7527.969,21.573,279.132,0.036945,4512,0.608,NA,21.115,NA,0.0344305,NA,NA,NA,NA
"181",NA,NA,NA,NA,1,1987,0,65.1,NA,8423.349,44.763,198.407,0.0243497,4512,0.796,NA,22.599,NA,0.0442497,NA,NA,NA,NA
"182",3,69,5.523462,0,1,1982,0,0.17,0.886,10.542,0.198,1.553,0.0807247,3579,0.2,1.8,10.229,NA,0.0087985,NA,NA,NA,NA
"183",3,13,5.44075,0.3333333,1,1983,0,0.2,1.608,25.045,0.546,2.736,0.0120184,3579,0.3,2.73,29.467,NA,0.0027828,2,13,0.3222222,0.3291667
"184",NA,NA,NA,NA,1,1984,0,0.26,2.565,26.271,0.182,-5.49,0.3907731,3579,0.35,4.089,31.649,NA,0.0010427,NA,NA,NA,NA
"185",NA,NA,NA,NA,1,1985,0,0.1,1.664,36.133,0.22,1.1,0.0720948,3579,0.31,3.56,32.347,NA,0.0003091,NA,NA,NA,NA
"186",17,382,5.787325,0.502381,1,1980,0,111,NA,3417.538,45.43,273.99,0.0348625,2080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",5,52,5.789365,0.4444444,1,1981,0,120,NA,4057.061,28.862,333.456,0.0842672,2080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",16,439,5.707074,0.7043956,1,1982,0,133,NA,4197.469,20.308,224.288,0.0453335,2080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",15,283,5.82545,0.6523809,1,1983,0,154,NA,4638.34,25.221,284.111,0.0596668,2080,1.386,0,14.08,1.105,0.0369318,NA,NA,NA,NA
"190",21,438,5.67164,0.70291,1,1984,0,150,NA,4950.23,28.139,212.547,0.0574276,2080,1.502,NA,16.267,0.794,0.0367001,NA,NA,NA,NA
"191",19,243,5.507708,0.5717893,1,1985,0,150,66,5861.133,25.738,543.69,0.0587151,2080,4.08,0,39.495,1.688,0.2110647,NA,NA,NA,NA
"192",NA,NA,NA,NA,1,1981,0,94.4,NA,3396.757,34.228,61.568,0.0399084,5812,1.3,NA,17.397,NA,0.0325343,NA,NA,NA,NA
"193",NA,NA,NA,NA,1,1982,0,95,NA,3535.52,42.92,29.925,0.0328379,5812,1.5,NA,17.6,NA,0.0431818,NA,NA,NA,NA
"194",NA,NA,NA,NA,1,1983,0,71,NA,1473.048,37.399,-7.663,0.0215926,5812,2.25,NA,33.391,NA,0.0336618,NA,NA,NA,NA
"195",NA,NA,NA,NA,1,1984,0,73,NA,1156.836,36.648,115.029,0.0211058,5812,3.3,NA,50.645,NA,0.0491855,NA,NA,NA,NA
"196",NA,NA,NA,NA,1,1985,0,85,NA,1329.347,18.145,217.53,0.0090428,5812,3.4,NA,68.205,NA,0.0228576,NA,NA,NA,NA
"197",80,999,5.226244,0.403051,1,1981,0,48.933,94.098,2332.856,30.057,82.368,0.022313,3620,0.062,NA,3.511,0.622,0,1,8,0.7142857,0.6666666
"198",178,2295,5.454267,0.5144212,1,1982,0,40.361,100.219,2030.123,9.202,-189.63,0.0221602,3620,0.047,0.025,3.994,1.297,0,1,5,0.6999999,0.5
"199",86,965,5.196287,0.4946998,1,1983,0,41.707,103.129,2279.082,6.099,93.311,0.0133712,3620,0.042,0.247,4.528,0.214,0,NA,NA,NA,NA
"200",102,1583,5.236198,0.5109041,1,1984,0,42.709,112.6,2611.9,6,254.4,0.0140894,3620,0.043,0.227,4.465,0.9,0,NA,NA,NA,NA
"201",114,1671,5.027622,0.5149034,1,1985,0,41.134,123.6,2814.2,10.6,230.9,0.0124014,3620,0.05,0.252,5.944,1.38,0,NA,NA,NA,NA
"202",94,1247,5.33553,0.5055837,1,1986,0,43.438,134.1,3025.099,11.4,137.6,0.0102476,3620,0.054,0.333,7.842,0.973,0,NA,NA,NA,NA
"203",36,959,5.481572,0.3393939,1,1981,0,23.8,37,2193.301,NA,106.9,0.0053344,2621,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",49,791,5.595434,0.3907886,1,1982,0,20.9,43,2238.5,NA,-85.8,0.0089792,2621,0.667,NA,28.018,NA,0.029945,NA,NA,NA,NA
"205",37,558,5.712862,0.3630476,1,1983,0,17,49,2087.2,NA,42.6,0.0108758,2621,0.714,NA,42.1,NA,0.0248931,NA,NA,NA,NA
"206",53,1060,5.62243,0.4504044,1,1984,0,17,22,2204.9,NA,139.3,0.0115198,2621,0.822,NA,53.547,NA,0.0258651,1,13,1,NA
"207",28,402,5.701588,0.5225623,1,1985,0,17.5,26,2245,NA,93.5,0.0116704,2621,1.087,NA,93.405,NA,0.0253091,NA,NA,NA,NA
"208",28,276,5.879324,0.7827839,1,1981,0,30.9,27.1,1454.1,NA,105.2,0.1498521,2040,17.8,5.259,895.384,13.317,0.1153673,NA,NA,NA,NA
"209",5,48,5.599457,1,1,1982,0,26,29.4,1476.7,NA,96.9,0.127514,2040,17.3,5.868,909.192,7.344,0.0945378,1,10,0.8571429,1
"210",9,122,5.820699,0.5185185,1,1983,0,25.2,26.5,1463.7,NA,56.8,0.1299447,2040,16.4,6.187,866.26,5.195,0.0657251,NA,NA,NA,NA
"211",12,143,5.693966,0.6551657,1,1984,0,28.4,31.4,1806.8,NA,138.7,0.1201572,2040,13,6.331,984.295,7.274,0.0739412,1,10,0.6785714,1
"212",5,98,5.542447,0.8166667,1,1985,0,28.7,30.8,1841.899,NA,156.6,0.0912102,2040,15.5,9.596,939.752,7.338,0.0393019,NA,NA,NA,NA
"213",7,49,6.101217,0.3544973,1,1986,0,29.5,35.1,2033.899,NA,179.6,0.1483358,2040,6.7,10.333,725.643,2.386,0,NA,NA,NA,NA
"214",131,1830,5.306747,0.5610316,1,1982,0,95.7,691,7593,201,292,0.0208086,3721,NA,1.146,25.835,NA,0,NA,NA,NA,NA
"215",149,2023,5.331577,0.6527911,1,1983,0,81.6,429,7471,877,355,0.0109758,3721,0.57,1.738,44.908,NA,0,NA,NA,NA,NA
"216",135,1976,5.391463,0.5652846,1,1984,0,93,506,8485,1067,787,0.0017678,3721,0.57,1.965,50.682,NA,0,NA,NA,NA,NA
"217",151,1910,5.412451,0.5690919,1,1985,0,104,409,9246,3160,566,0.0019468,3721,0.79,2.926,61.079,NA,0,NA,NA,NA,NA
"218",138,1737,5.425802,0.6290418,1,1986,0,125,757,11068,2825,665,0.0012649,3721,1.01,3.396,72.896,NA,0,NA,NA,NA,NA
"219",NA,NA,NA,NA,1,1982,0,103.6,0,2489.001,46,-353,0.0128566,5661,0.175,NA,4.21,0.118,0.1833729,NA,NA,NA,NA
"220",NA,NA,NA,NA,1,1983,0,114.6,0,2364,33,118,0.0304569,5661,0.28,0,11.785,1.914,0.0047518,NA,NA,NA,NA
"221",NA,NA,NA,NA,1,1984,0,117.2,0,2311,24,141,0.0216357,5661,0.645,0,31.037,0.998,0.1224667,NA,NA,NA,NA
"222",NA,NA,NA,NA,1,1985,0,119,0,2535,28,177,0.0055227,5661,0.71,0,36.492,0.404,0.0348296,NA,NA,NA,NA
"223",NA,NA,NA,NA,1,1986,0,121,0,2850,46,214,0.0063158,5661,0.75,0,31.918,0.556,0.0283852,NA,NA,NA,NA
"224",NA,NA,NA,NA,1,1982,0,1.88,NA,142.121,0.405,6.92,0.0291301,3270,0.8,NA,59.351,3.013,0.2678809,NA,NA,NA,NA
"225",NA,NA,NA,NA,1,1983,0,2.02,NA,157.55,-0.784,11.3,0.0341542,3270,0.85,NA,68.591,NA,0.2252191,NA,NA,NA,NA
"226",NA,NA,NA,NA,1,1984,0,2.284,NA,178.527,-0.022,18.46,0.0421953,3270,1,NA,67.731,NA,0.1640312,NA,NA,NA,NA
"227",NA,NA,NA,NA,1,1985,0,2.253,NA,197.711,-0.241,23.771,0.042026,3270,0.8,NA,75.171,NA,0.1086456,NA,NA,NA,NA
"228",NA,NA,NA,NA,1,1986,0,2.008,NA,161.719,1.351,23.617,0.0143644,3270,0.85,NA,80.239,NA,0.0224704,NA,NA,NA,NA
"229",1,15,5.502564,0.8791208,1,1985,0,0.539,NA,32.762,1.222,0.95,0.3924669,3531,1.084,1.108,79.527,0.559,0.0564965,1,8,0,NA
"230",3,52,5.139087,0.2222222,1,1986,0,1.348,NA,103.558,1.867,1.191,0.138,3531,0.748,1.758,68.034,0.348,0.4028427,1,13,0,NA
"231",1,25,5.181223,0.6666666,1,1981,0,1.855,3.538,75.052,0.728,3.292,0.0073283,3812,1.102,0.897,31.591,0.549,0.1212687,3,29,0.8157895,0.9999999
"232",NA,NA,NA,NA,1,1982,0,1.397,2.371,75.577,0.841,-1.678,0.0119084,3812,0.611,1.418,19.533,NA,0.1902422,NA,NA,NA,NA
"233",NA,NA,NA,NA,1,1983,0,1.417,2.809,151.684,0.852,10.067,0.0041204,3812,0.508,0.339,9.461,0.351,0.0704999,1,2,1,0.9
"234",3,38,6.219851,0.4920635,1,1984,0,1.442,3.205,158.23,0.698,11.835,0.0039499,3812,0.261,0.195,8.765,0.099,0.1184256,3,29,0.8583639,0.5
"235",3,17,5.505083,0,1,1985,0,1.33,3.195,138.898,1.448,8.061,0.0200939,3812,0.274,0.601,8.754,0.218,0.117889,1,24,0.868421,0.9999999
"236",NA,NA,NA,NA,1,1983,0,0.136,1.477,23.882,NA,2.29,0.0048153,3576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,NA,NA,1,1984,0,0.274,3.811,30.389,NA,5.033,0.0080621,3576,0.12,1.935,16.182,NA,0.0137807,NA,NA,NA,NA
"238",NA,NA,NA,NA,1,1985,0,0.372,4.978,41.722,NA,6.681,0.0078376,3576,0.23,3.324,49.382,3.405,0.0131424,NA,NA,NA,NA
"239",NA,NA,NA,NA,1,1986,0,0.552,9.294,88.679,NA,11.146,0.0012404,3576,0.303,4.496,59.886,3.996,0.0156798,NA,NA,NA,NA
"240",5,94,5.799303,0.510101,1,1982,0,7.3,6.334,438.235,NA,32.906,0.0242952,2842,3.625,1.671,87.815,2.193,0.0277515,NA,NA,NA,NA
"241",6,137,5.666654,0.4220779,1,1983,0,6.772,6.365,375.669,NA,-15.652,0.0291879,2842,5,1.725,133.446,3.667,0.0193636,NA,NA,NA,NA
"242",11,309,6.222322,0.6696429,1,1984,0,6.713,6.516,420.326,NA,36.445,0.047318,2842,6.345,2.143,147.094,4.146,0.0158062,NA,NA,NA,NA
"243",5,145,6.037853,0.8611111,1,1985,0,7.302,7.077,434.495,NA,39.504,0.0295562,2842,7.375,2.055,183.752,5.358,0.0275698,NA,NA,NA,NA
"244",19,586,5.813991,0.5909497,1,1986,0,7.339,10.86,475.148,NA,43.686,0.037622,2842,7.125,2.104,198.658,4.101,0.0276455,NA,NA,NA,NA
"245",NA,NA,NA,NA,1,1982,0,0.385,NA,152.156,1.827,5.973,0,4941,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,NA,NA,1,1983,0,0.36,NA,149.9,2.457,7.049,0,4941,0.036,NA,7.131,0.104,0.0028047,NA,NA,NA,NA
"247",NA,NA,NA,NA,1,1984,0,0.346,NA,164.321,NA,7.02,0.0182569,4941,0.032,NA,7.687,0.202,0.0218551,NA,NA,NA,NA
"248",NA,NA,NA,NA,1,1985,0,0.353,NA,183.763,NA,7.135,0.0979523,4941,0.03,NA,7.864,0.41,0.033825,NA,NA,NA,NA
"249",NA,NA,NA,NA,0,1981,0,2.945,15.187,599.323,NA,40.038,0,4899,21.271,NA,3543.759,39.463,0.0471039,NA,NA,NA,NA
"250",NA,NA,NA,NA,0,1982,0,3.402,22.271,812.969,NA,43.308,0.082414,4899,21.698,NA,3864.625,NA,0.0453436,1,101,0.7971946,0.5238095
"251",NA,NA,NA,NA,0,1983,0,3.146,28.703,1043.863,NA,50.051,0.0594561,4899,21.54,NA,4228.138,NA,0.0330446,1,4,0.6666667,NA
"252",NA,NA,NA,NA,0,1984,0,3.084,28.434,1165.822,NA,51.165,0.0102846,4899,21.471,NA,4556.835,NA,0.0311782,NA,NA,NA,NA
"253",NA,NA,NA,NA,0,1985,0,2.667,26.42,1161.877,NA,-41.527,0,4899,21.926,NA,5074.207,NA,0.0347976,NA,NA,NA,NA
"254",NA,NA,NA,NA,0,1986,0,2.342,25.566,1214.177,NA,58.948,0,4899,23.098,NA,5384.821,NA,0.0218616,1,15,0.8030303,0.6
"255",NA,NA,NA,NA,0,1987,1,1.475,15.264,1109.631,NA,-47.273,0,4899,21.722,NA,5512.796,NA,0.0664563,1,105,0.4519836,NA
"256",NA,NA,NA,NA,0,1988,1,1.285,13.873,1162.691,59.833,61.913,0.0070947,4899,23,NA,5865,NA,0.0680307,NA,NA,NA,NA
"257",NA,NA,NA,NA,0,1989,1,1.399,15.452,1261.11,6.152,62.464,0.0304803,4899,21.8,NA,5846,NA,0.0499487,NA,NA,NA,NA
"258",NA,NA,NA,NA,1,1982,0,NA,NA,536.777,NA,-80.337,0.0083796,3080,10.5,16.516,437.224,5.193,0.043934,1,3,0.6666666,0.8333333
"259",NA,NA,NA,NA,1,1983,0,NA,NA,554.155,NA,-28.837,0.0313739,3080,9.5,18.379,434.74,19.231,0.0043474,NA,NA,NA,NA
"260",NA,NA,NA,NA,1,1984,0,NA,NA,537.484,NA,7.652,0.0094384,3080,10,22.877,473.183,17.623,0.0083456,NA,NA,NA,NA
"261",1,5,5.588174,0.6666666,1,1985,0,3.636,NA,532.813,NA,-115.214,0.055451,3080,10,22.309,482.856,4.388,0.0093382,2,17,0.6083333,0.9
"262",NA,NA,NA,NA,1,1986,0,4.035,NA,423.026,NA,-104.515,0.0387588,3080,4,23.67,511.393,158.414,0.1109597,1,41,0.8084033,0.6
"263",NA,NA,NA,NA,1,1982,0,8.2,7.001,612.386,8.661,14.823,0.1209205,3678,0.588,0.302,33.124,0.699,0.1122449,NA,NA,NA,NA
"264",1,13,6.344958,0.5,1,1983,0,7.6,5.252,622.398,7.772,34.317,0.1087536,3678,0.517,0.38,30.306,0.452,0.0078532,1,25,0.7761905,0.5
"265",NA,NA,NA,NA,1,1984,0,8.2,5.12,674.039,14.079,33.041,0.0586405,3678,0.484,0.467,28.844,0.313,0.0083553,NA,NA,NA,NA
"266",3,77,5.950899,0.5,1,1985,0,7.4,4.488,659.24,33.393,26.119,0.005074,3678,0.482,0.666,21.891,0.847,0.0019643,NA,NA,NA,NA
"267",1,8,5.186178,NA,1,1986,0,7.8,0.506,718.598,5.66,33.345,0.0736072,3678,0.431,0.49,23.792,NA,0.0028161,1,10,0.8,0
"268",NA,NA,NA,NA,1,1981,0,14.5,37.522,1261.954,19.423,90.891,0.0276959,2860,0.018,0.45,8.626,1.675,0,NA,NA,NA,NA
"269",NA,NA,NA,NA,1,1982,0,14,39.342,1523.896,NA,94.166,0.0190164,2860,0.022,0.912,8.588,1.523,0,NA,NA,NA,NA
"270",NA,NA,NA,NA,1,1983,0,13,39.387,1510.123,NA,106.038,0.017923,2860,0.027,1.751,26.587,4.933,0,NA,NA,NA,NA
"271",NA,NA,NA,NA,1,1984,0,11,40.328,1481.098,NA,132.184,0.0065924,2860,0.041,2.375,26.598,5.17,0,NA,NA,NA,NA
"272",NA,NA,NA,NA,1,1985,0,10.5,46.613,1556.175,NA,117.146,0.0008367,2860,0.052,3.584,24.881,1.231,0,NA,NA,NA,NA
"273",NA,NA,NA,NA,0,1981,0,1.23,0.128,103.874,NA,1.312,0.1737008,3080,2.34,2.3,80.885,NA,0.0602955,NA,NA,NA,NA
"274",NA,NA,NA,NA,0,1982,0,0.8,NA,64.347,NA,-3.306,0.1860848,3080,2.34,1.8,71.241,NA,0.0368608,1,19,0.8461539,NA
"275",NA,NA,NA,NA,0,1983,0,0.228,NA,17.176,NA,-10.379,0.0145552,3080,2.57,2.2,71.671,NA,0.0564803,NA,NA,NA,NA
"276",NA,NA,NA,NA,0,1984,0,0.23,NA,17.736,0.402,1.327,0.0519283,3080,2.36,2.2,72.61,NA,0.0494835,1,12,0.6181818,0.6666666
"277",NA,NA,NA,NA,0,1985,0,0.35,NA,26.14,0.538,0.747,0.0687452,3080,2.05,NA,60.905,NA,0.0526394,NA,NA,NA,NA
"278",NA,NA,NA,NA,0,1986,0,0.725,NA,42.364,1.51,1.487,0.0551176,3080,1.925,NA,87.348,NA,0.0726519,1,4,0.8333333,0.8333333
"279",NA,NA,NA,NA,0,1987,1,0.875,NA,115.057,3.501,2.632,0.035678,3080,1.788,NA,95.805,NA,0.0763948,1,3,0.6666666,1
"280",NA,NA,NA,NA,0,1988,1,1,NA,147.591,3.33,3.832,0.030056,3080,1.806,NA,96.826,NA,0.0492636,NA,NA,NA,NA
"281",NA,NA,NA,NA,1,1981,0,19.903,NA,491.854,3.367,32.843,0.0225575,2771,0.622,NA,19.32,0.188,0.0791925,NA,NA,NA,NA
"282",2,32,5.936208,0.6999999,1,1982,0,21.8,NA,580.675,NA,44.582,0.0634331,2771,0.574,NA,19.303,0.159,0.0384914,NA,NA,NA,NA
"283",2,35,5.61652,0.5,1,1983,0,23.4,NA,658.894,NA,59.658,0.0168145,2771,0.585,NA,20.496,0.16,0.1020687,NA,NA,NA,NA
"284",3,23,6.121145,0.8650793,1,1984,0,25.3,NA,747.897,NA,74.365,0.0119442,2771,0.533,NA,15.671,0.174,0.0237381,NA,NA,NA,NA
"285",2,34,5.808262,0.7619047,1,1985,0,27,NA,873.302,NA,74.425,0.0237112,2771,0.661,NA,19.454,0.268,0.0202529,NA,NA,NA,NA
"286",NA,NA,NA,NA,1,1981,0,NA,NA,NA,NA,NA,NA,6099,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,NA,NA,1,1982,0,3,3.745,126.273,0.049,16.046,0.00609,6099,0.161,NA,5.574,NA,0.0398278,NA,NA,NA,NA
"288",NA,NA,NA,NA,1,1983,0,3,5.038,167.689,0.132,20.613,0.0160297,6099,0.224,1.183,16.032,NA,0.0003743,NA,NA,NA,NA
"289",NA,NA,NA,NA,1,1984,0,6.7,6.04,208.363,1.717,27.007,0.0078373,6099,0.347,1.747,26.312,NA,0.000266,NA,NA,NA,NA
"290",NA,NA,NA,NA,1,1985,0,NA,9.452,139.044,NA,-14.314,0.0958689,3572,2.75,0,182.95,NA,0.1264772,NA,NA,NA,NA
"291",NA,NA,NA,NA,1,1986,0,1.4,14.496,184.176,NA,44.516,0.0110384,3572,2.64,0,194.11,1.793,0.0049199,NA,NA,NA,NA
"292",72,1202,5.835704,0.5882114,1,1982,0,29,88.3,1797.7,25.4,74.5,0.0211381,3679,1.531,NA,65.054,2.723,0.0282381,NA,NA,NA,NA
"293",77,1048,5.652767,0.5900285,1,1983,0,27.6,89.3,1774.6,32,92.2,0.0165671,3679,1.635,NA,78.99,1.004,0.0590328,NA,NA,NA,NA
"294",42,563,5.727253,0.4787202,1,1984,0,26.9,94.3,1856.8,38.7,100.3,0.0170724,3679,1.58,NA,79.237,1.502,0.0352865,NA,NA,NA,NA
"295",62,880,5.698965,0.6163599,1,1985,0,24.6,87.5,2032.4,55.9,133.3,0.0185987,3679,1.377,NA,78.857,3.152,0.0554168,NA,NA,NA,NA
"296",54,773,5.75623,0.5792031,1,1986,0,25.1,103.5,2360.8,33.7,177.1,0.00449,3679,1.694,NA,112.185,8.241,0.0155368,NA,NA,NA,NA
"297",10,225,5.621505,0.5068027,1,1981,0,10,12.4,940.013,NA,88.32,0.0246539,3430,2.65,NA,104.865,NA,0.0074286,NA,NA,NA,NA
"298",15,386,5.422378,0.7888672,1,1982,0,10.2,NA,1222.159,NA,92.15,0.1013731,3430,2.6,NA,112.725,NA,0.0074074,NA,NA,NA,NA
"299",14,125,5.06143,0.3880952,1,1983,0,12.1,NA,1271.41,NA,106.56,0.0106417,3430,2.7,NA,119.196,NA,0.0065103,NA,NA,NA,NA
"300",8,92,5.531078,0.6466666,1,1984,0,7.4,NA,1295.61,NA,115.88,0.0067459,3430,2.7,NA,128.506,NA,0.0058519,NA,NA,NA,NA
"301",16,324,5.046837,0.2550783,1,1985,0,13.5,NA,1817.3,NA,164.48,0.0052826,3430,2.4,NA,132.089,NA,0.006049,NA,NA,NA,NA
"302",NA,NA,NA,NA,1,1985,0,NA,1.47,7.071,NA,1.174,0.0298402,7372,0.063,0.98,2.22,NA,0.3013513,NA,NA,NA,NA
"303",NA,NA,NA,NA,1,1986,0,0.214,2.438,21.128,NA,2.463,0.0079989,7372,0.134,0.944,12.522,1.003,0.0013576,NA,NA,NA,NA
"304",NA,NA,NA,NA,1,1987,0,0.419,4.02,54.451,NA,5.941,0.0033425,7372,0.228,1.159,18.404,2.907,0.0296131,NA,NA,NA,NA
"305",NA,NA,NA,NA,1,1982,0,NA,NA,NA,NA,NA,NA,7374,0.26,0.193,11.188,0.391,0.1734895,NA,NA,NA,NA
"306",NA,NA,NA,NA,1,1983,0,NA,NA,NA,NA,NA,NA,7374,0.26,0,11.902,0.528,0.1898841,NA,NA,NA,NA
"307",NA,NA,NA,NA,1,1984,0,NA,NA,NA,NA,NA,NA,7374,0.26,0,12.326,0.94,0.1741035,NA,NA,NA,NA
"308",NA,NA,NA,NA,1,1985,0,NA,23.149,114.354,NA,4.002,0.0417563,7374,0.26,0.214,10.397,1.442,0.1122439,NA,NA,NA,NA
"309",NA,NA,NA,NA,1,1986,0,2.397,20.113,112.66,0.366,8.365,0.0511007,7374,0.26,0.313,12.129,1.091,0.0627422,NA,NA,NA,NA
"310",25,188,6.4085,0.7351851,1,1981,0,27,109.1,2285.498,19.1,179.3,0.1481953,2834,0.591,2.043,35.435,1.56,0.0447298,1,29,0.5783476,0.6785714
"311",38,515,6.526497,0.3269841,1,1982,0,25.7,126.7,2428.897,24.4,183.5,0.1680187,2834,0.95,3.027,61.989,0.7,0.1141815,12,268,0.3102926,0.5
"312",32,235,6.612847,0.4166667,1,1983,0,24.5,144.7,2397.4,26.2,190.1,0.2416785,2834,1.15,5.009,129.254,1.618,0.0200226,11,103,0.4405627,0.5912699
"313",23,243,6.186656,0.4982993,1,1984,0,23.8,163.6,2517.6,12.6,177.2,0.2699396,2834,1.2,9.459,169.828,2.864,0.0011718,10,237,0.3836297,0.2159692
"314",29,360,6.154243,0.5105498,1,1985,0,23.2,175.4,2773.2,NA,192.6,0.2276071,2834,1.4,13.258,171.685,0.737,0.0033492,3,21,0.6818182,0.8333333
"315",5,82,5.430023,0.6111111,1,1982,0,16,NA,968.709,NA,91.175,0.0150138,2750,1.155,NA,32.377,1.361,0,NA,NA,NA,NA
"316",4,124,6.121081,0.2722222,1,1983,0,16.5,NA,1204.117,NA,114.436,0.0243639,2750,1.238,NA,40.479,1.262,0.0665777,NA,NA,NA,NA
"317",7,95,5.234809,0.5982456,1,1984,0,17.7,NA,1440.037,NA,133.893,0.0162329,2750,1.414,NA,54.284,1.687,0.0753076,NA,NA,NA,NA
"318",5,65,5.650056,0.3333333,1,1985,0,19.1,NA,1593.345,NA,148.414,0.0313699,2750,1.444,NA,63.296,2.632,0.0808898,NA,NA,NA,NA
"319",NA,NA,NA,NA,1,1982,0,7.9,NA,1169.681,1.812,106.524,0.0271809,4953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,NA,NA,1,1983,0,9.1,NA,1337.963,0.966,120.447,0.032604,4953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,NA,NA,1,1984,0,12.9,NA,1965.796,NA,142.509,0.0239079,4953,0.208,NA,64.508,0.507,NA,NA,NA,NA,NA
"322",NA,NA,NA,NA,1,1985,0,13.57,NA,2260.767,NA,171.553,0.0279401,4953,0.288,NA,81.878,0.123,NA,NA,NA,NA,NA
"323",NA,NA,NA,NA,1,1986,0,24.45,NA,2795.038,NA,370.93,0.025337,4953,0.388,NA,112.238,0.111,NA,NA,NA,NA,NA
"324",1,13,6.834158,0.5,1,1982,0,15.33,NA,901.514,42.868,47.77,0.0108761,2000,3.277,NA,180.546,0.231,0.3171048,NA,NA,NA,NA
"325",1,3,5.706239,0,1,1983,0,NA,NA,1304.872,NA,62.648,0.0628797,2000,3.477,NA,198.738,0.11,0.2957059,NA,NA,NA,NA
"326",NA,NA,NA,NA,1,1984,0,30.41,NA,1547.138,41.164,91.728,0.0142088,2000,3.628,NA,212.19,1.045,0.2290117,NA,NA,NA,NA
"327",1,13,5.691199,1,1,1985,0,33.642,NA,1819.696,7.207,105.285,0.0066357,2000,3.544,NA,212.504,0.13,0.2176524,NA,NA,NA,NA
"328",5,82,5.516768,0.4717949,1,1986,0,42.176,NA,2482.52,61.016,148.726,0.0052096,2000,4.17,NA,255.342,0.154,0.1741273,NA,NA,NA,NA
"329",NA,NA,NA,NA,1,1981,0,1.057,NA,361.837,6.214,9.571,0.0913174,4923,NA,NA,654.014,NA,NA,NA,NA,NA,NA
"330",NA,NA,NA,NA,1,1982,0,1.065,NA,355.5,6.84,14.397,0.0732743,4923,NA,NA,932.599,NA,NA,NA,NA,NA,NA
"331",NA,NA,NA,NA,1,1983,0,1.077,NA,349.873,3.85,16.651,0.0930395,4923,0.462,NA,1067.503,NA,NA,NA,NA,NA,NA
"332",NA,NA,NA,NA,1,1984,0,1.973,NA,585.767,6.963,19.567,0.0671649,4923,0.453,NA,1110.104,NA,NA,NA,NA,NA,NA
"333",NA,NA,NA,NA,1,1985,0,2.174,NA,630.748,12.243,23.621,0.0547239,4923,0.483,NA,1374.443,NA,NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,1,1982,0,3,0,67.624,3.193,5.435,0.0240743,5411,NA,NA,NA,NA,NA,NA,NA,NA,NA
