"sale","emp","RandD","lt","at","ch","ebit","ni","ppegt","xad","xopr","xrd"
311.414,6.99,NA,666.248,709.174,10.897,13.228,-31.677,595.678,1.906,268.425,0
322.109,5.983,NA,495.044,723.307,36.234,21.446,-31.834,626.038,NA,273.287,0
16.969,0.211,NA,8.663,19.822,0.659,1.122,0.418,16.075,NA,15.201,NA
17.934,0.23,NA,8.87,20.695,0.72,1.386,0.7,16.348,NA,15.96,NA
15.607,0.216,NA,8.056,19.729,0.679,-0.126,-0.229,16.088,NA,15.073,NA
17.574,0.222,NA,7.732,19.941,1.506,0.566,0.254,16.237,NA,16.339,NA
22.113,0.226,NA,8.338,21.36,2.106,1.324,0.734,16.858,NA,20.134,NA
0.885,0.006,NA,0.766,2.096,0.046,-0.005,-0.047,3.264,NA,0.762,0
1.446,0.006,NA,0.801,2.117,0.025,0.096,-0.014,3.404,NA,1.198,0
1.374,0.006,NA,1.28,2.251,0.072,0.117,-0.345,3.41,NA,1.087,0
467.208,NA,1.603219,127.575,468.523,51.218,33.908,23.86,330.735,NA,405.374,4.969
688.682,NA,1.682131,244.631,620.625,55.636,50.117,33.376,437.751,NA,602.351,5.377
698.982,NA,1.601002,485.401,985.9,25.945,22.707,1.134,739.463,NA,632.365,4.958
824.397,NA,1.980726,278.104,825.617,80.26,48.219,24.351,651.642,NA,713.819,7.248
863.43,NA,1.819375,329.355,776.079,72.002,-11.626,-86.661,661.267,NA,814.575,6.168
136.741,0.808,1.125903,56.567,111.062,1.132,-8.835,-12.895,160.892,NA,128.728,3.083
108.494,0.601,1.77563,77.181,57.575,0.197,-33.567,-77.947,25.914,NA,125.337,5.904
8100,3.392,1.94591,3333,7266,752,1440,858,8478,NA,6294,7
7658,3.674,1.609438,2731,7459,-25,1528,1010,10289,NA,5812,5
7232,3.825,1.791759,4278,9355,0,836,561,12382,NA,6006,6
8806,3.85,2.302585,3860,9477,0,1233,810,12965,NA,6923,10
11228,4.003,3.332205,4377,10906,127,1851,1286,13843,NA,8655,28
29671,11.4,4.60517,20871,32919,343,2637,3007,19638,NA,24869,100
59658.4,36,5.047288,21860.6,46264,4572.4,8256.4,5087.6,44643.6,NA,48248,155.6
54084.4,36.4,5.042134,20762.4,44617.2,2668,6784.4,4340.8,47107.6,NA,44853.2,154.8
71772.4,46.4,5.240688,35626,61076.4,622.4,6079.6,3767.6,63127.6,NA,62311.2,188.8
80691.2,47.6,5.45361,36726,67236.4,780.8,7329.6,4998.4,72674,NA,68792.8,233.6
106076,44.8,5.399067,41170.4,77124.4,3383.6,10512,7273.2,77264.8,NA,90654.8,221.2
59.728,0.207,NA,82.303,150.353,3.133,16.186,9.855,152.1,NA,36.224,0
88.715,0.253,NA,90.357,166.797,2.173,21.762,16.372,175.286,NA,55.119,0
92.957,0.268,NA,85.761,164.004,2.209,9.338,4.519,189.278,NA,69.143,0
105.861,0.268,NA,79.156,185.364,28.696,18.628,32.074,199.692,NA,70.602,0
120.974,0.38,NA,97.45,211.247,14.172,19.625,10.243,230.323,NA,82.373,0
5211.624,26.095,3.524211,2278.806,3750.67,2.896,567.244,16.026,1530.409,276.078,4484.35,33.927
5066.005,25.789,3.616121,2140.161,3627.925,118.814,489.774,263.158,1564.636,236.259,4428.133,37.193
5184.788,25.752,3.584047,2090.422,3432.312,164.012,566.664,127.565,1577.505,221.572,4502.476,36.019
5407.764,25.777,3.537795,2223.751,3682.608,302.813,574.644,332.058,1611.794,238.754,4716.556,34.391
6123.579,28.69,3.535524,2623.2,4274.151,45.932,647.646,393.254,1751.628,239.953,5366.875,34.313
826.154,19,NA,424.415,338.428,7.981,21.619,60.137,546.272,29.3,769.946,NA
653.302,15,NA,353.829,254.257,5.621,17.627,-12.883,478.14,28.1,609.281,0
17.505,0.103,NA,4.871,8.557,0.652,0.039,-0.116,9.79,2.1,17.185,NA
16.275,0.113,NA,5.544,7.44,0.076,-0.486,-1.79,9.859,1.8,16.514,NA
15.336,0.117,NA,5.053,7.049,0.25,0.289,0.1,9.873,1.3,14.862,NA
13.793,0.104,NA,4.58,6.705,0.001,0.134,0.13,9.963,1.1,13.502,NA
13.359,0.091,NA,5.587,6.941,0.001,-0.798,-0.771,10.042,1.3,14,NA
5.401,0.04,-1.072945,0.941,3.427,0.627,1.127,1.318,0.744,0.447,4.118,0.342
8.28,0.054,-1.061316,1.701,5.436,0.378,1.234,1.238,0.938,0.605,6.562,0.346
8.902,0.054,-1.207312,1.42,5.871,0.569,1.204,0.706,1.191,0.547,7.406,0.299
8.753,0.052,-0.4215945,1.358,6.37,1.103,0.699,0.451,1.286,0.608,7.845,0.656
10.183,0.063,-0.4620354,1.35,6.387,0.687,0.573,0.101,1.522,0.555,9.384,0.63
1392.978,3.8,NA,1074.627,1165.1,161.306,-30.07,-199.915,274.725,NA,1393.303,NA
1291.501,3.6,NA,973.443,1069.962,115.754,44.832,3.486,251.479,NA,1221.122,NA
1278.635,3.7,NA,909.401,1065.966,45.778,71.991,36.448,163.598,NA,1187.639,NA
1485.079,3.6,NA,983.357,1134.121,118.473,132.397,62.326,169.009,NA,1336.753,NA
1575.435,2.9,NA,488.083,689.78,205.29,197.802,122.737,184.472,NA,1360.549,NA
994.585,1.451,NA,1539.181,2193.976,5.348,46.463,5.557,2299.229,NA,878.772,NA
1544.786,1.415,NA,1943.006,2685.907,11.772,87.475,49.61,2395.462,NA,1386.953,NA
1081.034,1.336,NA,1709.195,2398.49,88.91,48.37,-13.968,2537.558,NA,956.291,NA
1029.866,1.322,NA,1718.698,2362.469,20.859,54.862,-23.275,2670.143,NA,893.49,NA
1035.66,1.308,NA,1768.925,2524.32,19.319,126.223,18.577,2639.804,NA,822.631,NA
4.051,0.044,NA,29.383,34.182,0.689,0.541,-0.379,NA,NA,3.51,0
4.804,0.041,NA,30.403,33.66,0.114,0.664,-0.467,NA,NA,4.14,0
5.32,0.041,NA,30.307,32.473,0.264,1.299,-0.289,NA,0.128,4.021,0
5.463,0.044,NA,29.461,31.535,0.534,1.236,-0.068,NA,0.166,4.227,0
0.501,0.043,NA,29.598,31.832,0.397,-0.926,0.003,NA,0.139,1.427,0
106.138,0.792,NA,35,80.5,4.687,3.049,2.422,75.076,NA,98.502,NA
105.633,0.78,NA,37.222,86.596,13.787,5.912,2.974,78.645,NA,95.353,NA
80.033,0.643,-0.6931472,30.604,67.339,7.583,-8.51,-12.986,80.024,NA,83.837,0.5
79.939,0.57,-0.6931472,31.397,61.678,4.524,-3.821,-5.347,80.172,NA,79.577,0.5
87.393,0.6,-0.4992265,34.957,59.759,5.578,-2.38,-5.946,72.644,NA,86.275,0.607
1096.27,6.218,NA,488.432,1347.707,31.058,216.18,320.198,903.435,NA,825.126,NA
1179.447,6.467,NA,630.087,1439.802,37.637,219.375,140.705,992.952,NA,890.36,NA
1206.982,5.94,3.700511,507.482,1389.656,52.382,258.434,130.714,996.206,NA,882.222,40.468
1298.146,5.92,3.751901,548.981,1548.242,127.628,282.949,193.102,1086.651,NA,945.93,42.602
1409.2,6.14,3.751854,533.3,1745,169.2,319,232.9,1189.9,NA,1016.8,42.6
107.557,0.423,2.999475,39.649,134.669,19.283,3.783,5.043,39.822,NA,97.348,20.075
152.668,0.51,2.557847,35.286,155.403,44.989,21.747,29.33,47.046,NA,124.581,12.908
72.643,0.425,2.426218,26.121,130.31,52.521,-10.108,-5.285,48.049,NA,76.086,11.316
132.049,0.855,3.136754,50.458,233.89,32.284,-20.752,-49.317,67.23,NA,140.818,23.029
172.847,0.879,2.819711,51.106,247.59,34.213,4.091,-2.237,68.899,NA,157.11,16.772
842.309,3.746,4.908418,267.179,892.372,105.954,66.171,46.821,407.591,NA,724.861,135.425
473.145,1.893,3.045569,176.567,503.901,134.265,137.198,107.605,393.655,NA,300.032,21.022
305.566,1.631,2.845433,133.162,475.798,167.236,14.712,15.095,407.857,NA,250.292,17.209
372.944,1.735,2.96083,129.821,518.035,137.082,53.983,46.156,425.901,NA,279.07,19.314
392.064,1.731,2.970466,173.867,601.17,279.464,49.008,39.361,428.826,NA,305.855,19.501
466.131,2.033,3.051734,204.097,683.702,305.739,66.315,54.78,544.889,NA,355.391,21.152
1.182,0.022,-0.1803236,1.794,1.35,0.103,-1.923,-2.085,2.528,NA,3.003,0.835
1.064,0.01,-0.463624,1.962,0.276,0.002,-1.439,-1.532,1.359,NA,2.433,0.629
0.54,0.003,NA,1.635,2.991,0.054,-0.114,-0.118,0.161,NA,0.639,0
0.54,0.005,NA,2.275,3.503,0.072,-0.153,-0.136,1.826,NA,0.681,0
0.03,0.005,NA,2.805,3.474,0.004,-1.397,-1.375,0.141,NA,1.416,NA
0,0.003,NA,0.625,1.801,0.198,-1.299,-0.623,0.127,NA,1.284,NA
0,0.003,NA,0.605,1.435,0.075,-0.832,-0.794,0.193,NA,0.827,NA
727.087,3.3,-0.0130852,429.439,416.861,3.061,37.737,-10.943,83.051,83.757,669.792,0.987
679.518,2.8,0.4054651,399.905,385.666,1.209,36.358,-1.132,89.64,72.5,617.681,1.5
670.39,2.9,0.8754687,379.283,385.312,5.755,65.09,24.375,95.529,86.8,586.863,2.4
806.333,3.2,1.131402,902.842,1183.119,3.67,10.557,-41.286,53.389,102.3,773.199,3.1
869.893,3.3,1.308333,1041.127,1301.734,23.854,85.09,24.614,71.776,105.2,774.903,3.7
13.877,0.34,NA,6.235,14.867,0.51,-5.975,-5.374,2.622,NA,19.086,NA
19.693,0.1,NA,13.907,7.281,0.798,-7.894,-12.374,4.904,0.202,26.503,NA
14.242,0.065,NA,15.047,4.885,0.938,-4.481,-3.319,4.19,0.207,18.462,NA
5.568,0.035,NA,3.501,1.637,0.669,-3.018,8.323,0.44,0.027,8.498,NA
9.558,0.046,NA,3.6,1.904,0.372,-0.643,0.17,0.621,0.001,10.187,NA
463.824,3,NA,43.657,235.678,5.45,10.147,11.17,95.538,NA,449.758,NA
450.722,2.8,NA,40.519,238.752,8.699,16.127,12.254,98.537,NA,430.711,NA
419.817,2.5,NA,40.756,239.141,8.736,8.341,6.193,98.38,NA,407.691,NA
432.381,2.7,NA,42.684,241.168,8.838,8.859,6.141,97.019,NA,420.072,NA
454.324,2.6,NA,47.934,237.437,12.406,6.188,5.452,98.227,NA,444.747,NA
719.189,2.901,NA,542.128,730.752,8.258,52.859,26.747,452.154,NA,652.992,NA
817.403,NA,NA,494.912,699.354,3,29.413,9.171,462.757,NA,772.147,NA
691.924,NA,NA,463.902,647.457,1.634,8.176,-80.95,486.213,NA,667.511,NA
1247.945,13.8,3.198673,610.781,1059.176,15.287,87.497,29.753,542.018,NA,1123.866,24.5
1151.156,14.8,3.317816,842.045,1293.923,20.759,49.643,14.502,637.503,NA,1054.437,27.6
1469.1,16.2,3.414443,713.805,1224.857,32.847,93.309,51.345,686.18,NA,1325.098,30.4
1530.7,17,3.543854,703.7,1279.9,18.7,91.6,52.2,718.9,NA,1387,34.6
1653.1,16.6,3.580737,722.2,1312.8,25.1,62.2,35.4,773.8,23.7,1537,35.9
2761.014,9.892,3.747148,1100.124,2295.287,36.544,199.026,72.8,743.701,NA,2481.3,42.4
3551.209,11.494,3.927896,1296.377,2735.828,44.683,371.51,152.145,855.236,NA,3086.804,50.8
3170.08,11.165,3.923952,1168.753,2749.545,86.75,264.048,93.189,933.38,NA,2816.705,50.6
3594.828,11.971,4.018183,1273.603,3097.047,51.286,328.747,123.48,1008.554,NA,3164.372,55.6
4419.015,13.235,4.207673,1451.284,3506.778,53.596,470.203,182.451,1114.908,NA,3842.319,67.2
5899.927,34,NA,2149.361,3250.888,56.532,368.002,223.513,1796.655,NA,5407.089,NA
7356.119,41,NA,2497.135,3877.998,71.141,414.034,196.886,2207.044,58,6802.143,NA
7904.5,44.1,NA,2898.6,4210.6,66,128.5,26.3,2451.6,49,7610.8,NA
9267,46.4,NA,3183.3,4813.7,74.3,379.1,227.1,2700.9,55.4,8720.4,NA
11354.2,51.29,NA,3780.5,5704.8,86.8,582,296.2,3060.6,116.3,10582.6,NA
651.242,2.25,NA,223.358,470.469,51.125,56.789,30.667,361.853,14.178,571.932,NA
687.148,2.3,NA,244.748,524.892,91.914,59.819,30.851,354.131,15.525,603.397,NA
1311.744,2.775,NA,491.236,1615.407,181.225,177.577,96.342,496.69,45.783,1097.753,NA
1417.011,2.95,NA,473.432,1684.125,106.602,195.767,111.35,555.301,55.101,1183.31,NA
2043.877,3.7,2.341517,945.094,2635.894,58.085,252.043,129.073,777.129,50.002,1737.396,10.397
2213.8,14,3.923952,1206.4,2050.4,6.1,268.6,148.5,706.3,NA,1879,50.6
2131.4,13.5,4.000034,1198.5,1974.3,6.7,207,19,720.2,47.6,1856.4,54.6
2146.8,12.9,4.044804,1163.7,1994.1,18.4,201.4,106,768.5,46.7,1893.7,57.1
2277,12.4,4.091006,1127.6,2138.5,96.1,180.2,78.7,825.1,51,2036.5,59.8
2407.2,11.5,4.10759,1157.1,2290.1,150,166.3,81.7,827.6,49.8,2179.9,60.8
8196,22.142,NA,80647,87270,3189,2318,1002,NA,110,5878,NA
7352,21.23,NA,74783,80938,2891,1438,132,NA,112,5914,NA
6132,20.437,NA,78367,85202,3364,2164,976,NA,122,3968,NA
5730,20.034,NA,77518,84487,2712,2130,903,NA,120,3600,NA
5587,19.576,NA,83622,90739,2454,2317,954,NA,111,3270,NA
0,NA,NA,0.007,0.89,0.89,-0.115,-0.07,0,NA,0.115,NA
0.236,NA,-1.760261,1.29,0.668,0.088,-1.686,-1.794,0.769,NA,1.76,0.172
12.729,0.071,1.606032,15.994,17.921,0.548,-4.789,-6.828,3.548,NA,15.365,4.983
8.784,0.051,0.4523487,15.572,14.696,0.708,-1.234,-2.68,3.568,NA,8.687,1.572
10.688,0.083,0.7481087,20.983,18.235,0.654,-0.712,-1.852,3.827,NA,10.934,2.113
12.294,0.077,1.133979,19.931,15.333,0.275,-0.838,-1.853,3.867,NA,12.618,3.108
12.12,0.07,1.000632,18.491,12.416,0.399,-0.533,-1.425,3.934,NA,12.195,2.72
7.99,0.09,NA,3.547,6.12,2.19,0.504,0.637,2.097,NA,7.304,NA
6.399,0.088,NA,3.501,5.657,1.335,-0.427,-0.417,2.384,NA,6.612,NA
7.347,0.086,NA,3.678,6.128,1.448,0.368,0.294,1.632,NA,6.803,NA
7.69,0.09,NA,3.448,6.065,1.883,0.126,0.164,1.811,NA,7.379,NA
8.055,0.091,NA,3.505,6.57,2.403,0.436,0.448,2.052,NA,7.426,NA
107.035,1.9,NA,108.092,138.313,23.85,10.309,4.673,122.479,8.068,88.989,0
98.214,1.75,NA,101.599,128.817,14.256,2.008,-1.897,131.547,8.444,87.823,0
90.131,1.56,NA,95.968,118.45,12.675,2.276,-3.996,121.167,7.626,79.566,0
84.896,1.46,NA,94.253,110.119,4.327,-1.191,-6.431,119.312,7.024,77.517,0
89.907,1.43,NA,98.273,109.537,7.95,1.502,-4.602,115.688,7.203,80.245,0
2711.493,17.45,2.639057,1411.14,2212.611,35.219,331.948,166.298,2097.016,NA,2228.729,14
2606.276,17.9,2.639057,1548.075,2352.197,36.13,277.522,91.609,2230.745,NA,2170.18,14
2812.15,17.4,2.624669,1522.669,2390.094,31.405,263.687,135.316,2311.27,NA,2389.207,13.8
2758.326,15.2,2.655001,1506.473,2520.633,84.854,208.6,138.949,2291.549,NA,2386.492,14.225
3155.433,17.1,2.734627,1888.44,3041.319,117.725,268.487,151.229,2542.578,NA,2723.018,15.404
58518,181.8,8.111928,43948,62624,4858,1803,134,26376,3115,53929,3334
57108.199,168,8.090897,43647.453,61686.473,5152.977,1014.551,115.373,25394.876,3029.088,53424.959,3264.612
62280,161.1,8.214194,50564,69755,5942,1545,963,26460,3690,57802,3693
72081,162,8.506536,64325,87410,8165,1292,851,31465,4052,67267,4947
66775.008,151.4,8.451488,61601.524,88594.484,7266.397,1062.479,1528.055,31648.435,3354.421,62234.959,4682.037
1669,2.412,NA,2891,4664,60,457,253,5335,NA,1054,NA
1715,2.657,NA,3096,4962,78,428,222,5732,NA,1124,NA
1683,2.875,NA,3471,5552,115,417,219,6199,NA,1095,NA
1832,2.865,NA,4165,6323,61,425,220,6817,NA,1219,NA
2089,2.775,NA,4620,6980,20,475,232,7555,NA,1393,NA
515.928,0.643,NA,666.436,869.979,7.227,67.689,24.184,765.561,NA,428.071,NA
837.341,0.644,NA,765.869,987.845,3.965,69.061,26.562,805.44,NA,747.071,NA
505.126,0.638,NA,772.278,1011.76,4.291,69.075,28.988,846.865,NA,413.6,NA
696.82,0.643,NA,826.552,1126.203,4.364,77.843,33.353,894.654,NA,594.331,NA
819.076,0.633,NA,897.005,1243.334,5.272,90.739,42.293,957.287,NA,703.449,NA
50.205,0.37,NA,38.666,56.493,2.493,3.874,2.703,60.31,NA,42.594,NA
68.242,0.41,NA,50.107,83.45,5.383,11.773,6.318,80.353,NA,48.043,NA
80.221,0.565,NA,72.022,119.694,21.003,-4.905,-5.086,110.223,NA,73.166,NA
107.876,0.9,NA,72.895,143.731,6.366,0.438,-1.79,151.187,NA,91.278,NA
185.247,1.37,NA,54.394,276.009,69.673,18.774,10.812,225.447,NA,143.382,NA
422.593,1.568,NA,715.751,851.223,1.221,65.258,16.693,664.795,NA,323.863,NA
445.823,2.154,NA,749.738,863.548,1.728,44.391,-6.361,707.981,NA,364.927,NA
480.965,1.592,NA,766.492,876.514,1.813,56.709,8.949,728.766,NA,388.919,NA
545.355,1.436,NA,776.801,951.219,2.683,50.203,-29.955,750.516,NA,459.872,NA
508.336,0.576,NA,711.707,926.198,2.118,54.035,-5.183,736.686,NA,426.723,NA
11717,18.555,NA,32277,35100,1973,-1729,-1922,15653,NA,11513,NA
11436,14.964,NA,32877,36774,3991,5456,1057,15982,NA,5007,NA
11488,15.038,NA,28146,33284,2474,2372,1096,16341,NA,8086,NA
12135,15.407,NA,28933,34962,2198,2095,831,16973,NA,8856,NA
10199,15.293,NA,26778,33269,2688,2089,922,17981,NA,7088,NA
2854,5.853,NA,2807,4116,205,439,207,6314,NA,2152,NA
3716,6.063,NA,2435,3762,13,438,208,6467,NA,3010,NA
2858,6.23,NA,2739,4079,22,425,213,6701,NA,2157,NA
3544,6.57,NA,4036,5412,32,365,210,7008,NA,2890,NA
3997,6.448,NA,4095,5502,34,395,233,7254,NA,3347,NA
183.96,0.499,NA,422.003,616.646,5.808,47.434,18.086,682.463,NA,121.187,NA
197.514,0.481,NA,481.902,683.764,30.496,52.86,20.447,730.498,NA,127.492,NA
209.205,0.503,NA,488.371,701.65,18.397,50.597,20.339,770.184,NA,140.306,NA
212.669,0.52,NA,544.988,757.475,12.775,45.634,11.892,824.865,NA,147.243,NA
228.005,0.512,NA,558.812,810.277,4.303,43.941,18.541,905.882,NA,163.24,NA
10066,26.021,NA,20304,31362,199,2404,1332,35972,NA,6491,NA
10155,26.122,NA,21472,29824,354,2391,1280,38104,NA,6591,NA
10549,26.178,NA,22791,31799,273,2581,1335,40091,NA,6921,NA
11107,25.762,NA,24974,35045,311,2811,1495,41838,NA,7269,NA
11902,25.648,NA,26123,36962,373,2827,1562,43312,NA,8120,NA
33.581,0.027,NA,30.112,81.896,1.207,12.786,10.854,120.813,NA,12.489,NA
404,0.4,NA,855,1672,0,173,112,2529,NA,198,NA
402,0.45,NA,1037,1964,0,178,107,2642,NA,182,NA
429,0.45,NA,1187,2224,0,203,109,2846,NA,181,NA
482,0.475,NA,1684,2830,0,229,144,3055,NA,206,NA
527,0.48,NA,1685,2963,0,246,169,3234,NA,231,NA
6012,33.344,NA,6908,12017,0,491,186,15469,NA,5035,NA
6009,30.51,NA,7717,12541,167,831,349,15856,NA,4681,NA
6095,28.587,NA,8037,12853,130,971,442,16278,NA,4625,NA
6290,28.363,NA,9059,13612,257,856,487,16857,NA,4936,NA
7176,28.057,NA,13760,23567,561,1498,772,26245,NA,5090,NA
831.704,2.285,NA,1286.813,2021.46,27.829,90.114,9.845,2036.659,NA,686.45,NA
1932.813,3.092,NA,2175.014,2896.871,1.219,132.863,57.285,3019.853,NA,1712.965,NA
1290.55,2.662,NA,1991.103,2676.467,0,121.569,19.624,2277.899,NA,1091.805,NA
1188.507,3.023,NA,3670.52,4590.938,86.997,142.371,76.189,3786.025,NA,985.494,NA
1799.974,3.006,NA,3310.467,4572.458,19.971,305.527,114.025,3941.88,NA,1375.692,NA
8185.884,33.4,NA,2660.182,2742.288,133.178,233.021,108.292,3653.508,34.4,7733.64,NA
8533.664,33.313,NA,2750.354,2902.829,125.599,221.381,83.72,3914.691,32.9,8065.501,NA
8710.937,31.5,NA,2900.828,3064.325,120.765,162.965,12.777,4236.646,38.9,8268.165,NA
10881.716,31,NA,3008.881,3348.903,184.427,203.498,64.094,4702.343,44.9,10371.311,NA
12235.283,31.5,NA,2766.345,3312.126,76.214,234.113,96.506,4779.733,32.5,11668.004,NA
3867.471,12.188,NA,41794.071,45146.531,959.75,902.511,482.33,NA,29.267,2840.758,NA
3741.789,13.273,NA,44792.173,48754.548,1159.236,1060.318,554.468,NA,25.664,2582.874,NA
3326.407,13.2,NA,45943.275,50570.856,1005.327,1241.17,649.871,NA,NA,2008.767,NA
3046.797,12.363,NA,47565.05,51924.888,1061.502,1252.097,705.186,NA,NA,1715.181,NA
5649.56,29.274,NA,3218.252,6669.572,522.995,1021.145,603.093,7967.795,141.3,4310.811,NA
5555.174,31.58,NA,4983.088,8997.141,2279.861,631.122,511.147,8901.694,147.6,4563.1,NA
5485.771,33.705,NA,4532.133,8953.75,1815.352,381.338,240.969,9455.657,156.4,4701.818,NA
5937,32.847,NA,4826,9878,1865,483,442,10550,155,5021,NA
6530,31.011,NA,5813,11337,1305,572,313,11921,158,5475,NA
1034.087,4.23,NA,1698.87,2232.337,19.955,128.63,38.311,2414.548,NA,798.817,NA
1396.688,4.507,NA,1808.412,2369.612,32.486,133.983,37.156,2615.322,NA,1144.257,NA
1320.909,4.485,NA,1781.761,2377.928,19.392,146.499,43.965,2849.367,NA,1044.2,NA
1231.004,4.372,NA,1977.639,2608.106,17.183,135.105,38.502,3072.045,NA,959.46,NA
1477.06,4.501,NA,2232.44,2938.116,13.641,169.767,56.775,3321.911,NA,1161.275,NA
104.741,NA,NA,148.041,196.652,1.379,11.637,5.381,214.494,NA,87.84,NA
115.547,NA,NA,170.231,225.186,0.789,12.496,6.243,233.013,NA,96.991,NA
130.8,1.2,NA,206.346,268.744,1.606,10.774,6.002,265.887,NA,113.646,NA
172.974,1.4,NA,215.725,296.222,2.57,14.792,7.193,287.419,NA,150.89,NA
187.952,1.5,NA,278.371,404.809,1.933,11.935,4.534,377.86,NA,164.517,NA
51476,220.09,NA,68188,98651,643,10743,7967,119753,774,30985,NA
45908,193.42,NA,63831,96322,703,10923,7242,127524,354,25908,NA
43138,175.4,NA,61858,95057,3567,9620,5653,131755,432,24940,NA
40843,168.95,NA,61918,100166,4806,6469,8505,133923,867,26504,NA
40787,162,NA,68340,108844,760,5901,5887,136177,862,27322,NA
1124.21,1.243,NA,1983.181,2662.534,1.907,152.069,72.672,3319.024,NA,867.462,NA
2574.448,1.375,NA,1802.321,2496.6,5.415,188.323,89.367,3460.764,NA,2266.582,NA
1084.72,1.372,NA,1542.205,2208.675,2.069,176.165,82.992,3596.174,NA,785.586,NA
1146.842,1.351,NA,1879.236,2581.963,11.724,204.604,98.141,3799.46,NA,821.166,NA
1087.346,1.378,NA,1871.866,2646.309,8.6,179.636,89.457,3887.367,NA,778.381,NA
363.883,0.536,NA,564.087,705.378,2.386,-53.469,-46.687,1118.723,NA,371.483,NA
344.927,0.525,NA,547.036,743.123,3.641,82.669,35.324,1225.62,NA,209.359,NA
261.502,0.522,NA,550.219,740.162,1.69,46.505,14.311,1291.559,NA,161.005,NA
324.41,0.544,NA,537.022,890.71,1.277,94.351,48.897,1469.004,NA,174.111,NA
477.137,0.595,NA,686.608,1146.144,1.235,182.287,103.576,1761.345,NA,221.176,NA
1079.58,1.189,NA,1641.007,2392.636,10.826,199.321,69.492,2999.912,NA,801.733,NA
1385.458,1.124,NA,1454.76,2300.78,65.499,230.557,130.1,3111.895,NA,1070.929,NA
1025.178,1.071,NA,1436.634,2265.344,60.7,165.118,73.882,3141.878,NA,770.973,NA
1201.337,1.044,NA,1629.625,2444.12,9.869,182.043,82.293,3238.554,NA,931.826,NA
1333.775,1.049,NA,1714.217,2495.128,0.005,134.923,54.903,3356.934,NA,1106.933,NA
26.568,0.188,NA,4.257,19.161,0.587,0.903,0.971,10.376,NA,24.936,NA
29.075,0.221,NA,4.257,20.185,1.074,1.296,1.26,10.838,NA,27.139,NA
33.536,0.234,-1.061316,4.512,21.906,1.095,1.717,1.658,10.977,NA,31.331,0.346
41.575,0.264,-0.586987,5.465,23.991,1.811,1.44,1.399,12.501,NA,39.608,0.556
49.929,0.303,-0.3768777,6.495,26.915,1.708,2.399,1.985,13.837,NA,46.813,0.686
251.406,0.765,1.847036,67.652,98.305,0.535,7.942,-5.609,23.582,NA,241.225,6.341
226.263,0.73,1.826161,40.7,77.612,4.193,10.938,6.131,25.845,NA,213.12,6.21
259.527,0.745,1.967392,31.878,88.312,8.082,17.314,11.705,31.256,NA,240.328,7.152
237.372,0.71,1.95586,30.262,91.382,18.481,6.174,6.049,33.147,NA,229.175,7.07
312.27,0.88,2.072291,39.402,106.913,10.463,8.985,5.882,38.547,NA,300.975,7.943
961.428,4.075,NA,677.947,888.969,10.495,109.761,49.907,412.373,NA,819.762,NA
937.059,3.3,NA,598.557,815.103,8.572,91.464,29.903,389.072,NA,810.674,NA
898.308,3.475,NA,574.556,865.254,7.511,80.879,34.27,422.52,NA,789.309,NA
956.16,3.325,NA,593.591,915.949,3.779,78.286,34.103,457.732,NA,846.308,NA
1121.725,3.75,NA,731.882,1149.614,48.954,92.801,42.063,538.271,NA,993.868,NA
161.914,1.4,1.549051,29.899,108.976,5.052,-13.653,-8.408,32.057,NA,173.195,4.707
187.62,1.3,-0.2420716,28.273,107.795,13.035,2.134,1.619,32.655,NA,183.572,0.785
149.672,1.2,-1.084709,20.787,102.401,8.688,4.024,2.928,33.241,NA,143.985,0.338
169.861,1.2,-1.07881,24.846,116.014,10.562,5.834,8.992,34.009,NA,162.357,0.34
161.004,1.2,0.5630385,25.553,114.419,10.821,-5.176,-2.043,38.247,NA,164.415,1.756
132.639,1.724,0.4285304,18.677,95.223,5.977,16.45,9.503,44.398,1.06,111.432,1.535
89.26,0.788,0.4855078,11.264,83.351,12.442,0.659,-2.918,45.742,1.062,83.53,1.625
57.213,0.86,0.348542,11.149,81.824,19.934,-2.18,-0.737,38.363,0.719,54.864,1.417
62.985,0.864,0.3576744,11.327,83.371,24.779,1.23,0.854,34.713,0.639,57.957,1.43
80.477,1.065,0.5300398,14.507,91.349,17.535,6.705,4.166,41.224,0.701,70.334,1.699
13.44,0.12,-0.390084,2.176,11.056,1.121,1.693,1.772,9.277,0.008,11.12,0.677
12.916,0.122,-0.3989861,3.638,13.146,3.027,0.827,0.598,9.643,0.106,11.37,0.671
13.246,0.123,-0.2823629,4.948,15.633,5.109,1.232,1.156,8.245,0.318,11.329,0.754
12.544,0.121,-0.1415636,3.781,15.454,3.837,0.453,0.432,8.78,0.449,11.308,0.868
13.25,0.116,-0.1707883,7.046,19.296,8.119,0.626,0.402,7.555,0.171,11.828,0.843
10.536,0.06,NA,4.264,5.752,0.078,-0.555,-0.825,1.972,1.005,10.944,0
10.126,0.055,NA,4.062,5.643,0.063,0.487,0.093,2.076,0.85,9.497,0
115.182,0.206,NA,44.765,68.255,0.714,3.319,0.802,10.099,0.169,110.292,NA
82.233,0.158,NA,37.507,54.873,0,-3.126,-5.863,10.078,0.103,83.906,NA
57.103,0.115,NA,27.928,40.047,0.97,-3.912,-5.342,9.401,0.017,60.022,NA
