"sale","emp","RandD","lt","at","ch","ebit","ni","ppegt","xad","xopr","xrd"
107.015,0.524,3.672039,23.045,211.528,154.889,-4.343,0.193,35.745,NA,103.483,39.332
101.886,0.47,3.395179,29.963,227.919,189.076,8.252,7.609,39.227,NA,86.556,29.82
103.819,0.483,3.394139,33.72,211.344,118.527,15.211,11.691,42.165,NA,81.741,29.789
107.65,0.554,3.202746,100.804,121.164,12.171,-34.365,-56.92,20.848,1.2,115.599,24.6
403.64,NA,NA,362.453,599.28,34.302,25.444,-15.066,46.752,NA,327.985,NA
368.938,NA,NA,349.415,624.291,24.087,16.03,-8.031,57.211,NA,293.415,NA
386.379,NA,NA,338.654,636.918,26.348,45.169,22.978,69.517,NA,301.315,NA
71.798,0.209,2.359721,24.609,174.329,9.575,19.06,26.679,5.128,0.259,51.812,10.588
35.734,0.281,2.625176,17.161,148.416,50.086,-11.726,-13.273,8.375,0.296,45.888,13.807
27.189,0.3,2.56664,16.43,130.114,47.799,-16.48,-13.857,10.511,0.154,41.596,13.022
44.228,0.352,2.73929,22.012,128.53,48.898,-8.964,-8.434,12.887,0.211,50.152,15.476
82.756,0.469,2.996182,150.16,272.145,166.832,3.63,5.006,17.141,0.359,76.147,20.009
8167,8.1,4.060443,7118,15554,2543,914,1827,2325,137,6768,58
8585,9.3,4.158883,7096,15122,2020,918,435,2380,73,7176,64
6211,9.3,4.143135,7935,14651,1584,1016,-44,2161,55,5011,63
5267,7,3.988984,6620,9677,1523,722,-3446,2183,135,4394,54
6437,9.4,3.871201,8252,14428,1499,1266,688,2503,143,5018,48
400.479,4,NA,129.584,199.163,2.352,-26.284,-80.699,125.061,14.529,410.823,0
359.336,1.6,NA,108.027,234.435,48.595,-138.226,-352.465,96.211,1.396,433.061,NA
112.312,0.536,NA,95.397,139.378,20.913,-95.206,-164.167,83.468,1.076,175.858,NA
30.617,0.456,NA,84.372,170.171,14.735,-120.589,-118.5,120.47,NA,126.53,NA
32.972,0.19,NA,94.715,75.381,10.623,-75.172,-108.344,92.32,0.32,77.832,NA
343.603,2.35,NA,269.473,209.16,0.378,10.093,-5.905,124.357,NA,309.908,NA
7311.8,2.1,NA,1627.4,1761,253.7,143,85.7,923,NA,7131.7,NA
6532.8,1.778,NA,1475.1,1638.9,285.2,284.6,36.4,845.9,NA,6215.5,NA
233.888,1.683,4.437816,138.959,606.704,173.266,-520.763,-1177.678,97.304,NA,313.339,84.59
278.31,1.64,4.017625,97.419,372.037,148.45,-103.518,-221.543,94.623,NA,272.789,55.569
247.977,1.219,3.682031,97.213,376.974,127.842,-8.593,-16.397,91.786,NA,219.223,39.727
252.581,1.245,3.809946,93.274,337.088,150.064,-5.806,-38.172,49.239,0.1,236.395,45.148
241.043,1.666,3.906126,85.885,340.881,43.223,11.087,15.57,50.122,NA,216.247,49.706
108.645,0.496,2.67263,34.735,122.42,53.017,12.852,13.65,16.623,1.614,93.493,14.478
107.367,0.49,2.85848,28.175,124.663,18.321,-20.768,-30.79,22.943,1.5,122.787,17.435
108.266,0.467,2.889538,32.604,126.289,20.801,-6.267,-8.61,24.385,1.5,108.921,17.985
115.895,0.507,2.957303,37.744,148.173,10.351,4.189,4.087,26.782,1,106.906,19.246
171.19,0.613,3.192983,55.214,362.859,24.901,26.328,32.953,32.666,1.7,139.929,24.361
14.2,0.736,NA,55.341,219.707,114.847,-133.179,-150.41,91.273,NA,122.675,NA
31.592,0.536,NA,30.435,72.668,11.714,-101.541,-125.574,52.051,NA,103.529,NA
NA,0.002,NA,3.206,67.474,63.64,NA,NA,NA,NA,NA,NA
15.644,0.367,1.831941,25.923,35.128,1.771,-19.116,-18.831,11.659,0.385,33.024,6.246
24.636,0.319,1.767296,17.184,21.522,2.12,-8.394,-9.812,14.057,0,30.922,5.855
32.354,0.296,1.469026,15.832,21.33,2.291,0.975,-0.406,17.623,0,28.699,4.345
38.408,0.299,1.343126,3.881,26.852,7.65,4.014,2.764,20.3,0,31.257,3.831
42.285,0.335,1.333157,9.762,44.533,3.342,3.911,3.947,28.806,0.007,34.709,3.793
375.525,0.45,NA,203.08,997.733,184.789,48.924,-21.959,29.04,NA,294.531,NA
163.77,0.305,NA,93.835,529.808,163.853,-88.304,-332.706,31.186,NA,199.953,NA
108.594,0.22,NA,59.607,270.85,148.912,-43.351,-234.03,30.002,NA,141.155,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.648,0.037,NA,13.631,21.211,11.464,-103.204,-118.464,9.591,10.9,108.352,NA
0.39,0.006,NA,1.703,2.132,0.051,-9.283,-9.531,1.305,NA,9.3,NA
0.709,0.004,NA,1.104,0.24,0.019,-5.413,-6.239,1.203,NA,5.854,NA
0.406,0,NA,1.341,0.451,0.444,-0.619,-1.493,0.001,NA,0.97,NA
1.145,0.003,NA,1.488,4.217,0.677,-2.366,-2.148,0.001,0,2.953,NA
31.55,0.061,NA,9.713,15.213,3.848,-0.178,-1.443,0.546,0,31.326,NA
42.322,0.45,NA,64.645,57.177,0.859,-27.681,-33.531,31.213,13.831,63.745,NA
39.356,0.134,1.757858,5.22,11.768,4.12,-9.991,-41.405,2.273,NA,45.833,5.8
22.72,0.107,2.246015,19.845,37.423,3.257,-14.515,-53.16,2.516,NA,35.432,9.45
12.558,0.069,1.781036,8.888,30.011,0.553,-4.571,-8.556,2.539,NA,16.743,5.936
13.345,0.075,1.433655,4.046,34.817,6.068,-1.816,-9.45,1.573,NA,15.096,4.194
675.036,1.666,1.308333,169.354,303.4,8.781,80.947,43.751,85.055,59.122,588.091,3.7
960.385,1.964,1.703475,208.47,407.486,15.554,88.79,47.27,115.118,86.625,856.292,5.493
943.582,2.521,1.789089,223.92,483.156,124.83,81.647,47.036,130.082,76.824,844.406,5.984
834.976,2.618,1.807633,210.879,466.533,113.479,-5.517,-11.867,152.206,71.717,818.895,6.096
920.322,2.701,1.740466,223.758,518.653,137.653,43.531,23.553,167.903,56,855.778,5.7
61.56,0.225,2.717736,46.117,148.61,64.987,-18.568,-13.616,17.32,NA,77.161,15.146
287.203,0.422,3.36895,122.569,231.379,114.799,2.628,8.285,25.865,NA,279.84,29.048
577.817,0.666,4.207703,173.188,348.138,125.208,58.736,44.128,58.796,NA,505.059,67.202
347.209,0.692,4.359985,173.707,353.333,139.456,-33.73,-32.601,81.14,8.439,363.06,78.256
205.174,0.458,4.154828,109.319,185.749,72.182,-76.978,-106.621,84.598,0.764,263.919,63.741
121.714,0.21,3.537242,11.29,262.019,110.132,8.195,2.096,11.567,NA,90.134,34.372
41.416,0.276,3.976574,16.936,203.874,105.909,-80.42,-85.329,21.088,NA,92.232,53.334
47.374,0.213,3.508616,10.303,126.441,94.495,-28.875,-75.11,22.05,NA,70.878,33.402
69.59,0.148,2.372018,15.148,150.548,94.785,16.982,8.195,13.525,NA,49.688,10.719
94.055,0.184,2.761654,12.455,209.72,36.781,32.371,71.105,16.95,NA,58.914,15.826
757.3,4.925,NA,2772.6,4101.4,30,94.7,-491,2691.7,NA,530.3,NA
36.429,0.13,NA,7.747,25.462,2.058,0.044,0.034,5.041,0.924,35.929,NA
33.737,0.12,NA,4.573,23.164,2.039,0.329,0.785,5.066,0.968,33.026,NA
33.488,0.12,NA,4.311,24.531,4.874,0.916,1.707,5.467,1.109,32.225,NA
35.932,0.124,NA,5.942,26.798,4.479,0.527,0.628,5.195,1.107,35.083,NA
43.474,0.213,NA,7.574,32.179,1.056,1.227,3.723,6.352,1.241,41.843,NA
109.91,NA,NA,97.373,168.913,2.457,16.738,10.299,7.805,NA,92.436,NA
132.498,NA,NA,113.914,199.835,12.233,18.592,11.335,19.356,NA,112.429,NA
157.665,NA,NA,109.535,208.386,24.079,22.77,12.371,18.319,NA,131.963,NA
163.651,NA,NA,126.54,242.235,44.435,24.128,16.573,18.656,NA,137.447,NA
181.483,NA,NA,127.039,239.823,20.071,28.147,16.474,23.299,NA,151.369,NA
86.497,0.462,NA,889.392,1009.515,29.439,25.982,14.045,NA,0,58.057,NA
87.236,0.449,NA,947.875,1050.802,28.752,24.185,13.138,NA,0,60.493,NA
78.097,0.478,NA,966.349,1077.456,27.865,25.845,14.221,NA,0,50.221,NA
72.222,0.477,NA,982.122,1093.224,22.765,25.126,13.525,NA,0.812,45.176,NA
82.491,0.498,NA,1323.057,1439.573,20.469,24.93,12.299,NA,0.774,53.984,NA
0,0,NA,0.396,0.004,0.004,-0.17,-0.466,0,NA,0.17,0
0,0,NA,0.091,0.044,0.044,-0.069,-0.085,0,NA,0.069,NA
296.522,1.01,NA,306.111,251,20.815,13.45,-48.529,271.097,NA,263.924,NA
286.056,0.806,NA,276.66,220.191,16.045,13.163,-11.527,276.903,NA,255.809,NA
277.89,0.735,NA,282.862,204.179,13.078,27.127,-8.364,277.258,NA,239.154,NA
68.727,0.875,4.101899,138.076,2158.833,78.873,-260.643,-265.144,32.874,NA,323.887,60.455
465.258,2.2,4.910947,167.762,1725.715,161.987,-612.916,-689.994,134.165,NA,421.013,135.768
364.832,1.884,4.969758,136.301,529.197,140.699,-592.165,-1260.758,141.549,NA,403.305,143.992
267.955,1.455,4.759787,184.391,366.669,139.339,-91.091,-216.958,134.889,3.5,323.965,116.721
290.791,1.265,4.544889,303.476,476.508,231.509,-18.074,-29.851,135.741,3.1,285.705,94.15
38.346,0.29,2.83744,11.944,90.374,21.076,-15.562,-19.213,6.562,1.849,53.002,17.072
20.638,0.18,2.222459,9.931,56.512,17.209,-31.455,-34.743,7.719,0.048,49.858,9.23
6.347,0.084,1.801545,6.888,29.409,18.272,-19.612,-24.882,7.573,0,23.697,6.059
6.502,0.072,1.501184,5.554,18.515,4.026,-9.381,-10.726,7.612,0.002,15.005,4.487
5.499,0.043,1.193316,4.617,12.555,5.213,-5.805,-5.143,7.457,0.004,11.052,3.298
234.12,1.13,NA,678.896,723.685,171.417,-74.464,-105.857,536.355,NA,251.599,NA
321.485,1.377,NA,559.171,728.398,129.299,-125.399,-25.189,644.954,NA,346.534,NA
328.538,0.818,NA,603.659,284.377,26.223,-177.472,-445.491,175.299,NA,381.3,NA
0,NA,NA,0.241,5.247,0.006,-0.77,-16.421,0,NA,0.77,NA
1.124,NA,NA,3.297,7.458,0.054,-2.287,-2.125,NA,NA,2.751,NA
0.03,NA,NA,3.481,10.24,1.098,-2.77,-2.977,3.396,NA,2.046,NA
0.006,NA,NA,3.574,8.613,0.152,-3.746,-4.877,3.601,NA,2.883,NA
0.14,NA,NA,7.679,12.703,5.638,-5.865,-9.098,4.663,NA,5.262,NA
0,0.049,-1.378326,0.645,4.204,0.855,-4.104,-4.88,0.145,NA,3.98,0.252
2.461,0.042,NA,4.833,18.385,0.788,-7.249,-7.497,0.852,NA,6.183,0
0,0.011,NA,5.157,0.179,0,-1.487,-18.71,0.138,NA,1.34,NA
0,0,NA,1.785,0.03,0,-0.439,-0.66,0,NA,0.336,0
0,0,NA,1.663,0.006,0.006,-0.621,-0.621,0,NA,0.591,0
29.92,NA,1.07432,6.437,39.751,7.735,3.206,2.298,6.534,NA,24.364,2.928
30.953,NA,1.614425,7.653,36.502,1.392,-8.69,-6.955,10.075,NA,33.879,5.025
27.67,0.187,1.282044,7.592,27.152,10.065,0.448,-9.464,6.203,NA,25.787,3.604
50.274,0.181,1.445742,15.904,36.528,3.703,1.374,-3.407,8.141,NA,46.506,4.245
46.993,0.167,1.610637,12.608,27.684,1.107,-3.045,-5.132,9.912,NA,47.789,5.006
17.787,NA,NA,12.435,28.231,2.73,1.528,-0.153,7.909,NA,15.495,NA
0.756,0.02,-0.8940401,0.334,1.123,0.014,-2.32,-2.271,0.506,0.1,2.983,0.409
1.279,0.02,-1.276543,1.441,1.471,0.057,-2.21,-2.24,0.85,0.021,3.355,0.279
1.658,0.013,-1.737271,0.92,1.065,0.039,-0.431,-0.522,0.524,0.015,1.967,0.176
1.3,0.015,-2.189256,0.933,0.74,0.011,-0.82,-0.884,0.45,0.188,2.034,0.112
1.018,0.013,-1.575037,1.051,0.551,-0.011,-0.555,-0.703,0.465,0.033,1.501,0.207
23.979,0.182,1.697815,11.394,33.91,19.511,-7.654,-6.506,7.93,0.768,29.888,5.462
10.56,0.055,NA,127.927,162.617,9.023,1.608,0.127,NA,0.108,8.533,NA
15.657,0.092,NA,229.756,266.434,11.652,4.796,1.825,NA,0.219,10.209,NA
24.447,0.121,NA,534.966,573.935,26.195,7.049,1.516,NA,0.193,16.429,NA
33.21,0.131,NA,653.792,723.962,23.785,8.234,2.082,NA,0.14,24.208,NA
39.497,0.131,NA,770.563,845.539,26.509,12.159,4.863,NA,NA,26.285,NA
167.906,1,NA,410.658,948.818,14.98,-3.118,-28.915,820.509,NA,136.193,NA
242.894,1.35,NA,978.367,1429.011,13.904,-23.567,-125.145,1326.718,NA,185.996,NA
264.674,0.65,NA,1119.442,1304.915,61.141,-25.373,-273.165,1362.354,NA,187.719,NA
212.06,0.6,NA,939.105,982.982,8.338,-22.495,-172.171,1110.973,NA,150.175,NA
231.482,0.475,NA,1005.915,917.244,69.627,-16.539,-147.28,1115.021,NA,157.721,NA
48.014,0.446,2.9111,21.027,55.662,12.762,-25.013,-24.946,19.08,1,70.102,18.377
65.363,0.382,2.844851,46.34,58.131,5.093,-28.108,-35.788,23.688,4.7,79.525,17.199
57.278,0.258,2.047177,39.342,38.489,2.758,-21.429,-15.93,21.707,6.3,69.702,7.746
10.061,0.085,0.6805684,7.907,28.932,4.822,-0.215,0.504,3.392,NA,9.575,1.975
16.637,NA,-0.0449974,12.947,37.147,5.185,4.369,3.226,4.684,NA,11.188,0.956
19.514,NA,0.7866375,13.969,38.022,4.563,2.022,1.44,5.728,NA,15.732,2.196
24.659,NA,1.263562,11.917,37.593,5.66,2.668,1.9,7.002,NA,20.264,3.538
103.052,0.524,3.047993,33.318,121.413,12.986,-168.885,-458.621,36.341,81.2,147.915,21.073
288.133,0.559,2.550304,52.484,231.927,61.974,17.252,20.163,49.923,6.1,256.141,12.811
667.73,0.876,2.963829,132.178,435.716,78.987,98.436,73.147,95.535,17,546.725,19.372
61.222,1.401,2.971849,177.311,330.261,7.409,-187.131,-229.527,74.912,NA,168.276,19.528
123.929,0.587,2.220073,149.733,170.242,13.278,-82.047,-206.283,39.346,NA,137.097,9.208
114.354,0.572,2.0031,122.833,61.011,9.554,-6.255,-85.845,40.958,NA,110.192,7.412
101.347,0.483,1.853638,44.999,49.411,6.623,0.561,50.948,44.835,NA,92.491,6.383
91.84,0.469,1.906575,37.375,50.345,12.216,4.469,7.69,44.155,NA,82.33,6.73
2.049,0.11,4.251177,15.907,250.645,200.935,-62.137,-75.608,6.431,NA,63.273,70.188
5.732,0.128,3.484005,15.722,212.121,24.373,-46.939,-37.288,7.77,NA,49.85,32.59
30.12,0.15,3.287581,12.908,184.566,122.655,-18.003,-23.651,11.612,NA,46.101,26.778
53.341,0.16,3.567192,11.737,179.502,68.562,-11.526,-9.969,19.005,0.526,62.504,35.417
73.59,0.17,3.421065,15.522,207.158,82.586,13.209,15.449,23.472,0.174,58,30.602
246.112,12.5,NA,86.974,143.973,51.327,-12.19,-8.903,17.565,NA,256.918,0
44.025,11.5,NA,61.131,108.669,39.04,-0.621,-7.35,22.019,NA,43.473,0
7.202,0.101,0.4687529,3.421,9.223,3.047,-16.095,-19.155,4.458,1.208,22.448,1.598
3.619,0.061,-0.3523984,2.565,11.342,1.542,-7.031,-8,3.308,0.689,9.437,0.703
4.003,0.059,-0.4684049,4.567,7.59,0.162,-5.119,-5.597,3.15,0.772,8.178,0.626
4.499,0.055,-0.4877604,4.871,6.27,0.696,-4.894,-6.046,1.684,1.056,8.693,0.614
6.628,0.055,-0.4828863,1.917,6.069,0.686,-1.092,-0.518,1.626,0.471,7.605,0.617
127.162,0.344,1.65422,33.999,231.682,141.629,-0.465,-2.463,22.642,NA,123.453,5.229
34.606,0.197,0.4891933,29.845,154.1,43.601,-45.821,-71.992,17.952,NA,74.787,1.631
279.039,1.68,4.246235,317.686,3815.878,195.241,-779.793,-792.775,65.917,7.6,362.549,69.842
408.848,1.124,4.552697,346.409,1288.047,71.971,-1114.372,-2680.671,89.136,2.2,552.794,94.888
229.803,0.836,4.16046,298.563,624.618,86.935,-580.569,-638.663,86.543,0.411,218.094,64.101
236.698,0.845,3.990982,222.254,459.13,70.819,-103.338,-106.327,86.53,0.354,215.572,54.108
245.798,1.686,3.995665,267.969,933.889,74.031,-16.834,-25.23,94.002,4,254.572,54.362
2031.103,8.298,NA,8765.394,10989.317,859.579,837.256,210.316,197.137,110.761,1113.57,NA
31.731,0.109,NA,7.881,13.365,0.117,-0.491,-0.3,8.612,NA,31.466,NA
33.954,0.067,NA,6.998,11.757,0.999,-1.8,-1.5,9.186,NA,34.745,NA
26.723,0.068,NA,7.217,10.478,0.259,-1.426,-1.522,10.063,0.525,26.992,0
46.298,0.082,NA,9.126,12.613,0.4,0.928,0.202,10.577,0.417,44.15,0
42.882,0.087,NA,9.046,12.444,1.31,-1.971,-0.089,9.606,0.651,43.7,0
18.13,0.07,NA,161.268,204.705,2.274,NA,1.255,NA,0.163,14.447,NA
4.595,0.083,-0.4416105,2.295,4.249,0.144,-12.129,-30.408,1.675,0.365,14.682,0.643
0.572,0.013,NA,3.031,0.891,0.177,-2.404,-4.727,0.763,0.006,1.99,0
0,0.012,NA,3.104,0.081,0.081,0,-1.788,0,0.02,0,0
3.583,0.066,NA,2.332,1.679,0.117,-0.744,-0.805,1.352,NA,4.159,NA
6.189,0.059,NA,5.729,2.295,0.054,-3.018,-4.486,2.245,NA,8.93,NA
46.505,0.24,NA,499.806,539.605,8.702,9.984,3.193,NA,0.275,34.578,NA
47.874,0.264,NA,604.94,650.31,19.513,10.947,3.534,NA,0.277,34.876,NA
46.781,0.28,NA,604.041,655.869,18.298,11.448,4.706,NA,0.267,32.034,NA
46.025,0.275,NA,597.392,649.796,14.135,9.604,3.792,NA,0.428,31.828,NA
40.125,0.27,NA,611.229,664.083,13.718,9.798,3.578,NA,0.355,27.459,NA
388.7,2.229,1.856298,265.1,363.1,2.7,55.4,19.9,168.7,12.5,319.3,6.4
383.1,2.243,1.774952,220.7,332.1,13.5,38.8,13.7,169.9,13.5,329.8,5.9
0.138,0.004,-4.961845,0.843,0.539,0.047,-1.692,-1.736,0.706,NA,1.685,0.007
0.022,0.005,NA,1.099,0.282,0.009,-1.268,-1.213,0.706,NA,1.149,0
0.206,0.013,NA,2.102,0.362,0.021,-1.151,-1.176,0.706,NA,1.215,NA
1.081,0.017,NA,1.474,0.736,0.097,-1.335,-1.232,0.188,NA,2.394,NA
1.04,0.009,NA,1.737,0.52,0.008,-0.869,-0.936,0.188,NA,1.888,NA
348.098,0.776,5.076828,101.578,905.129,88.489,-95.079,-153.099,40.66,NA,300.977,160.265
269.936,1.155,5.069137,347.104,1451.014,269.586,-235.47,-377.521,62.239,NA,278.306,159.037
228.868,0.7,5.049388,273.148,722.99,183.234,-121.981,-654.967,52.329,NA,301.232,155.927
16529,3.9,NA,86229,92125,1217,1954,1829,NA,NA,14575,NA
15604,4.1,NA,91500,98392,2018,823,650,NA,NA,14781,NA
15418,4.3,NA,95718,102935,1814,3508,158,NA,NA,11910,NA
16684,4.4,NA,106275,113822,2594,4367,692,NA,NA,12317,NA
17404,4.6,NA,115023,123957,2949,4573,817,NA,NA,12831,NA
102.839,0.8,NA,18.248,52.101,4.339,5.361,3.397,33.199,NA,92.96,NA
135.865,1.3,NA,33.434,69.662,0.113,5.154,1.789,43.021,NA,124.707,NA
129.72,1,NA,36.106,64.599,7.896,0.493,-5.477,39.809,NA,123.613,NA
29.924,0.448,3.421098,14.822,261.855,26.129,-66.754,-74.984,30.72,1.802,77.264,30.603
30.749,0.178,2.85486,15.72,78.192,36.749,-83.294,-185.047,25.969,0.145,53.524,17.372
28.024,0.163,2.089144,12.439,61.807,31.561,-11.037,-12.514,26.122,0.5,32.872,8.078
27.503,0.154,2.018762,10.612,54.807,15.25,-5.425,-5.442,26.504,0.2,29.325,7.529
36.709,0.168,1.912796,7.781,55.28,13.052,2.298,4.461,27.181,0.1,33.285,6.772
19.826,0.12,NA,275.429,296.296,2.312,-0.077,-3.638,NA,0.547,19.527,NA
29.33,0.146,NA,349.424,370.604,1.456,2.934,-0.522,NA,0.522,25.631,NA
31.472,0.155,NA,482.275,502.678,3.066,5.494,0.93,NA,0.779,25.264,NA
39.876,0.18,NA,478.014,499.354,2.029,8.37,2.261,NA,1.072,30.642,NA
28.891,0.155,NA,417.23,434.37,2.532,3.64,-3.192,NA,2.563,24.265,NA
0,NA,NA,0.428,0.122,0,-0.793,-0.8,0.024,NA,0.788,NA
0,NA,NA,2.599,3.039,0,-0.111,-0.119,2.947,NA,0.106,NA
0,NA,NA,0.924,0.005,0,-0.923,-1.614,0.024,NA,0.912,NA
0.692,NA,NA,1.579,0.113,0.021,-1.121,-1.396,0.025,NA,1.533,NA
0.001,NA,NA,0.339,0.025,0.025,-0.364,1.024,0.025,NA,0.365,NA
2.612,0.02,1.861286,0.706,8.404,3.94,-37.003,-60.963,0.176,9.768,31.558,6.432
0.205,0.002,-0.9162908,0.416,3.917,3.052,-4.481,-4.231,0,0.023,4.583,0.4
0.02,0.026,-3.912023,0.281,2.004,1.33,-1.766,-2.461,0.441,0.001,1.753,0.02
0.006,0.035,-2.419119,0.152,0.579,0.038,-2.885,-2.87,0.786,0.003,2.62,0.089
0.465,0.046,-1.84516,0.799,3.354,3.07,-3.146,-3.217,0.869,0.015,3.241,0.158
15.234,0.15,3.498052,29.492,486.938,69.536,-214.665,-212.949,57.622,NA,174.961,33.051
19.427,0.065,2.531949,5.327,222.586,101.703,-43.825,-209.573,23.131,NA,45.544,12.578
16.329,0.084,1.56653,2.615,188.951,64.775,-11.765,-6.847,23.413,NA,21.712,4.79
21.2,0.108,1.572774,3.779,178.264,24.526,-12.641,-9.327,24.195,NA,30.078,4.82
38.112,0.12,1.827931,5.541,100.428,11.198,-6.987,-4.733,13.267,NA,41.945,6.221
61.852,0.284,NA,28.059,43.944,2.327,1.045,-4.986,0.977,NA,59.754,NA
100.116,0.659,NA,37.057,95.231,12.49,11.168,8.833,5.074,NA,86.795,NA
145.118,0.832,NA,74.939,123.694,0.03,-18.988,-34.442,13.58,NA,161.609,NA
22.363,0.164,NA,8.947,12.015,2.831,-27.716,-33.116,7.555,21.836,49.176,NA
18.399,0.119,NA,17.38,27.735,3.148,-10.577,-11.937,11.871,5.723,27.508,NA
30.341,0.23,NA,11.775,31.299,2.254,-6.953,-24.076,14.202,6.91,34.255,NA
105.876,0.441,NA,1157.709,1289.327,29.051,33.611,18.1,NA,0.637,69.233,NA
130.25,0.608,NA,1645.109,1794.296,52.171,40.606,21.213,NA,0.839,83.66,NA
140.628,0.685,NA,1926.74,2105.034,48.429,48.849,26.456,NA,NA,86.082,NA
137.522,0.714,NA,1990.629,2173.732,45.635,29.404,14.247,NA,NA,100.57,NA
130.369,0.765,NA,1972.042,2156.329,45.279,27.838,12.493,NA,NA,96.309,NA
52.083,0.446,NA,24.689,162.172,59.979,-26.287,-22.977,7.624,1.7,76.271,NA
43.965,0.223,NA,10.449,45.787,25.1,-43.726,-102.186,9.279,3.4,84.961,NA
40.697,0.265,NA,14.453,49.307,25.451,-0.005,-0.511,9.58,4.7,38.467,NA
46.991,0.279,NA,17.679,56.038,9.567,1.315,1.382,10.162,3.5,44.254,NA
71.888,0.339,NA,24.138,116.297,30.179,15.922,15.737,11.595,3.8,55.162,NA
673.501,0.927,4.574742,1373.127,2103.129,563.005,214.089,147.916,55.588,NA,448.437,97.003
887.022,1.227,5.397791,1392.219,2389.588,606.845,97.271,-13.417,295.28,NA,716.153,220.918
546.547,1.542,5.49129,1184.138,2614.669,194.435,-20.822,-119.65,348.605,NA,525.799,242.57
701.393,1.553,5.181946,848.654,2411.097,365.606,70.996,39.199,365.455,NA,565.738,178.029
1336.019,2.948,5.660722,1006.977,6999.714,713.182,230.739,135.746,426.281,NA,1007.655,287.356
25.277,0.152,2.095192,11.085,33.641,14.103,-17.857,-16.726,4.764,NA,39.292,8.127
19.371,0.081,1.71883,5.811,13.755,7.411,-11.718,-15.132,4.459,NA,28.814,5.578
14.586,0.068,1.412936,6.389,11.1,8.903,-5.451,-5.44,4.602,NA,18.839,4.108
9.298,0.039,1.084851,4.592,7.627,5.68,-2.919,-2.706,2.496,NA,11.846,2.959
474.445,3.8,4.066699,520.712,998.037,22.479,-30.21,-80.783,280.955,NA,454.546,58.364
449.895,2.993,3.959689,486.418,835.357,22.323,-41.76,-134.455,240.867,NA,446.601,52.441
452.607,2.702,3.791346,431.09,799.997,36.805,45.28,16.086,231.941,NA,375.583,44.316
477.405,NA,4.077758,582.299,707.247,36.824,42.064,-31.67,70.697,NA,419.841,59.013
525.839,2.91,3.934587,703.264,777.662,116.87,36.819,-16.308,80.822,NA,481.72,51.141
401.796,3.766,4.652388,271.144,3070.555,215.189,-335.922,-344.947,121.643,9.368,490.719,104.835
408.569,1.896,4.809799,202.847,826.662,192.547,-683.552,-2584.099,115.794,5.981,713.958,122.707
105.529,0.779,4.342792,111.932,159.422,73.753,-166.791,-589.836,9.761,0.779,229.72,76.922
36.238,0.116,3.300272,19.796,29.248,6.943,-41.07,-57.77,1.77,-0.3,70.823,27.12
59.055,0.9,3.072045,434.141,2116.126,176.929,-342.434,-329.875,198.449,NA,210.358,21.586
37.586,0.355,NA,32.257,99.743,28.459,-85.894,-91.76,11.918,NA,81.396,NA
68.695,0.436,NA,170.858,210.626,32.538,-32.745,-39.53,13.961,NA,69.443,NA
103.555,0.652,NA,395.996,452.036,33.821,20.475,10.651,17.854,NA,79.055,NA
152.891,0.832,NA,56.833,138.447,29.123,34.096,22.621,30.173,NA,113.866,NA
135.213,0.93,NA,35.211,121.399,52.716,7.928,0.822,35.672,NA,120.822,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.945,0.037,0.560187,0.758,11.081,3.085,-5.563,-4.82,0.872,NA,6.392,1.751
0.923,0.031,0.0372958,0.826,7.311,2.426,-3.965,-3.908,0.93,NA,4.725,1.038
5.544,0.035,-0.0640053,1.534,12.947,3.758,-1.659,-1.384,1.27,NA,7.002,0.938
7.959,0.037,-0.1154108,2.491,13.47,3.179,-1.463,-1.199,1.609,NA,9.249,0.891
13.741,0.055,0.2102609,3.587,17.159,8.44,0.119,0.398,1.747,NA,13.367,1.234
27.085,0.118,-0.6180397,5.009,20.044,9.508,-23.289,-22.566,1.777,NA,49.205,0.539
28.407,0.154,-0.7678707,25.318,71.038,19.378,-3.947,-3.441,2.035,NA,30.537,0.464
48.618,0.101,-0.5656338,57.697,117.237,9.079,-0.256,-3.958,2.186,1.2,43.925,0.568
1.431,0.016,0.5692832,66.868,50.802,4.889,-34.845,-71.401,1.74,1.9,30.492,1.767
2116.603,19,6.553277,2383.102,39048.683,472.033,-746.374,-1338.71,1115.418,NA,1458.419,701.539
4905.615,19.948,6.995032,2335.205,18581.791,1157.511,-8013.961,-85162.215,2141.427,NA,4509.257,1091.199
1668.236,9.222,6.053241,809.814,4564.029,626.462,-2789.914,-13274.039,866.474,2.127,1958.834,425.49
911.924,5.489,5.337115,629.672,2884.32,326.371,-444.832,-1259.883,695.243,1.349,1249.899,207.912
852.551,6.041,4.919141,1140.131,3246.505,439.079,-144.259,-154.851,534.939,1.073,921.865,136.885
