appyear,classId,patent,nonutility,n_claims,n_bcites,n_fcites,n_nplcites,complexity,originality,generality
2000,414,"6364594",0,19,12,3,0,5.994042,.4444444,0
2000,415,"6364602",0,20,5,14,2,5.397076,.5599999,.6577777
2000,416,"6364608",0,4,1,0,0,4.867264,0,.4913495
2000,416,"6364613",0,11,9,3,0,4.14112,.3703704,.48
2000,416,"6364616",0,20,7,3,0,4.934188,0,0
2000,417,"6364630",0,6,10,3,0,5.995563,0,.4444444
2000,417,"6364634",0,12,4,2,0,6.374551,.5,.6428571
2000,433,"6364664",0,6,5,2,0,5.893357,.3199999,.1975309
2000,439,"6364669",0,10,9,1,0,6.773392,0,.5013705
2000,439,"6364672",0,3,7,3,1,5.845235,.244898,.2928241
2000,439,"6364677",0,13,11,10,0,5.636256,.1800001,.4444444
2000,439,"6364686",0,13,6,3,0,7.635092,.3199999,0
2000,439,"6364697",0,12,14,14,0,6.391917,.5694444,.4536941
2000,439,"6364705",0,5,7,2,0,5.79879,0,.244898
2000,439,"6364711",0,16,3,1,0,1.727273,0,0
2000,445,"6364730",0,15,10,4,0,4.416578,.34,0
2000,445,"6364731",0,17,1,1,0,5.672551,0,.4444444
2000,451,"6364743",0,14,18,1,0,6.835713,.3765432,.3725586
2000,451,"6364744",0,32,6,10,0,5.731495,.4444444,.446163
2000,451,"6364745",0,12,29,2,0,5.41442,.530321,.3676431
2000,451,"6364751",0,16,5,0,0,4.976891,0,0
2000,454,"6364761",0,10,2,9,0,5.968956,0,.5416667
2000,463,"6364764",0,30,2,3,4,5.507448,0,.1850001
2000,463,"6364766",0,17,22,169,2,5.274247,0,.0880397
2000,463,"6364767",0,18,13,112,0,5.089541,.1420119,.0286704
2000,463,"6364769",0,28,26,58,0,5.238401,.4526627,.1396428
2000,463,"6364771",0,9,18,7,0,4.650674,.1049383,.6481482
2000,464,"6364779",0,7,20,6,2,6.75289,.3203125,.4938271
2000,473,"6364788",0,11,36,39,0,5.948748,.1527778,0
2000,474,"6364796",0,6,17,2,1,5.349754,0,0
2000,474,"6364798",0,5,11,0,0,5.546162,0,0
2000,475,"6364801",0,8,4,0,0,4.854382,0,.1800001
2000,475,"6364804",0,6,10,4,0,6.126351,0,0
2000,477,"6364807",0,5,7,34,0,7.243932,0,.48
2000,477,"6364809",0,10,11,18,0,5.668327,0,.3512397
2000,477,"6364810",0,14,19,4,0,5.401535,.099723,0
2000,477,"6364811",0,5,9,14,0,5.240092,.345679,.56875
2000,494,"6364822",0,13,85,6,4,5.353985,.1975425,0
2000,600,"6364833",0,26,15,1,2,5.689489,.244898,.0699618
2000,600,"6364836",0,13,5,2,0,5.916939,.3199999,0
2000,600,"6364838",0,13,13,3,0,6.263947,.3786982,.3833008
2000,600,"6364839",0,19,6,7,0,5.685266,.2777778,.3205976
2000,600,"6364841",0,21,27,12,0,5.927048,.0713305,.1420119
2000,606,"6364879",0,25,15,17,1,5.436065,.1326531,.0604531
2000,606,"6364884",0,15,14,18,1,5.847077,0,.26125
2000,606,"6364890",0,15,2,59,0,5.944361,0,.0896885
2000,606,"6364894",0,4,9,3,0,6.322514,0,.4934211
2000,29,"6364915",0,5,19,6,1,5.953724,.4819945,.4075355
2000,55,"6364921",0,20,12,7,0,6.114919,.2916667,0
2000,75,"6364931",0,8,4,4,1,5.404041,0,.5
2000,95,"6364932",0,20,13,1,1,5.576612,0,.5981445
2000,95,"6364934",0,35,47,5,3,5.538034,.3890541,.6243308
2000,95,"6364939",0,11,6,0,0,5.896274,0,.1800001
2000,96,"6364942",0,9,15,6,0,5.573537,.64,.3140496
2000,106,"6364945",0,30,17,115,0,6.067238,0,.0327778
2000,118,"6364952",0,3,21,0,1,5.939112,.2145329,.2777778
2000,118,"6364957",0,55,18,19,0,5.869252,.5987654,.6366782
2000,118,"6364958",0,18,6,3,0,5.882536,.2777778,.4410431
2000,148,"6364964",0,10,6,3,0,6.516697,.2777778,.4930748
2000,148,"6364966",0,2,1,0,0,5.909368,0,.66
2000,148,"6364972",0,21,51,1,1,5.387513,.5588428,.255102
2000,156,"6364977",0,15,5,4,0,5.496593,0,.375
2000,156,"6364995",0,34,14,5,0,5.172809,.4591837,.4584
2000,162,"6364997",0,9,24,2,1,5.750572,.4914934,.5099481
2000,162,"6365004",0,46,6,6,0,5.626669,0,0
2000,204,"6365008",0,9,2,3,0,6.58476,.5,.375
2000,204,"6365013",0,23,6,2,0,6.088928,0,.498615
2000,205,"6365036",0,4,7,4,0,5.40357,.48,.3806228
2000,210,"6365049",0,9,5,3,0,5.65453,.5599999,.3199999
2000,210,"6365050",0,11,13,2,3,5.655053,.5694444,.3140496
2000,252,"6365067",0,5,5,2,16,5.907168,.4444444,.4958677
2000,252,"6365068",0,85,16,6,3,5.827305,.4897959,.3529412
2000,264,"6365076",0,9,13,3,3,5.945401,.6390532,.6982248
2000,264,"6365079",0,10,1,15,3,6.473227,0,.3786982
2000,264,"6365091",0,4,4,1,0,6.008323,0,.3911111
2000,422,"6365101",0,107,48,6,10,5.332451,.095,.3140496
2000,423,"6365123",0,10,14,2,4,5.597966,0,.3219954
2000,424,"6365140",0,18,13,1,1,6.664189,.5,.4444444
2000,424,"6365149",0,15,12,26,0,6.014959,.1527778,.2407187
2000,424,"6365179",0,42,1,9,10,5.989867,0,.4854254
2000,424,"6365195",0,5,2,2,2,5.502263,.5,.244898
2000,424,"6365196",0,8,4,0,0,5.462858,0,0
2000,426,"6365212",0,43,15,2,0,5.938427,0,.1558642
2000,426,"6365215",0,6,3,12,0,5.877171,0,.4444444
2000,426,"6365216",0,90,3,4,3,5.415714,.4444444,.4975662
2000,426,"6365217",0,111,13,2,0,5.319268,.48,.3878117
2000,426,"6365218",0,78,16,4,11,5.345288,.21875,0
2000,427,"6365222",0,16,62,11,8,5.388388,.5850179,.64
2000,427,"6365226",0,17,7,1,0,6.009419,.4444444,.4793389
2000,427,"6365228",0,11,4,4,0,7.543165,.5,.1975309
2000,428,"6365239",0,39,4,3,0,5.593537,.625,.5619835
2000,428,"6365256",0,4,3,7,0,8.378819,.4444444,.7120181
2000,428,"6365261",0,5,2,0,0,7.093305,0,.2777778
2000,428,"6365266",0,17,15,36,11,8.643723,.6222222,.6424792
2000,428,"6365268",0,29,6,7,0,7.330158,.48,.4012346
2000,428,"6365280",0,19,12,8,0,6.216619,.644628,.3199999
2000,428,"6365287",0,6,3,0,3,7.110892,0,.5910494
2000,428,"6365288",0,1,1,16,0,6.545469,0,.6111111
2000,429,"6365293",0,16,4,22,0,5.083595,0,.5481657
2000,430,"6365303",0,20,6,3,0,5.475989,.2777778,.3786982
2000,430,"6365305",0,15,20,2,0,5.808591,.5,.565
2000,430,"6365307",0,16,10,1,1,5.138518,.375,.2777778
2000,430,"6365311",0,8,1,6,0,4.628614,0,.3140496
2000,430,"6365316",0,24,23,16,1,5.006077,.1723356,0
2000,430,"6365318",0,50,10,6,4,3.426811,.42,.3602459
2000,430,"6365319",0,25,14,18,1,7.952057,.7040817,.577143
2000,430,"6365328",0,7,4,1,0,6.670306,0,.3199999
2000,430,"6365329",0,25,9,3,4,6.526041,.65625,.686808
2000,430,"6365331",0,40,7,0,0,5.957203,.6122449,.2431512
2000,430,"6365332",0,15,14,4,0,6.287504,0,.1527778
2000,430,"6365336",0,17,6,1,0,6.017349,0,0
2000,435,"6365341",0,21,3,5,2,5.689683,0,.5110034
2000,435,"6365351",0,3,7,6,2,6.595016,.244898,.345679
2000,435,"6365354",0,26,3,0,5,6.290436,.4444444,.46875
2000,435,"6365366",0,17,0,0,0,6.435042,,
2000,435,"6365376",0,9,5,0,18,8.16377,0,.3911111
2000,435,"6365377",0,35,69,28,57,5.861826,.3234615,0
2000,435,"6365387",0,6,1,0,3,6.106201,0,0
2000,435,"6365395",0,13,2,6,2,6.407231,0,.3368297
2000,435,"6365398",0,7,1,1,4,5.512726,0,.535503
2000,435,"6365400",0,36,21,1,26,9.922701,.4444444,.5736461
2000,506,"6365408",0,40,89,24,164,6.119606,.2802677,.4445533
2000,436,"6365415",0,29,2,0,0,6.027987,.5,.48
2000,436,"6365417",0,21,28,22,0,8.163352,.5637755,.4875075
2000,438,"6365419",0,27,2,30,0,5.773669,.5,.4334251
2000,438,"6365421",0,41,19,53,0,5.251829,.465374,.617347
2000,438,"6365424",0,6,2,4,0,5.710337,0,.4688091
2000,438,"6365425",0,9,4,5,0,5.052542,0,.0907029
2000,438,"6365426",0,15,5,0,4,5.364379,0,.3550296
2000,438,"6365430",0,3,6,0,0,5.723439,0,.6177064
2000,438,"6365431",0,28,1,0,0,6.258155,0,.5710059
2000,438,"6365432",0,4,9,15,5,6.825252,0,.5384088
2000,438,"6365433",0,11,2,9,0,6.101812,0,.2777778
2000,438,"6365434",0,54,7,19,1,5.788496,.4081632,.5813149
2000,438,"6365441",0,18,25,7,0,6.228322,.1504,.4378698
2000,438,"6365442",0,29,17,2,0,5.495708,.231111,.4444444
2000,438,"6365443",0,11,9,16,0,5.931828,.1975309,.465
2000,438,"6365446",0,24,10,19,0,6.959043,0,0
2000,438,"6365448",0,24,40,0,21,7.453574,.14125,.363435
2000,438,"6365449",0,19,6,0,0,6.108285,.6111111,.5714285
2000,438,"6365452",0,21,31,23,1,6.456333,.1207076,.1049383
2000,438,"6365454",0,10,4,4,0,7.141234,0,0
2000,438,"6365456",0,16,6,3,1,6.573878,.2777778,0
2000,438,"6365468",0,15,4,6,0,7.789077,0,0
2000,438,"6365474",0,23,5,4,0,6.513183,.5599999,0
2000,438,"6365475",0,18,5,3,0,6.984749,0,.2777778
2000,438,"6365476",0,21,12,19,4,6.388948,0,.1191406
2000,438,"6365478",0,15,3,2,3,6.716785,0,.4444444
2000,438,"6365479",0,17,0,20,0,6.331356,0,.1800001
2000,438,"6365481",0,20,4,6,1,6.09577,0,.1913265
2000,438,"6365484",0,6,2,0,0,6.897865,0,.59375
2000,438,"6365486",0,51,20,8,2,6.290431,0,.1975309
2000,438,"6365492",0,17,5,2,0,7.079167,0,.4999999
2000,438,"6365496",0,20,5,0,0,6.38238,0,.1652892
2000,438,"6365497",0,24,12,6,1,6.628499,0,.1865889
2000,438,"6365499",0,11,20,10,0,6.142938,.4598338,.3598616
2000,438,"6365502",0,17,45,61,17,7.262475,.6024691,.1975309
2000,438,"6365503",0,24,1,3,1,6.840223,0,.625
2000,438,"6365508",0,20,15,2,0,6.453672,.5244445,.1913265
2000,438,"6365509",0,12,8,6,0,6.383257,0,0
2000,438,"6365512",0,20,3,0,1,6.643548,0,.1107266
2000,438,"6365515",0,42,19,1,0,7.18377,.2659279,.2862426
2000,438,"6365516",0,16,25,9,2,6.419689,.2688,.0416478
2000,438,"6365522",0,9,13,2,0,6.400237,.625,.6799015
2000,438,"6365525",0,14,4,7,1,6.320999,.625,.48
2000,438,"6365526",0,6,4,1,0,5.472054,.375,.6094183
2000,438,"6365527",0,13,3,25,5,6.726792,.4444444,.1708792
2000,438,"6365528",0,20,28,22,6,7.101005,.1975309,.2136596
2000,438,"6365529",0,20,15,38,1,6.394503,.4177778,.4412245
2000,438,"6365530",0,16,4,1,0,6.784281,.375,.2845805
2000,442,"6365532",0,4,12,1,1,5.650705,.46,.4801512
2000,502,"6365538",0,13,19,1,1,6.107914,0,0
2000,502,"6365539",0,28,14,2,8,5.823634,0,.1225476
2000,503,"6365547",0,18,2,1,0,6.315098,.5,.7226406
2000,504,"6365550",0,9,7,1,1,5.924916,0,.0391999
2000,504,"6365551",0,25,20,4,0,5.293982,.1049383,.0768
2000,510,"6365560",0,12,11,1,0,5.772407,.5,.2697704
2000,510,"6365561",0,21,5,7,0,6.385442,0,.3786982
2000,510,"6365565",0,35,8,3,4,5.512373,.4897959,.42
2000,510,"6365567",0,3,7,0,0,5.996509,0,0
2000,514,"6365569",0,18,2,0,15,5.730653,0,.0665874
2000,514,"6365572",0,34,1,2,34,5.88789,0,.2777778
2000,514,"6365581",0,25,1,0,9,6.475812,0,.2491319
2000,514,"6365585",0,22,3,1,0,5.924302,.4444444,0
2000,514,"6365592",0,15,1,3,19,6.554717,0,.345679
2000,514,"6365599",0,8,3,0,1,6.061292,.4444444,0
2000,514,"6365604",0,9,4,1,0,6.326339,.4444444,0
2000,514,"6365608",0,16,1,4,1,6.184126,0,.4228316
2000,514,"6365609",0,2,1,0,2,6.029422,0,0
2000,514,"6365636",0,28,28,3,12,6.262592,.5892857,.6035503
2000,523,"6365647",0,6,22,1,0,5.859756,.3199999,.4992
2000,524,"6365653",0,12,10,3,6,5.459264,0,0
2000,524,"6365656",0,20,11,5,1,6.384961,.4958677,0
2000,524,"6365664",0,15,5,1,0,6.024615,.48,.556213
2000,524,"6365665",0,16,2,2,0,6.630413,0,.2395909
2000,524,"6365667",0,46,14,22,0,7.094876,.1420119,0
2000,525,"6365672",0,6,5,2,3,5.914513,.3199999,.5784499
2000,525,"6365675",0,2,4,1,0,6.777768,0,0
2000,525,"6365676",0,3,15,0,4,6.071459,0,0
2000,525,"6365677",0,35,44,1,0,6.288258,.1472,.2291667
2000,525,"6365678",0,15,7,0,0,6.054194,0,0
2000,525,"6365679",0,1,8,2,0,6.182404,.375,0
2000,526,"6365683",0,12,6,2,0,5.765111,0,0
2000,526,"6365684",0,3,2,12,0,5.771867,0,0
2000,526,"6365690",0,16,4,4,5,5.787013,0,0
2000,526,"6365694",0,10,8,0,1,6.004375,.21875,.099723
2000,526,"6365695",0,7,14,4,0,5.719583,.255102,.0194156
2000,528,"6365705",0,11,6,3,2,6.047408,0,.1171875
2000,528,"6365706",0,12,82,1,0,6.131972,.1633794,.1326531
2000,528,"6365707",0,9,1,0,0,6.344374,0,.375
2000,530,"6365716",0,4,0,1,9,9.948924,.3367348,0
2000,544,"6365737",0,10,2,1,1,4.558979,0,.58
2000,548,"6365752",0,17,1,0,4,9.524845,0,.4444444
2000,549,"6365759",0,4,2,2,3,6.561557,0,.48
2000,549,"6365761",0,14,3,4,2,5.327975,0,0
2000,556,"6365765",0,3,22,20,23,7.455835,.494331,.2777778
2000,560,"6365770",0,20,8,0,2,5.507084,0,0
2000,562,"6365773",0,51,3,0,4,6.079147,0,0
2000,564,"6365775",0,2,0,2,2,6.144459,.21875,0
2000,568,"6365785",0,20,5,0,0,5.931288,.3199999,.1789803
2000,568,"6365788",0,23,17,0,4,5.801365,0,0
2000,568,"6365790",0,12,6,4,2,5.709687,0,0
2000,585,"6365792",0,11,3,5,0,5.921363,0,.1420119
2000,800,"6365799",0,14,3,1,29,6.420057,0,.1869187
2000,84,"6365816",0,8,1,3,0,5.893648,0,.1652892
2000,136,"6365821",0,19,0,10,2,5.886447,.21875,.3199999
2000,174,"6365828",0,13,8,3,0,6.114868,.46875,.2251276
2000,174,"6365833",0,7,2,12,0,6.540877,0,.3679079
2000,174,"6365839",0,4,4,6,0,6.093119,0,.2777778
2000,174,"6365842",0,42,34,6,4,6.283175,.375,.335
2000,200,"6365848",0,21,9,2,3,4.754936,.59375,.6485261
2000,200,"6365849",0,6,9,1,0,5.427349,0,.1420119
2000,200,"6365852",0,10,9,9,0,2.516149,.1975309,.1975309
2000,200,"6365855",0,15,23,24,0,6.205839,.1883657,.2777778
2000,209,"6365857",0,4,1,1,0,5.421058,0,.244898
2000,209,"6365859",0,5,16,17,0,4.537315,.484375,.4615384
2000,209,"6365860",0,2,37,18,0,4.934264,.6559533,.5817175
2000,209,"6365861",0,1,37,19,0,4.934264,.6559533,.5817175
2000,209,"6365862",0,11,9,10,0,5.231069,.1975309,.1472
2000,218,"6365863",0,10,2,0,0,5.325236,0,0
2000,219,"6365869",0,18,3,11,0,5.450255,.4444444,.5925926
2000,219,"6365875",0,10,4,1,0,5.580348,.75,.46
2000,219,"6365880",0,17,9,3,0,5.900521,.5679012,.4786681
2000,250,"6365904",0,21,5,4,0,4.467429,.64,.3199999
2000,257,"6365911",0,20,7,4,3,5.310768,0,.3512111
2000,257,"6365919",0,4,4,16,2,7.565113,.4444444,.485198
2000,257,"6365921",0,17,5,27,0,6.308325,0,.5546875
2000,257,"6365923",0,15,4,9,1,5.063436,0,.5464389
2000,257,"6365926",0,26,22,3,5,5.582023,.0867769,.2265625
2000,257,"6365930",0,7,15,44,2,6.815372,0,.0768
2000,257,"6365939",0,3,1,8,0,6.487688,0,.4042969
2000,257,"6365940",0,16,10,7,0,6.470323,0,.4081632
2000,257,"6365942",0,11,6,4,0,7.601417,0,0
2000,257,"6365944",0,8,1,3,6,6.386384,0,.2112
2000,257,"6365945",0,3,2,3,1,6.14067,0,0
2000,257,"6365954",0,11,21,16,0,6.460202,.095,.231111
2000,257,"6365956",0,9,5,1,0,5.672587,0,0
2000,257,"6365957",0,16,2,0,0,6.644822,0,.0907029
2000,257,"6365960",0,11,3,12,0,5.986062,0,.4540864
2000,257,"6365961",0,20,3,8,0,6.063862,0,.54
2000,257,"6365962",0,24,2,11,0,7.058031,0,.3800001
2000,257,"6365963",0,7,3,26,0,7.074209,0,.2401298
2000,257,"6365964",0,14,14,16,0,6.387053,.4591837,0
2000,257,"6365974",0,9,1,16,0,7.160705,0,.255102
2000,257,"6365976",0,9,5,8,0,6.985525,0,.1326531
2000,257,"6365980",0,22,5,24,0,6.950193,0,.3393326
2000,307,"6365987",0,14,21,1,0,5.191822,.6485261,.6893424
2000,310,"6365993",0,22,7,6,0,4.935398,0,.2344046
2000,310,"6365994",0,1,15,5,0,4.268212,.4977778,.5078125
2000,310,"6365995",0,14,9,15,0,6.107595,.3703704,.1349207
2000,310,"6366000",0,20,13,8,0,5.372402,.375,.2916667
2000,310,"6366005",0,11,4,1,0,5.817813,0,0
2000,313,"6366011",0,20,4,2,0,5.282013,0,0
2000,315,"6366021",0,5,10,22,0,5.742157,0,.4362245
2000,315,"6366023",0,15,4,0,2,5.388428,0,0
2000,315,"6366025",0,30,2,72,0,5.252275,0,.5799026
2000,315,"6366026",0,15,4,39,0,4.964189,.375,.42
2000,315,"6366033",0,22,2,13,2,5.774487,.5,.5767347
2000,318,"6366041",0,27,19,2,0,5.630738,.5259515,.4938271
2000,318,"6366043",0,5,3,3,0,5.751101,0,.0499672
2000,322,"6366059",0,6,5,8,0,6.011435,.48,.375
2000,322,"6366060",0,2,10,4,2,5.151822,0,.1850001
2000,323,"6366067",0,4,9,3,1,4.974473,.4081632,.4914934
2000,324,"6366074",0,23,8,0,0,5.624359,.2777778,0
2000,324,"6366075",0,28,1,0,0,5.489207,0,.30839
2000,324,"6366089",0,12,3,22,0,6.130029,0,.3392
2000,324,"6366093",0,19,9,3,2,5.975101,.4938271,.4999999
2000,324,"6366094",0,1,4,2,0,6.227964,.5,.311358
2000,324,"6366100",0,21,17,3,0,5.642986,0,.1420119
2000,324,"6366111",0,8,5,1,0,4.064908,.48,.3677686
2000,326,"6366117",0,7,8,42,5,5.241642,.375,.027022
2000,326,"6366119",0,8,23,1,4,4.979488,.0831758,0
2000,326,"6366120",0,34,18,5,0,5.015646,0,.3585333
2000,326,"6366122",0,18,8,3,4,5.375631,0,.375
2000,326,"6366125",0,24,6,3,1,5.213078,.2777778,.4628099
2000,326,"6366128",0,23,3,33,3,5.159265,.4444444,.4733728
2000,326,"6366131",0,13,10,0,0,5.22343,.3199999,0
2000,326,"6366133",0,7,7,0,2,5.410767,0,.2076124
2000,326,"6366134",0,15,3,3,0,5.516357,.4444444,.460761
2000,327,"6366136",0,13,6,3,0,5.117755,0,.4081632
2000,327,"6366145",0,18,7,8,5,4.887038,.4081632,.30839
2000,327,"6366150",0,2,7,14,2,5.578142,.4081632,.46875
2000,327,"6366151",0,14,9,4,0,5.626337,0,.1748179
2000,327,"6366153",0,4,7,7,0,6.076421,.4489796,0
2000,327,"6366157",0,14,6,8,1,5.849213,0,.4526627
2000,327,"6366158",0,27,5,7,0,5.643012,.3199999,0
2000,330,"6366166",0,19,5,19,1,5.946058,0,.4296875
2000,330,"6366169",0,15,5,5,3,5.75824,0,.3550296
2000,330,"6366170",0,37,5,1,0,5.463185,0,0
2000,330,"6366171",0,21,1,8,2,6.289787,0,.4897959
2000,331,"6366174",0,18,31,49,0,5.234105,.4745057,.4992
2000,333,"6366185",0,34,10,1,0,5.396693,.3199999,.48
2000,335,"6366186",0,23,12,16,0,5.762763,.1527778,.4741736
2000,335,"6366187",0,18,1,4,0,5.633184,0,0
2000,335,"6366188",0,13,176,3,0,5.332472,.0239486,0
2000,340,"6366199",0,12,9,12,0,5.76573,.1975309,.099723
2000,340,"6366204",0,18,9,2,0,6.411963,.244898,.6419753
2000,340,"6366209",0,8,6,2,0,5.544397,0,.6111111
2000,340,"6366213",0,153,37,84,0,6.496154,.7173119,.7107692
2000,341,"6366225",0,24,4,19,0,5.740667,.375,.4897959
2000,341,"6366227",0,20,3,7,1,5.557683,.4444444,.1723356
2000,341,"6366229",0,24,13,3,11,5.312853,.345679,.495
2000,341,"6366230",0,23,15,24,2,5.645345,0,.1748179
2000,341,"6366231",0,30,8,10,0,5.323575,0,.0867769
2000,342,"6366239",0,7,1,1,0,6.501965,0,.0487499
2000,342,"6366240",0,20,2,18,0,6.212214,0,.0831758
2000,343,"6366247",0,12,3,65,0,4.794739,0,0
2000,343,"6366249",0,1,2,3,0,5.459282,0,0
2000,343,"6366255",0,11,2,1,0,3.856168,0,.2438017
2000,343,"6366257",0,20,6,0,0,3.969738,0,0
2000,343,"6366259",0,37,17,9,0,3.96892,0,0
2000,343,"6366261",0,20,13,5,0,5.011531,.5917159,.5127831
2000,345,"6366269",0,21,12,3,0,5.581567,.5416667,.547438
2000,345,"6366273",0,34,71,10,66,5.339868,.7195919,.1999093
2000,715,"6366303",0,8,8,9,0,4.722789,0,.0907029
2000,347,"6366304",0,18,5,6,0,5.942769,.3199999,.4140625
2000,347,"6366306",0,16,3,6,0,6.678552,0,.4081632
2000,347,"6366307",0,20,8,7,0,5.695912,.40625,.42
2000,347,"6366308",0,31,13,27,3,6.75484,.6153846,.6366782
2000,349,"6366331",0,4,3,11,0,5.584254,0,.1800001
2000,349,"6366332",0,6,8,0,2,4.905126,.6875,.6432
2000,349,"6366333",0,15,6,11,0,5.260848,.48,0
2000,349,"6366334",0,8,5,0,0,5.553442,.72,.4999999
2000,355,"6366337",0,10,47,0,0,5.61584,.4927686,.3343196
2000,355,"6366339",0,7,8,2,4,5.19346,.53125,.6390532
2000,356,"6366345",0,8,7,1,0,6.861105,.2777778,.48
2000,356,"6366350",0,12,10,9,0,4.985823,.46,.498786
2000,356,"6366354",0,5,4,21,0,5.264489,0,.4988662
2000,398,"6366381",0,8,17,3,0,5.549407,.1107266,.2816001
2000,359,"6366385",0,18,1,5,1,6.395004,0,.244898
2000,359,"6366386",0,23,2,0,0,5.708667,0,.3199999
2000,359,"6366391",0,6,8,0,0,5.614655,.21875,.53125
2000,359,"6366392",0,3,5,27,2,5.504532,.64,.4976766
2000,359,"6366395",0,8,1,20,1,4.778589,0,.5829072
2000,359,"6366401",0,6,10,23,0,5.565527,.4897959,.46
2000,359,"6366411",0,10,60,20,1,5.639805,.2460592,.4499314
2000,360,"6366416",0,12,4,21,0,5.749925,.5,.4461805
2000,360,"6366420",0,9,8,5,0,5.313595,.21875,.507929
2000,360,"6366426",0,14,20,6,0,4.731299,.6315789,.6530612
2000,360,"6366427",0,13,13,2,2,4.477826,.1420119,.2777778
2000,360,"6366428",0,17,8,13,0,6.633091,.21875,.4824
2000,360,"6366430",0,11,12,6,1,5.965837,.4861112,.34
2000,360,"6366432",0,18,18,11,0,6.522836,.1049383,.2268431
2000,361,"6366434",0,6,13,2,0,5.592404,0,.3041975
2000,361,"6366435",0,4,9,0,0,5.487748,0,0
2000,361,"6366438",0,20,170,5,0,5.068514,.0124995,0
2000,361,"6366441",0,14,4,4,0,5.948899,.5,.3911111
2000,361,"6366446",0,6,3,1,1,5.866823,0,.3199999
2000,361,"6366448",0,20,7,0,0,4.837463,0,.1800001
2000,361,"6366455",0,9,2,2,0,5.006908,0,.5408163
2000,361,"6366457",0,17,17,8,2,5.453595,.3598616,.4297521
2000,361,"6366459",0,8,10,4,0,5.451553,.34,.4340278
2000,361,"6366462",0,24,12,45,0,6.380108,.4166667,.4381688
2000,361,"6366463",0,14,8,7,0,6.361725,.21875,.345679
2000,361,"6366466",0,22,17,15,0,6.06994,.6222222,.4246367
2000,361,"6366467",0,12,7,40,0,6.085965,.244898,.4338843
2000,361,"6366468",0,13,5,26,1,6.582778,.5599999,.7151021
2000,361,"6366471",0,36,28,4,0,5.576834,.3923611,.5408163
2000,363,"6366475",0,15,7,2,1,3.596413,0,.2176
2000,363,"6366481",0,12,8,14,0,4.730391,0,0
2000,365,"6366488",0,13,1,4,0,6.27983,0,.506219
2000,365,"6366489",0,32,22,4,0,6.27983,.3966942,.4612476
2000,365,"6366492",0,12,4,5,0,5.163925,0,.1420119
2000,365,"6366493",0,12,9,3,0,5.927047,.4938271,.6814796
2000,365,"6366496",0,19,5,18,3,5.107023,0,.0403869
2000,365,"6366497",0,9,4,7,0,5.075006,0,0
2000,365,"6366501",0,18,4,17,0,4.991594,0,.3047521
2000,365,"6366502",0,17,1,0,0,4.999412,0,0
2000,365,"6366503",0,16,4,5,0,4.541833,.375,.375
2000,365,"6366505",0,22,3,3,1,5.220456,0,.1800001
2000,365,"6366506",0,11,5,13,3,4.825017,.3199999,.2717313
2000,365,"6366507",0,14,5,6,0,5.526135,0,.497323
2000,365,"6366508",0,15,2,10,0,5.242471,0,.0487499
2000,365,"6366510",0,7,8,4,0,4.685633,.21875,0
2000,365,"6366513",0,14,5,10,0,5.209659,.3199999,0
2000,365,"6366514",0,22,7,0,0,5.863894,0,0
2000,365,"6366515",0,4,2,22,0,5.052496,0,0
2000,365,"6366516",0,21,10,1,0,4.867014,0,.1420119
2000,365,"6366518",0,4,5,1,0,4.526068,0,.4905482
2000,365,"6366523",0,18,8,0,0,5.581938,0,0
2000,365,"6366524",0,40,16,9,3,4.415112,.3046875,0
2000,365,"6366525",0,4,2,0,1,4.666164,0,.2906574
2000,365,"6366529",0,14,5,24,0,5.000435,0,.0307617
2000,367,"6366535",0,13,4,0,3,5.114186,0,0
2000,369,"6366541",0,25,7,3,2,7.945728,.244898,.455254
2000,370,"6366569",0,9,22,14,4,6.363103,0,0
2000,370,"6366577",0,9,3,135,11,5.721537,0,0
2000,375,"6366616",0,6,18,6,1,7.473415,.2777778,.4954649
2000,378,"6366636",0,13,6,6,1,4.496514,.2777778,.6778671
2000,379,"6366664",0,10,7,2,0,5.647425,0,0
2000,382,"6366703",0,2,9,9,5,11.1626,.1975309,.545
2000,385,"6366712",0,11,4,3,0,5.405691,.5,.644628
2000,385,"6366715",0,3,4,6,0,5.199732,0,.1928415
2000,385,"6366716",0,24,10,12,1,5.455653,.48,.5164609
2000,385,"6366717",0,18,5,0,0,5.064345,.48,.5207757
2000,385,"6366718",0,4,9,2,1,5.183189,.1975309,.6423611
2000,385,"6366725",0,15,6,0,0,5.262976,0,0
2000,385,"6366728",0,43,2,20,0,5.46377,0,.4234405
2000,385,"6366729",0,5,1,6,1,5.218565,0,.3889106
2000,385,"6366730",0,17,4,6,0,5.330157,0,.4938271
2000,396,"6366738",0,21,13,0,0,5.9674,.556213,.4444444
2000,399,"6366742",0,10,13,19,7,5.413646,.4733728,.3144531
2000,399,"6366744",0,20,19,15,0,5.231488,.5872576,.4694429
2000,399,"6366745",0,5,10,3,0,5.95709,.1800001,.2539682
2000,399,"6366746",0,18,4,3,0,5.084447,.375,0
2000,399,"6366748",0,13,4,1,0,5.459705,0,.1326531
2000,399,"6366750",0,12,3,3,0,5.839845,.6666666,.1264198
2000,399,"6366752",0,7,17,4,2,5.81538,.3806228,.4663923
2000,399,"6366756",0,3,22,1,0,6.033258,.0867769,.465374
2000,455,"6366763",0,7,9,12,3,5.686356,0,.0512465
